unique_id_match,toponymName,fclName,commune,province,region,country,MATCH,types_Anne,types_Ettore
81596-3149995-denis de visser,,,,,,,denis de visser,per,per
81609-3149995-remi boeyen,,,,,,,remi boeyen,per,per
81625-3151549-hetten montalembert,,,,,,,hetten montalembert,per,per
81664-3152592-kuyper,,,,,,,kuyper,per,per
81822-3158981-thea silten,,,,,,,thea silten,per,per
81881-3161269-kuyper,,,,,,,kuyper,per,per
81881-3161269-chamberlain,,,,,,,chamberlain,per,per
82026-3167234-carnieres,Carnières,Section,Morlanwelz,Hainaut Province,Wallonia,Belgium,carnieres,loc,loc
82055-3169391-malpertuis,,,,,,Netherlands,malpertuis,loc,loc
82142-3172384-edmond vandenbossche,,,,,,,edmond vandenbossche,per,per
82352-3182301-tolkovski,,,,,,,tolkovski,per,per
82354-3182301-adolphe fischer,,,,,,,adolphe fischer,per,per
82493-3184031-marie-claire gosselin,,,,,,,marie-claire gosselin,per,per
82537-3184448-daniël sternefeld,,,,,,,daniël sternefeld,per,per
82609-3185817-namur,Namur,Commune,Namur,Namur Province,Wallonia,Belgium,namur,loc,loc
82757-3189977-scaufflaire,,,,,,,scaufflaire,per,per
82765-3190809-dauw,,,,,,,dauw,per,per
82935-3198454-massys,,,,,,,massys,ambig,ambig
83085-3203810-dottignies,Dottignies,Section,Mouscron,Hainaut Province,Wallonia,Belgium,dottignies,loc,loc
83334-3233952-surkeyn,,,,,,,surkeyn,per,per
83387-3235826-godon,,,,,,,godon,per,per
83443-3237810-van rossum,,,,,,,van rossum,per,per
83459-3238387-wevelghem,Wevelgem,Commune,Wevelgem,West Flanders Province,Flanders,Belgium,wevelghem,loc,loc
83493-3239614-seraphin van den hoeck,,,,,,,seraphin van den hoeck,per,per
,,,,,,,,per_ambig,per_ambig
83777-3246447-keogh,,,,,,,keogh,per,per
83777-3246447-polley,,,,,,,polley,per,per
