Column 1,viaf,wikidata,Column 2
Holland Wielrijden,,,1
Honore Collin,,,3
Honore De Rijcke,,,1
Honore De Rycke,,,1
Honore Patissier,,,1
Honore Rondou,,,1
Honore Vansande,,,1
Honore Van Sande,,,1
Honore Van Santen,,,1
Honore Van Zande,,,1
Honorine Defrasnes,,,1
Honor Vengeance,,,2
Horace Morand,Horace Morand,,1
Horace Van Offel,Horace Van Offel,Horace Van Offel,4
Horatio Nelson,,Horatio Nelson,1
Hortence Poppe,,,1
Hortense Caillet,,,1
Hortense Deheule,,,1
Hortense Deheulle,,,1
Hortense Jeanne Moerman,,,1
Hortense Mathieu,,,2
Hortense Maton,,,1
Hortense Moerman,,,2
Hortense Montefiore,,,1
Hortense Pirot,,,1
Hortense Tackels,,,1
Hortense Trotter,,,1
Hoste Braeckelaere,,,1
Hoste Chanteur,,,1
Hoste Necrologie,,,2
Hubert Bellis,Hubert Bellis,Hubert Bellis,1
Hubert Block,,,1
Hubert Bouhaye,,,1
Hubert Brebart,,,1
Hubert Cajot,,,1
Hubert Carpay,,,1
Hubert Carton,,,1
Hubert Collin,Hubert Collin,,5
Hubert Conil,,,1
Hubert Cure,Hubert Cure,,3
Hubert De Rocker,,,2
Hubert De Saint,,,5
Hubert De Vogelas,,,1
Hubert Drugman,,,2
Hubert Dufour,Hubert Dufour,,1
Hubert Elewaut,,,3
Hubert Eynde,,,1
Hubert Hamoir,,,1
Hubertina Smeets,,,1
Hubert Leonard,Hubert Leonard,Hubert Leonard,1
Hubert Leonard Violon,,,1
Hubert Poncelet,,,1
Hubert Rabet,,,2
Hubert Saint,,,13
Hubert Saint D,,,1
Hubert Torsin,,,1
Hubert Van Hulle,Hubert Van Hulle,,1
Hugh Benson,,,4
Hugh Benson Le Matre,,,1
Hugo Bertall,,,2
Hugon Boonaert,,,1
Hugo Pieron,,,2
Hugo Pirmez,Hugo Pirmez,,1
Hugo Rau,Hugo Rau,Hugo Rau,2
Hugo Verhulst,,,3
Hugo Verriest,Hugo Verriest,Hugo Verriest,1
Huguette De Broqueville,,Huguette De Broqueville,1
Huguette Duflos,Huguette Duflos,Huguette Duflos,1
Huib Hoste,Huib Hoste,Huib Hoste,1
Huwelijk Brief Onder Nummer,,,1
Huwelijk Devos,,,1
Huwelijk Geersens,,,2
Huwelijk Rubbens,,,1
Huwelijk Zonderlinge,,,1
Hyacinthe Delloye,,,1
Hymne Moresnet,,,1
Hymne Neutre,,,1
Hyppolite Vermeersch,,,1
Iago Van,,,1
Ichel Hotel,,,1
Ida Victor,,Ida Victor,1
Ideal Theatre,,,1
Idesbald Sint,,,1
Ignace Landy,,,1
Ignace Lovens,,,1
Ignace Straus,,,1
Ignatius Roey,,,1
Ignaz Friedmann,Ignaz Friedmann,,2
Ignaz Schaffer,Ignaz Schaffer,,1
Iles D,,,1
India Pale,,,1
Indie Nederlands,,,1
Ines Reyntiens,,,1
Ingy Mauricel,,,1
Innocent Conscience,,,1
Innocent Dumas,,,1
Iola Gomez,,,1
Irene Hilda Walquenart,,,1
Irene Kafka,Irene Kafka,Irene Kafka,1
Irene Poldowski,,,1
Iris Cine,,,2
Irma Delestienne,,,1
Irma Maria,,,1
Irma Maria Depaepe,,,1
Irma Sethe,,,1
Isaac Canther,Isaac Canther,,2
Isaac Coelho,Isaac Coelho,,1
Isaac Felicie,,,1
Isaac Fredricq,,,1
Isaac Goldstein,,,1
Isaac Hirsch,,,1
Isaac Sasserath,,,1
Isaak Babel,,Isaak Babel,1
Isabel Burton,Isabel Burton,Isabel Burton,1
Isabel Cubas,,,1
Isabella Borremans,,,1
Isabella Cubas,Isabella Cubas,,1
Isabelle Cocquyt,,,1
Isabelle De Bragance,,Isabelle De Bragance,1
Isabelle Hedoire,,,1
Isabelle Simon,,Isabelle Simon,1
Isabelle Tietard,,,1
Isadora Duncan,Isadora Duncan,Isadora Duncan,1
Isaie Pennequin,,,1
Isidoor Troch,,,2
Isidore Biesemans,,,1
Isidore Brandes,,,2
Isidore Daver,,,1
Isidore Goffin,,,2
Isidore Gottschalk,,,1
Isidore Herbiet,,,1
Isidore Lion,,,1
Isidore Marechal,,,2
Isidore Masuy,,,1
Isidore Meyers,Isidore Meyers,Isidore Meyers,1
Isidore Michel,,,1
Isidore Rossignol,,,1
Islande Lepre,,,2
Islande Lepreux,,,4
Ismail Bey,,Ismail Bey,3
Ismail Kemal Bey,,Ismail Kemal Bey,2
Israel Handball,,,1
Israel Muller,Israel Muller,,3
Italo Calvino,Italo Calvino,Italo Calvino,1
Italo Turque,,,1
Ivan Bauwens,,,1
Ivan Pieters,,,1
Ivan Tourgueniev,Ivan Tourgueniev,Ivan Tourgueniev,1
Ivoire Tervueren,,,1
Ivo Kesteleyn,,,1
Ivo Michielsen,,,1
Ivon Bauwens,,,2
Ivonne De Picker,,,1
Ivon Pieters,,,1
Ivo Santens,,,1
Ivo Van Damme,Ivo Van Damme,Ivo Van Damme,3
Ivo Vandermeersch,,,2
Ivo Van Der Meersch,,,1
Ivo Vermeersch,Ivo Vermeersch,Ivo Vermeersch,1
Jaak Despiegelaere,,,1
Jaak Kryn,,,1
Jaak Pooter,,,1
Jaak Van Den Bemden,,,2
Jaak Verdonck,,,2
Jaap Eden,Jaap Eden,Jaap Eden,1
Jaap Eden Charleston,,,1
Jaap Eden Cuba,,,2
Jaap Gidding,Jaap Gidding,Jaap Gidding,1
Jaap Van Gelderen,Jaap Van Gelderen,,17
Jacinto Padilla,Jacinto Padilla,,1
Jack Godderis,Jack Godderis,Jack Godderis,1
Jack Sels,Jack Sels,Jack Sels,5
Jackson Zaidee,Jackson Zaidee,Jackson Zaidee,1
Jack The,,,6
Jacob Deitz,,,1
Jacob Dejong,,,1
Jacob Isaac,,Jacob Isaac,2
Jacob Jacobs,,Jacob Jacobs,1
Jacob Jongen,,,1
Jacob Karsman,Jacob Karsman,Jacob Karsman,1
Jacob Kats,,Jacob Kats,1
Jacob Lazare,,,2
Jacob Meyer,,Jacob Meyer,1
Jacob Nefve,,,1
Jacob Salomon,,,1
Jacob Samuel,,,3
Jacobs Architect,,,1
Jacobs Brabant,,,1
Jacobs Brabantgeen,,,1
Jacobs Burgemeester,,,2
Jacobs Carabiner,,,1
Jacobs Cologne,,,1
Jacobs Cross,,,3
Jacobs Francois,,,1
Jacobs Haelen,,,1
Jacobs Halen,,,1
Jacobs Kerk,,,1
Jacobs Kerkhof,,,1
Jacobs Kieken,,,1
Jacobs Lieutenant,Jacobs Lieutenant,,1
Jacobs Logis,,,1
Jacobs Marechal,,,1
Jacob Smits,,Jacob Smits,1
Jacobs Necrologie,,,1
Jacobs Peintre,,,1
Jacobs Posterijen,,,2
Jacobs Ruysbroeck,,,1
Jacobs Slavernij,,,1
Jacobus Baert,,,2
Jacobus Degreef,,,1
Jacobus Dutry,,,1
Jacobus Schelkens,,,1
Jacobus Tillo,Jacobus Tillo,,1
Jacob Van Straten,,,1
Jacoby Cercle,,,1
Jaco Fort,,,1
Jacquelin Desgrange,,,1
Jacqueline Fievet,,,2
Jacques Baert,,Jacques Baert,2
Jacques Bernstein,,,1
Jacques Bertrand,,Jacques Bertrand,7
Jacques Bertrand Cinematographe,,,1
Jacques Bertrandjacques,,,1
Jacques Bourdon,,Jacques Bourdon,1
Jacques Courtois,Jacques Courtois,Jacques Courtois,1
Jacques Cox,,,1
Jacques Debs,Jacques Debs,,1
Jacques Decuyper,,,2
Jacques De Lesdain,Jacques De Lesdain,,1
Jacques De Meeus,,,1
Jacques Deom,Jacques Deom,,1
Jacques Deport,Jacques Deport,,3
Jacques Dutry,Jacques Dutry,,2
Jacques Esquenazi,,,1
Jacques Fievet,Jacques Fievet,,1
Jacques General,,,1
Jacques Goethals,,Jacques Goethals,1
Jacques Gomez,,,1
Jacques Grandchamp,Jacques Grandchamp,Jacques Grandchamp,1
Jacques Hanau,,,1
Jacques Hereng,Jacques Hereng,,1
Jacques Hersleven,,,1
Jacques Isaac,,,1
Jacques Jacobs,,,4
Jacques Jacquet,,,1
Jacques Jean Dutry,,Jacques Jean Dutry,1
Jacques Joseph Eeckhout,,,1
Jacques Kaufmann,,Jacques Kaufmann,2
Jacques Lamoen,,,2
Jacques Lehmann,,Jacques Lehmann,1
Jacques Maggy,,,1
Jacques Maillebiau,,,1
Jacques Meyer,,Jacques Meyer,1
Jacques Michaux,Jacques Michaux,,1
Jacques Mssly,,,1
Jacques Muller,,Jacques Muller,1
Jacques Oct,Jacques Oct,,1
Jacques Octave,,,2
Jacques Piedbeouf,,,1
Jacques Piedboeuf,,,1
Jacques Pollaer,,,1
Jacques Redelsperger,Jacques Redelsperger,,1
Jacques Saint,,,3
Jacques Sels,,,1
Jacques Soldanelle,Jacques Soldanelle,,1
Jacques Soldat,Jacques Soldat,,1
Jacques Sur,,,1
Jacques Van Cuyck,,,1
Jacques Vanderborght,,,1
Jacques Vandernoot,Jacques Vandernoot,,1
Jacques Vandervaeren,,,1
Jacques Van Diest,,,7
Jacques Van Reysschoot,,Jacques Van Reysschoot,1
Jacques Wappers,Jacques Wappers,,1
Jacquet Commandant,,,1
Jacquet Orta,,,1
Jacquin Nauwelaers,,,1
Jacquy Leopold,,,1
Jago Lefrank,,,1
Jahan Joffre,,,1
Jakob Smits,,Jakob Smits,1
James Ensor,James Ensor,James Ensor,2
James Fitz,,,1
James Joyce,James Joyce,James Joyce,1
James Riddel,James Riddel,James Riddel,2
Jan Adriaensen,,Jan Adriaensen,1
Jan Akkerman,Jan Akkerman,Jan Akkerman,1
Jan Arijs,,,1
Jan Autekie,,,1
Jan Baptist,,,1
Jan Bert,,,2
Jan Bollen,Jan Bollen,,1
Jan Bruylants,Jan Bruylants,,1
Jan Cauberg,,,1
Jan Claes,,,1
Jan Collignon,,,3
Jan Cornelis Avoort,,,1
Jan Crols,Jan Crols,,1
Jan Daelemans,,Jan Daelemans,1
Jan Daniel,,,1
Jan Davidlei,,,1
Jan De Baets,Jan De Baets,,3
Jan De Bie,,Jan De Bie,1
Jan De Cock,,Jan De Cock,1
Jan Decorte,Jan Decorte,Jan Decorte,1
Jan De Kepper,,,1
Jan Delaet,,,2
Jan De Man,,,3
Jane De Magny,Jane De Magny,,1
Jane Eyre,,,9
Jane Graverol,Jane Graverol,Jane Graverol,1
Jane Graverol Marcel Lecomte,,,1
Jane Hauzeur,,,1
Jane Moustic,,,1
Jane Vieu,Jane Vieu,Jane Vieu,1
Jan Hoens,Jan Hoens,,2
Jan Jansen,,Jan Jansen,2
Jan Mahieu,,,1
Jan Man,,,2
Jan Noord,,,1
Jan Retsin,,,1
Jans Borgerhout,,,1
Jans Brahm,,,1
Jans Deleeck,,,1
Jans Matheusstraat,,,1
Jans Mattheusstraat,,,1
Jans Nauwelaers,,,3
Janssens Deburges,,,2
Janssens De Burges,,,1
Janssens Pierre,Janssens Pierre,Janssens Pierre,1
Janssens Ruien,,,1
Janssens Stalins,,,2
Janssens Vente,,,1
Jans Sint,,,1
Jans Van Sint,,,2
Jan Valk,,Jan Valk,1
Jan Van Boeckel,,,1
Jan Van Diest,,Jan Van Diest,1
Jan Van Keulen,,,1
Jan Van Malderen,Jan Van Malderen,,1
Jan Van Wavrin,,,1
Jan Vekemans,Jan Vekemans,,1
Jan Verhelst,Jan Verhelst,,1
Jan Walravens,,Jan Walravens,2
Jan Wauters,,Jan Wauters,1
Jan Welters,,,1
Jan Willem Noord,,,1
Jarry Temps,,,1
Jason Jean,,,1
Jaspar Ath,,,1
Jaspar Desnoulet,,,1
Jaspar Henri,,,1
Javier Ochoa,,Javier Ochoa,1
Jayne Mansfield,Jayne Mansfield,Jayne Mansfield,1
Jazz Singer,,,1
Jean Alexandre Luckhaus,,,1
Jean Anthonie Van Der Ven,,,1
Jean Antonie Van Der Ven,Jean Antonie Van Der Ven,,1
Jean Apel,,,1
Jean Bacot,Jean Bacot,,1
Jean Baptiste,,,15
Jean Baptiste Angelle,,,1
Jean Baptiste Carlier,,,1
Jean Baptiste Clemer,,,1
Jean Baptiste Daveloose,,,1
Jean Baptiste Dechamps,,,1
Jean Baptiste Deschamps,,,1
Jean Baptiste Favier,,,1
Jean Baptiste Heuertz,,,1
Jean Baptiste Heureux,,,1
Jean Baptiste Jacquet,,,1
Jean Baptiste Joseph Wynants,Jean Baptiste Joseph Wynants,,1
Jean Baptiste Libotte,,,2
Jean Baptiste Marchand,,Jean Baptiste Marchand,1
Jean Baptiste Matau,,,2
Jean Baptiste Ost,,,1
Jean Baptiste Pays,Jean Baptiste Pays,,1
Jean Baptiste Pennequin,,,1
Jean Baptiste Pigeon,,,1
Jean Baptiste Polet,,,1
Jean Baptiste Remy,,,3
Jean Baptiste Renders,,,2
Jean Baptiste Roelandts,,,1
Jean Baptiste Van Helmont,,,1
Jean Baptiste Van Windt,,,1
Jean Bar,,,1
Jean Bardou,Jean Bardou,Jean Bardou,1
Jean Belliere,Jean Belliere,,1
Jean Bertheroy,Jean Bertheroy,Jean Bertheroy,1
Jean Blesses,,,1
Jean Boeckel,,,1
Jean Braive,Jean Braive,,1
Jean Brenez,,,2
Jean Capart,Jean Capart,Jean Capart,3
Jean Capelle,Jean Capelle,Jean Capelle,1
Jean Christens,,,1
Jean Colin,,Jean Colin,3
Jean Corneille Avoort,,,1
Jean Crozaz,,,1
Jean De Boschere,,Jean De Boschere,4
Jean De Bosschere,Jean De Bosschere,Jean De Bosschere,5
Jean De Kepper,,,1
Jean De Laet,,,1
Jean Delannay,Jean Delannay,,1
Jean Delville,Jean Delville,Jean Delville,1
Jean Delvoye,Jean Delvoye,Jean Delvoye,1
Jean Demais,Jean Demais,Jean Demais,1
Jean De Mot,,,1
Jean De Waet,,,1
Jean De Wavrin,Jean De Wavrin,Jean De Wavrin,1
Jean Donnay,Jean Donnay,Jean Donnay,1
Jean Elslander,,,1
Jean Eslander,,,1
Jeanette Limpens,,,1
Jean Fievet,,,1
Jean Francois,,Jean Francois,6
Jean Francois Daue,,,1
Jean Francois Joseph Goffint,,,1
Jean Francois Mathieu,,,1
Jean Francois Vandenbosch,,,1
Jean Gabriel Marchand,,Jean Gabriel Marchand,1
Jean Genet,Jean Genet,Jean Genet,1
Jean Gillain,,,1
Jean Guillaume Janssens,Jean Guillaume Janssens,Jean Guillaume Janssens,1
Jean Gustave Schoup,,Jean Gustave Schoup,1
Jean Henri,,Jean Henri,1
Jean Henri Bellefroid,,,1
Jean Henri Wuidart,,,1
Jean Herbet,Jean Herbet,,1
Jean Herman,,Jean Herman,1
Jean Hissette,Jean Hissette,Jean Hissette,1
Jean Houcke,,,1
Jean Hubert Vincent,,,2
Jean Jacques Altmeyer,,,1
Jean Jacques Rousseau,,Jean Jacques Rousseau,1
Jean Jacques Sels,Jean Jacques Sels,,1
Jean Jaures,Jean Jaures,Jean Jaures,2
Jean Joseph Caroly,,,1
Jean Joseph Donnay,,,1
Jean Joseph Gille,,,1
Jean Joseph Gilles,,Jean Joseph Gilles,1
Jean Konings,,Jean Konings,1
Jean Kuypers,,,1
Jean Lambert Closson,,,1
Jean Lambert Dehousse,,,7
Jean Lambert Dehousse Chretien Bruyere,,,1
Jean Lambert Dehousse Edmond Bruyere,,,2
Jean Ledru,,,1
Jean Ledrut,Jean Ledrut,,4
Jean Libotte,,,2
Jean Louis,,Jean Louis,1
Jean Louis Gobbaerts,,Jean Louis Gobbaerts,2
Jean Louis Van Hove,,,1
Jean Luc,,Jean Luc,1
Jean Marcoux,,,1
Jean Marc Renard,,,1
Jean Marie Piret,,,1
Jean Marie Smolders,,,1
Jean Massart,Jean Massart,Jean Massart,1
Jean Meeus,Jean Meeus,Jean Meeus,1
Jean Mousquet,,,1
Jean Napoleon,,,1
Jeanne Adeline Elise Kok,,,1
Jeanne Bodson,,,1
Jeanne Boinem,,,2
Jeanne Capelle,,,2
Jeanne Capellle,,,1
Jeanne Chauvin,Jeanne Chauvin,Jeanne Chauvin,1
Jeanne D,,,2
Jeanne De Bruxelles,,,1
Jeanne Decedee,,,1
Jeanne Delaunoy,Jeanne Delaunoy,,1
Jeanne De Magny,,,1
Jeanne Deraume,,,1
Jeanne Deraume Arthur English,,,1
Jeanne De Vogelas,,,3
Jeanne Dorekens,,,1
Jeanne Eyre,Jeanne Eyre,,2
Jeanne Gerville,,,1
Jeanne Graindor,Jeanne Graindor,,1
Jeanne Josephine,,,1
Jeanne Kok,,,1
Jeanne Libotte,,,1
Jeanne Limpens,,,2
Jeanne Louise Tiphaine,,,1
Jeanne Louise Typhaine,,,1
Jeanne Luig,,,1
Jeanne Marais,Jeanne Marais,Jeanne Marais,1
Jeanne Marie Louise Eugenia Nolens,,,1
Jeanne Mas,Jeanne Mas,Jeanne Mas,1
Jeanne Moreau,,,1
Jeanne Nys,,,1
Jeanne Rademackers,,,1
Jeanne Romain Albert Dassy,,,1
Jeanne Rousseau,Jeanne Rousseau,,1
Jeanne Seraphine Trouiller,,,1
Jeanne Soeur,,,1
Jeanne Souffrieau,,,1
Jeanne Tiphaine,Jeanne Tiphaine,,1
Jeannette Limpens,,,1
Jeannette Zondervan,,,1
Jeanne Typhaine,,,1
Jeanne Van Calck,Jeanne Van Calck,Jeanne Van Calck,1
Jeanne Walschot,,,2
Jeanne Weber,,Jeanne Weber,1
Jeanne Weerts,,,1
Jeannine Cornez,,,1
Jean Orth,,Jean Orth,1
Jeanot Boens,,,3
Jean Otlet,,,2
Jean Paul,,,1
Jean Pauwels,,,1
Jean Philippe Poelaert,,,1
Jean Philippe Rameau,,,1
Jean Pierre,,,1
Jean Pierre And,,,1
Jean Pierre Gaban,,,3
Jean Pierre Meyers,Jean Pierre Meyers,Jean Pierre Meyers,6
Jean Pierre Nuyts,,,1
Jean Pierre Raxhon,,,1
Jean Pierre Timmermans,Jean Pierre Timmermans,,1
Jean Pisart,,,1
Jean Prouve,Jean Prouve,Jean Prouve,1
Jean Ravaiau,,,1
Jean Raxhon,,,1
Jean Renard,,Jean Renard,1
Jean Retsin,,,2
Jean Reyntiens,Jean Reyntiens,,1
Jean Richepin,Jean Richepin,Jean Richepin,8
Jean Robert Delvaux,,,1
Jean Robin,,Jean Robin,1
Jean Rosmer,Jean Rosmer,Jean Rosmer,1
Jean Saint,,,10
Jean Schaaf,,Jean Schaaf,8
Jean Seul,,,1
Jean Stuyck,,,3
Jean Suzanne,,,2
Jean Suzon,Jean Suzon,,2
Jean Suzon Peniche,,,1
Jean Theodore De Baviere,,,1
Jean Toussaint Fonsny,,,1
Jean Tousseul,Jean Tousseul,Jean Tousseul,2
Jean Tybosch,,,1
Jean Valk,,,2
Jean Van Boeckel,Jean Van Boeckel,,1
Jean Van Bost,,,1
Jean Vandendries,Jean Vandendries,,2
Jean Van Hove,,,1
Jean Van Impe,Jean Van Impe,Jean Van Impe,1
Jean Van Renynghe,,,1
Jean Van Rijswijck,Jean Van Rijswijck,,1
Jean Verheyden,,,6
Jean Volders,Jean Volders,Jean Volders,4
Jean Warnant,,,1
Jean Welle,,,1
Jean Wissaert,,,1
Jean Wuidart,,,1
Jean Wurden,Jean Wurden,,3
Jef Bende,,,1
Jef De Somer,,,1
Jefke Robyn,,,1
Jef Lambeaux,Jef Lambeaux,Jef Lambeaux,17
Jef Lambeauxtrocadero,,,1
Jef Robyn,,,1
Jef Ruysschaert,,,2
Jef Tailliez,,,1
Jelle Jespers,Jelle Jespers,,1
Jenkins College,,,1
Jenny De La Mar,,,2
Jenny Falize,Jenny Falize,,1
Jenny Low,,Jenny Low,1
Jenny Mar,,,1
Jenny Thenard,Jenny Thenard,,1
Jenny Walle,,,1
Jensen Congo,,,6
Jerome Bert,,,1
Jerome Cock,,Jerome Cock,1
Jerome Parmentier,Jerome Parmentier,,1
Jerome Vanthuyne,,,1
Jeroom Callewaert,,,2
Jeroom Cornille,,,1
Jerry Darnelle,,Jerry Darnelle,1
Jersey New,,,1
Jesse Tennyson,,,1
Jess Maria Yepes,,,1
Jess Pedersen,,Jess Pedersen,1
Jess Petersen,,,2
Jesus Christ,,,1
Jesus Cyck,,,1
Jesus De Prague,Jesus De Prague,,1
Jesus Eick,,,1
Jesus Eik,,,1
Jesus Evck,,,2
Jesus Evok,,,1
Jesus Eyck,,,9
Jesus Eyok,,,3
Jetje Bremer,,,1
Jezus Eik,,,1
Jezus Eyck,,,3
Joachim Panesi,,,1
Joachim Tricot,Joachim Tricot,,1
Joachim Verpoort,,,1
Joachim Zinner,Joachim Zinner,Joachim Zinner,1
Joanna Maria Boxtael,,,1
Joanna Mortelmans,,,1
Joanna Willems,,,1
Joanna Winnepenninckx,,,1
Joannes Antonius Hoppenbrouwers,,,1
Joannes Daver,,,1
Joannes Henricus Simon,,,2
Joannes Henricus Simons,,,1
Joannes Imberechts,,,7
Joannes Ludovicus De Kepper,,,1
Joannes Van Boeckel,Joannes Van Boeckel,,1
Joanny Michel,Joanny Michel,,1
Joaquim Freire,,,1
Joaquim Leocadio,Joaquim Leocadio,,2
Joel Decamps,,,2
Joel Fievet,Joel Fievet,,1
Joeph Straus,,,1
Joeri Cornille,,,1
Johan Bolle,Johan Bolle,Johan Bolle,1
Johan De Witte,,,1
Johan Heesch,,,1
Johan Krene,,,1
Johan Lysman,,,1
Johanna Wisse,,,1
Johannes Baptist Josephus Verbunt,,,1
Johannes Bartholomeus Gijsbrecht,,,1
Johannes Cornelis Van Hoof,,,1
Johannes Haak,,,1
Johannes Spiel,,,1
Johannes Van Der Ven,,,1
Johannes Van Ingen,,,1
Johannes Van Keulen,,Johannes Van Keulen,1
Johannes Zijlmans,,,1
Johannes Ziylmans,,,1
Johannes Zylmans,,,1
Johan Van Heesch,Johan Van Heesch,,1
John And,,,1
John Box,,John Box,3
John Boyd Dunlop,,John Boyd Dunlop,1
John Calvert,John Calvert,John Calvert,1
John D,,,1
John David,,John David,3
John Deere,John Deere,John Deere,1
John Dunlop,,John Dunlop,1
John Jago,John Jago,John Jago,4
John Jenkins,John Jenkins,John Jenkins,1
John Lamoen,,,1
John Larry,,,1
Johnny Grey,Johnny Grey,Johnny Grey,2
John Richards,,John Richards,1
John Schellekens,,,1
Johnson Figaro,,,1
Johnson Lambert Figaro,,,1
John Sophie,,,1
John Steinbeck,John Steinbeck,John Steinbeck,1
John Trimmer,,,1
John Tulpinck,,,1
John Van Den Bosch,John Van Den Bosch,,1
John Van Eyck,John Van Eyck,John Van Eyck,1
John Waterloo Wilson,,,1
John Wilson,,John Wilson,2
John Wilson Cercle,,,1
John Wilson Collection,,,1
Joke Devynck,Joke Devynck,Joke Devynck,1
Jolie Conqute,,,2
Jolly Schaerbeeck,,,1
Jolly Spreuels,,,1
Jolly Spreutels,,,2
Joly Altena,,,1
Joly Blanche,Joly Blanche,,1
Joly Clodomir,,,3
Joly Croon,,,2
Joly Croonemile,,,1
Joly Hoeylaert,,,1
Joly Leopold,,,1
Joly Pierre,,Joly Pierre,1
Joly Schaerbeeck,,,1
Joly Spreutels,,,2
Joly Walle,,,1
Jomar Ruwier,,,1
Jonas Ketels,,,1
Jones Burne,,,5
Jong Commissaris,Jong Commissaris,,1
Jonge Dief,,,1
Jonge Gezinnen,,,1
Jonge Lieden,,,1
Jooris Collecte,,,1
Joos Accordeons,,,1
Joos Beerst De Ter Eugene,,,1
Joos Beerst Tribunal Eugene,,,1
Joos Eugene,,,1
Joos Maes,,,1
Joost Sint,,,1
Joost Ten,,,5
Joost Van Sint,,,2
Jorge Eliecer Gaitn,,,1
Jorge Luis Borges,Jorge Luis Borges,Jorge Luis Borges,1
Joris Collecte,,,2
Joris Edwaed,,,1
Joris Ophaling,,,1
Joris Sint,,,2
Jos Albert,,Jos Albert,2
Jos Apers,,,1
Josaphat Cine,,,2
Jos Boelen,,,1
Jos Damien,Jos Damien,Jos Damien,2
Jose Beyaert,Jose Beyaert,Jose Beyaert,1
Jose Bruyr,Jose Bruyr,Jose Bruyr,1
Josef Heymann,,,1
Josef Sulzer,Josef Sulzer,Josef Sulzer,1
Josef Taronischvily,,,1
Josef Wiener,,,1
Josef Wieniawski,Josef Wieniawski,,1
Jose Orta,,,4
Joseph Abras,,,1
Joseph Achten,Joseph Achten,Joseph Achten,1
Joseph Allard,,Joseph Allard,2
Joseph Andre,,Joseph Andre,1
Joseph Bardou,,,1
Joseph Bascourt,,Joseph Bascourt,1
Joseph Benoit Willams,,,1
Joseph Benoit Willems,,,1
Joseph Bequet,,,3
Joseph Bert,,,2
Joseph Bivort,Joseph Bivort,,1
Joseph Borremans,Joseph Borremans,Joseph Borremans,1
Joseph Bracquegnies,,,1
Joseph Bugny,,,1
Joseph Capelle,,,1
Joseph Cerfontaine,,,1
Joseph Chabau,,,1
Joseph Chabeau,,,2
Joseph Charlier,,Joseph Charlier,5
Joseph Christiaens,,Joseph Christiaens,1
Joseph Ciselet,,,1
Joseph Civilesaint,,,2
Joseph Claes,,,2
Joseph Cohen,,Joseph Cohen,1
Joseph Complementaire,,,1
Joseph Coomans,Joseph Coomans,Joseph Coomans,2
Joseph Coosemans,Joseph Coosemans,Joseph Coosemans,2
Joseph Cornelissen,Joseph Cornelissen,,3
Joseph Cornelius Correns,,,1
Joseph Correns,,,2
Joseph Cour,,,1
Joseph Cox,,Joseph Cox,1
Joseph Dechamps,Joseph Dechamps,,3
Joseph De Corte,,,1
Joseph De Dijn,,,1
Joseph Deferm,,,1
Joseph De Jaegher,Joseph De Jaegher,,2
Joseph De Lange,,Joseph De Lange,1
Joseph Delfosse,,,1
Joseph Delporte,,,1
Joseph Demaret,,,2
Joseph De Meeus,Joseph De Meeus,,1
Joseph Demolder,,,1
Joseph Demotte,,,1
Joseph De Pachtere,,,1
Joseph De Poortere,Joseph De Poortere,,1
Joseph Deschamps,,Joseph Deschamps,2
Joseph Desire Hannon,,,1
Joseph Devos,,,1
Joseph Dieux,Joseph Dieux,,1
Joseph Dofny,,,2
Joseph Dujardin,,Joseph Dujardin,1
Joseph Dumont,,Joseph Dumont,5
Joseph Dupont,,Joseph Dupont,2
Joseph Eglise,,,1
Joseph Emile De Ridder,,,2
Joseph Emile Lequime,,,1
Joseph Emonts,Joseph Emonts,,8
Joseph Falise,Joseph Falise,,1
Joseph Fisch,Joseph Fisch,,2
Joseph Fourneaux,,,1
Joseph Franck,,Joseph Franck,1
Joseph Gans,,,2
Joseph Gaucet,,,1
Joseph Gauthier,,Joseph Gauthier,2
Joseph Gillion,Joseph Gillion,,1
Joseph Goedertier,Joseph Goedertier,,1
Joseph Gonze,,,1
Joseph Greco Dumont Romaine,,,1
Joseph Haegeman,,,1
Joseph Hamoir,,,1
Joseph Hansen,,Joseph Hansen,1
Joseph Hardy,,Joseph Hardy,1
Joseph Horgnies,Joseph Horgnies,,1
Joseph Hoyois,,Joseph Hoyois,3
Joseph Hubert,,Joseph Hubert,2
Josephina Maes,,,1
Josephine Artois,,,1
Josephine Baker,Josephine Baker,Josephine Baker,2
Josephine Bert,Josephine Bert,,1
Josephine Bouly,,,1
Josephine Delafeuille,,,1
Josephine Evrard,Josephine Evrard,,1
Josephine Hendrickx,,,2
Josephine Hohenzollern,,,4
Josephine Libotte,,,2
Josephine Marthe Pierre,,,1
Josephine Pierre,,,1
Josephine Princesse,,,4
Josephine Tonet,,,3
Joseph Jacob,,Joseph Jacob,2
Joseph Jacobs,,Joseph Jacobs,1
Joseph Jacquemin,,,1
Joseph Jongen,Joseph Jongen,Joseph Jongen,5
Joseph Jules Albert,,,1
Joseph Kerk,Joseph Kerk,,2
Joseph Kockx,,,1
Joseph Luton,Joseph Luton,,1
Joseph Maes,Joseph Maes,,1
Joseph Maheu,Joseph Maheu,,1
Joseph Marie,,Joseph Marie,1
Joseph Marville,Joseph Marville,,1
Joseph Masson,,Joseph Masson,2
Joseph Mesdagh,,,1
Joseph Michaux,,Joseph Michaux,1
Joseph Michux,,,1
