Column 1,viaf,wikidata,Column 2
Peeters Sichem,,,1
Peeters Vlieger,,,1
Peeters Westerhoff,,,1
Peeters Weverij,,,2
Peeters Wichelen,,,2
Peggy Guggenheim,Peggy Guggenheim,Peggy Guggenheim,1
Pelagie Sainte,,,1
Pelagie Soeur,,,1
Pelle General,Pelle General,Pelle General,1
Pepa Vargas,Pepa Vargas,,3
Percy Grube,,,2
Perla Negra,,,1
Perla Noire,,,1
Perle Caulier,,,1
Perle Noire,,,1
Peter Baumgart,Peter Baumgart,Peter Baumgart,1
Peter Benot,,,1
Peter Jozef Verbist,,,1
Peter Karageorgevic,,Peter Karageorgevic,1
Peter Panter,Peter Panter,Peter Panter,1
Peters Harry,,,1
Peters Leeuw,,,2
Peter Tosh,Peter Tosh,Peter Tosh,2
Peter Van Eenaeme,,,1
Petra Camara,Petra Camara,,5
Petre Ruelens,,,1
Petre Victor,,,1
Petronella Backx,,,1
Petronella Bark,,,2
Petronella Bastiana Vann Dijk,,,1
Petronella Portland,,,2
Petronella Schip,,,1
Petronella Weymouth,,,1
Petronilla Hornbostel,,,1
Petronille Bark,,,1
Petronille Hornbostel,,,1
Petronille Navire,,,1
Petronille Weymouth,,,1
Petronnella Weymouth,,,1
Petrus Bert,,,1
Petrus Borel,Petrus Borel,Petrus Borel,2
Petrus Breugelmans,Petrus Breugelmans,,1
Petrus Dauw Appelterre,,,1
Petrus De Clercq,,,2
Petrus De Meulenaere,,,1
Petrus Depriester,,,1
Petrus De Priester,,,1
Petrus Faes,,,1
Petrus Joannes Daniels,,,2
Petrus Johannes,,,2
Petrus Martens,,,1
Petrus Mertens,Petrus Mertens,Petrus Mertens,1
Petrus Meuleman,Petrus Meuleman,,1
Petrus Meulenaere,,,1
Petrus Termijn,,,1
Petrus Van Eenaeme,,,1
Phedre Despres,,,1
Philadelphia Dans,,,1
Philadelphia Danser,,,1
Phile Delbecq,,,1
Philibert Paris,,,1
Philip Levie,,,1
Philippe Abraham,,,2
Philippe Berghe,,,4
Philippe Broustin,,,1
Philippe Charles Schmerling,,,1
Philippe Cul,,,1
Philippe De Belgique,,Philippe De Belgique,1
Philippe De Flandre,,Philippe De Flandre,1
Philippe De Lalaing,,,1
Philippe Dupas,Philippe Dupas,,1
Philippe Foks,,,2
Philippe Grenier,Philippe Grenier,Philippe Grenier,1
Philippe Heuman,,,1
Philippe Huisman,Philippe Huisman,,1
Philippe Lantoine,Philippe Lantoine,,2
Philippe Lemeur,,,1
Philippe Levie,,,1
Philippe Levy,,,1
Philippe Lieder,,,1
Philippe Mattez,,,1
Philippe Mousset,Philippe Mousset,Philippe Mousset,6
Philippe Nericault,,,1
Philippe Raskin,,,2
Philippe Rigaux,Philippe Rigaux,,1
Philippe Thijs,Philippe Thijs,Philippe Thijs,1
Philippe Thys,,,1
Philippe Van Den Berghe,,,2
Philippe Wellin,,,1
Philippe Wolfers,Philippe Wolfers,Philippe Wolfers,1
Philippina Coryell,,,1
Philippine Artois,,,5
Philippine Coryell,,,1
Philippine Marie Artois,,,1
Philips Oppenheim,Philips Oppenheim,,1
Philomena Pals,,,2
Philomene Bert,,,3
Philomene Blaise,,,1
Philomene Delezenne,,,1
Philomene Libotte,,,1
Philomene Pals,,,1
Philomene Poels,,,2
Philomene Soeur,,,1
Piat Saint,,,1
Picard Giraud,,,1
Picard Hayem,,,1
Picard Ingenieur,,,1
Pierre Albert,,,3
Pierre Albert Tavernier,,,1
Pierre Alderson,,,1
Pierre Baets,,,1
Pierre Bail,,,1
Pierre Bals,Pierre Bals,,1
Pierre Baudoux,Pierre Baudoux,,1
Pierre Benoit,,,1
Pierre Benot,,,3
Pierre Bert,,,1
Pierre Biddaer,Pierre Biddaer,,1
Pierre Bonaparte,,Pierre Bonaparte,1
Pierre Boni,,Pierre Boni,2
Pierre Boni Cour,,,1
Pierre Boni President,,,2
Pierre Brachet,Pierre Brachet,,4
Pierre Breugelmans,,,1
Pierre Bruegel,,Pierre Bruegel,2
Pierre Brunehaut,,,4
Pierre Bruyninckx,,,3
Pierre Candaele,,,1
Pierre Censier,,,1
Pierre Charles,,Pierre Charles,1
Pierre Charles Simonart,,,1
Pierre Chavee,,,1
Pierre Claude,,,6
Pierre Clausen,Pierre Clausen,,1
Pierre Coureur,,,1
Pierre D,,,1
Pierre Dalimier,Pierre Dalimier,,2
Pierre Damm,,,1
Pierre Daye,Pierre Daye,Pierre Daye,1
Pierre De Baets,,Pierre De Baets,1
Pierre Debrouwer,,,1
Pierre Decoster,Pierre Decoster,Pierre Decoster,1
Pierre De Decker,,Pierre De Decker,1
Pierre Deflandre,Pierre Deflandre,Pierre Deflandre,1
Pierre De Gamond,,,1
Pierre De Lano,Pierre De Lano,,1
Pierre Delmotte,Pierre Delmotte,,1
Pierre Delporte,,,1
Pierre De Lune,,,2
Pierre De Priester,,,1
Pierre De Ram,,Pierre De Ram,1
Pierre Derniere,,,1
Pierre De Roubaix,Pierre De Roubaix,Pierre De Roubaix,1
Pierre De Saint,,,3
Pierre De Witte,,,1
Pierre De Wolf,,,1
Pierre Edouard,,,1
Pierre Ermans,Pierre Ermans,,1
Pierre Faes,,,1
Pierre Fievet,,,1
Pierre Gamond,,,2
Pierre Geeraerts,Pierre Geeraerts,,2
Pierre Gilliard,Pierre Gilliard,Pierre Gilliard,1
Pierre Gillion,,,1
Pierre Godenir,,,1
Pierre Guillaume Seron,,Pierre Guillaume Seron,1
Pierre Guillemin,,Pierre Guillemin,3
Pierre Haegeman,,,1
Pierre Haine,,,1
Pierre Heinderson,,,1
Pierre Ignace Radelet,,,1
Pierre Janssens,,,1
Pierre Joly,,,2
Pierre Joly Algerie,,,1
Pierre Josehine,,,1
Pierre Joseph,,Pierre Joseph,1
Pierre Joseph Augustin Vercauteren,,,1
Pierre Joseph Bals,,,1
Pierre Joseph De Decker,,Pierre Joseph De Decker,1
Pierre Joseph Nuyts,,,1
Pierre Joseph Renders,,,1
Pierre Joseph Tiberghien,,,1
Pierre Joseph Verbist,,,1
Pierre Jowat,,,1
Pierre Keerberghen,Pierre Keerberghen,,1
Pierre Krijn,,,1
Pierre Kryn,,,1
Pierre Lahousse,,,1
Pierre Larmoyeux,,,1
Pierre Lauty,,,1
Pierre Lecat,Pierre Lecat,,1
Pierre Leeuw,,,2
Pierre Lengle,,,1
Pierre Lesenne,,,1
Pierre Luppens,,,1
Pierre Marthe,,,5
Pierre Martheclaude,,,1
Pierre Masnuy,,,1
Pierre Mayence,Pierre Mayence,,1
Pierre Oijens,,,1
Pierre Paymond,,,1
Pierre Premiere,,,2
Pierre Raxhon,,,1
Pierre Raymond,,Pierre Raymond,8
Pierre Renders,,,2
Pierre Roland,,Pierre Roland,1
Pierre Rollier,Pierre Rollier,,1
Pierre Rymond,,,1
Pierre Saint,,,17
Pierre Schaeffer,Pierre Schaeffer,Pierre Schaeffer,1
Pierre Schul,,,2
Pierre Serge,,,1
Pierre Simili,Pierre Simili,,1
Pierre Souppeau,,,2
Pierre Sweerts,,Pierre Sweerts,1
Pierre Thielemans,Pierre Thielemans,Pierre Thielemans,2
Pierre Thielmans,,,1
Pierre Vandenschrieck,,,2
Pierre Vanden Schrieck,,,3
Pierre Vanderghote,,,1
Pierre Vandevelde,Pierre Vandevelde,,1
Pierre Van De Velde,,,1
Pierre Vankeerberghen,,,1
Pierre Van Reysschoot,,,1
Pierre Van Schoubroeck,,,1
Pierre Victor Guillemin,Pierre Victor Guillemin,,6
Pierre Victor Jean Norbert Van Schoubroeck,,,1
Pierre Wigny,Pierre Wigny,Pierre Wigny,2
Pierre Willems,,Pierre Willems,1
Pierre Yvonnes,,,1
Piers De Raveschoot,Piers De Raveschoot,,1
Pier Van Damme,,,1
Pieter Baets,,,1
Pieter Bruegel,,Pieter Bruegel,1
Pieter Cornelis,,Pieter Cornelis,1
Pieter De Baets,,,1
Pieter De Coninckstraat,,,1
Pieter De Priester,,,1
Pieter Jozef Truyts,,,1
Pieter Jozef Verbist,,,1
Pieter Lagae,,,1
Pieter Mertens,,Pieter Mertens,1
Pieter Michiels,,,1
Pieternella Keukelaar,,,1
Pieter Oyens,Pieter Oyens,Pieter Oyens,2
Pieter Simons,,Pieter Simons,1
Pieter Simons Meubelmaker,,,1
Pieters Leeuw,Pieters Leeuw,,33
Pieters Robert,Pieters Robert,,1
Pieters Soldaten,,,1
Pieters Van Sint,,,1
Pieter Willems,,Pieter Willems,1
Piet Leeuw,Piet Leeuw,,3
Piet Meuwissen,,Piet Meuwissen,1
Piet Mondrian,Piet Mondrian,Piet Mondrian,1
Pietro Le Belge,,,1
Pietro Speranza,,,1
Piet Van Aken,Piet Van Aken,Piet Van Aken,2
Piet Van Den Akker,Piet Van Den Akker,,1
Piet Volckaert,Piet Volckaert,Piet Volckaert,2
Piet Zwarte,Piet Zwarte,,1
Pille Keyem,,,1
Pina Ostende,,,1
Ping Pong,,Ping Pong,2
Platon Taeye,,,1
Pol Babusiaux,,,1
Pol De Mont,Pol De Mont,Pol De Mont,1
Pole Besancon,,,1
Pole Nord,,,5
Pole Sud,Pole Sud,,1
Policarpe Plumat,,,1
Polidoor Van Den Broecke,,,1
Pol Roux,,,2
Pol Saint,,,3
Pol Verstraeten,,,2
Pol Verstraete Sport,,,1
Polycarpe Plumat,,,3
Polydoor Van Den Broecke,,,1
Polydore Chez,,,1
Polydore Francotte,Polydore Francotte,,2
Polydore Lippens,,,1
Polydore Thery,,,2
Polydor Victor Peeters,,,1
Pontus Fabrique,,,1
Poppe Peelman,,,1
Poppe Rose,,,1
Poppe Verschelden,,,1
Posthumus Prof,,,1
Prime Fosset,,,1
Prime Macon,,,1
Privat Anvers,,,3
Privat Livemont,Privat Livemont,Privat Livemont,4
Prosper Bolly,,,1
Prosper Cornille,,,1
Prosper Desmet,Prosper Desmet,,2
Prosper Douvet,,,1
Prosper Louis Michelot,,,1
Prosper Matthijs,,Prosper Matthijs,1
Prosper Michelot,,,1
Prosper Noyer,Prosper Noyer,,2
Prosper Raes,,,1
Prosper Renoz,,,2
Prosper Verheyden,Prosper Verheyden,,1
Providence Hotel,,,1
Prudence Depaepe,,,2
Prudent Bols,,,1
Prudent Boutry,,,2
Prudent Trachet,,,1
Puck Belge,,,1
Puck Chaudoir,Puck Chaudoir,,2
Pulcherie Bateur,,,1
Pulcherie Batteur,,,1
Queen Cine,,,1
Queen Cinema,,,2
Queen Victoria,,Queen Victoria,1
Quentin Saint,,,4
Quin Alouett,,,1
Rachel Bert,Rachel Bert,,1
Rachel Carton,,,1
Rachel Dantzig,,,1
Rachel Esquenazi,,,1
Rachel Marguerite,,,1
Rachel Olieu,,,1
Rachel Rubinstein,Rachel Rubinstein,,1
Rachel Salti,,,1
Rachel Van Dantzig,,Rachel Van Dantzig,2
Rachel Vanderputten,,,1
Rachilde Monsieur,,,2
Rachilde Prostiturion,,,1
Raden Saleh,Raden Saleh,Raden Saleh,1
Rafael Merry,,,1
Rafael Valls,,Rafael Valls,4
Raf Verhulst,,Raf Verhulst,2
Raf Verjans,Raf Verjans,Raf Verjans,2
Raid Militaire,,,1
Raja Casablanca,,,1
Ralph Norton,,,1
Raman Roger,Raman Roger,,1
Raman Waeterloos,,,1
Ramon Reyntiens,,,1
Raoul Charles,,,1
Raoul De Nolva,,,4
Raoul Lahy,,,2
Raoul Le Boucher,,Raoul Le Boucher,5
Raoul Maltravers,Raoul Maltravers,Raoul Maltravers,1
Raoul Ubac,Raoul Ubac,Raoul Ubac,3
Raoul Warocque,Raoul Warocque,Raoul Warocque,3
Rapahel De Saint,,,1
Raphael De Saint,,,1
Raphael Lamartine,,,1
Raphael Landoy,,,1
Raphael Renquin,,,3
Raphael Van Rentergem,,,1
Raphael Verhulst,Raphael Verhulst,,4
Raphael Verwilghen,Raphael Verwilghen,Raphael Verwilghen,1
Rares Metaux,,,1
Ravel Maurice,,,1
Raya Birguer,Raya Birguer,,1
Ray Bradbury,Ray Bradbury,Ray Bradbury,1
Ray Casino,,,1
Raymond Blyckaerts,,Raymond Blyckaerts,2
Raymond Braine,,Raymond Braine,1
Raymond Dongrie,,,1
Raymond Dupriez,Raymond Dupriez,,1
Raymond Geersens,,,2
Raymond Hanse,,,1
Raymond Maissin,,,1
Raymond Moenaert,,,1
Raymond Pierre,,,8
Raymond Stechele,,,1
Raymond Storms,,,1
Raymond Termote,,,1
Raymond Van Den Abeele,,,1
Raymond Van Thournout,,,1
Raymond Wiser,,,1
Raynaud Perwez,,,1
Raze Sommer,,,1
Real Madrid,,Real Madrid,3
Rebecca Decamps,,,2
Rebecca Salti,,,2
Reeth Boomvan,,,1
Reeth Puursvan,,,1
Reeth Van,,,1
Regina Janssens,,,1
Regina Thues,,,1
Regine Poldowski,Regine Poldowski,,1
Regine Thues,,,1
Regine Viane,,,1
Regnier Beton,,,1
Regnier Herrent,,,3
Regnier Piedboeuf,,,2
Regnier Poncelet,,,1
Reimond Termote,,,1
Reinaldo Ferreira,,Reinaldo Ferreira,3
Reinaldo Ferrera,,,1
Rein De Mort,,,1
Reinhard Boeren,,,2
Reinhard Engeland,,,1
Reinhard Josson,,,1
Reinhard Reponse,,,1
Reinier Claeszen,Reinier Claeszen,Reinier Claeszen,1
Remacle Boland,,,1
Remacle Collette,,,1
Remacle Goffart,,,1
Remi Boeyen,,,1
Remi Claeys,,,1
Remi Dampremysaint,,,2
Remi De Cooman,,,1
Remi Pauwels,,,2
Remi Rasquin,,,1
Remi Smits,Remi Smits,Remi Smits,1
Remi Thijs,,,1
Remi Van Den Akker,,,1
Remo Magny,,,1
Remy Ballot,Remy Ballot,Remy Ballot,3
Remy Boeyen,,,2
Remy Bomal,,,4
Remy Dampremysaint,,,3
Remy Forchies,,,2
Remy Jean Baptiste,,,2
Remy Lovenedouard,,,1
Remy Marie Henriette,,,1
Remy Saint,,,1
Remy Smits,,,1
Renard Bossut,,,1
Renard Bouvrie,,,1
Renard Commissaire,Renard Commissaire,,2
Renard Congo,,,1
Renard De Nivelles,,,1
Renard Freres,,,1
Renard Jean,,,1
Renard Jean Marc,,,1
Renard Lorimer,,,1
Renard Mathot,,,1
Renard Nivelles,,,1
Renard Notaire,,,1
Renard Rio,,,1
Renard Saint Nicolas Grand,,,1
Renard Section,,,1
Renard Zagourski,,,1
Renate Peter,,,1
Renaud Delplanche,,,2
Rene Arno,,,1
Rene Baedeckers,,,1
Rene Baert,Rene Baert,,1
Rene Bocken,,,1
Rene Clarot,Rene Clarot,Rene Clarot,4
Rene Clement,Rene Clement,Rene Clement,1
Rene Coppens,Rene Coppens,Rene Coppens,1
Rene Cozic,,,1
Rene Dalvray,,,1
Rene De Laet,,,1
Rene De Lobel,,,1
Rene Delplace,,,1
Rene De Rey,,,5
Rene Detollenaere,,,1
Renee Dunan,Renee Dunan,Renee Dunan,2
Renee Jacob,Renee Jacob,Renee Jacob,2
Renee Pierre Gosset,,,1
Renee Verstraete,,,1
Rene Gange,Rene Gange,,1
Rene Georges Marcel Bordet,,,1
Rene Himme,,,1
Rene Himmer,,,1
Rene Jans,,,1
Rene Lachat,,,2
Rene Levy,,Rene Levy,1
Rene Magritte,Rene Magritte,Rene Magritte,1
Rene Mazy,,,2
Rene Ovyn,,,1
Rene Perrout,Rene Perrout,Rene Perrout,1
Rene Reding,Rene Reding,,1
Rene Renoy,,,3
Rene Sabb,,,1
Rene Teysen,,,2
Rene Timmermans,Rene Timmermans,,1
Renette De Villers,,,2
Rene Van Bastelaer,Rene Van Bastelaer,Rene Van Bastelaer,1
Rene Vandendries,Rene Vandendries,,2
Rene Verbeeck,Rene Verbeeck,,1
Renier Chalon,,Renier Chalon,1
Renier Thomas,,,1
Renier Verhulst,,,1
Renilde Devenyns,,,1
Renommee Pirsoul,,,1
Rentier Poelaert,,,1
Rentier Veil,,,1
Reynaldo Ferreira,,,2
Reynaldo Ferrera,,,1
Reynolds Ajax,,,1
Rhoda Broughton,Rhoda Broughton,Rhoda Broughton,6
Rhode Chasse,,,1
Rhode Rossum,,,1
Rhode Saint,,,2
Rhodes Chamberlain,,,1
Rhodes Wilhelm,Rhodes Wilhelm,,1
Rica Costa,,,1
Ricardo Capitaine,Ricardo Capitaine,,2
Richard Acke,,Richard Acke,1
Richard Beard,Richard Beard,Richard Beard,1
Richard Bonte,,,1
Richard Bruce,,Richard Bruce,4
Richard Cantine,,,1
Richard David,,,3
Richard Defoort,,,1
Richard Defreyne,,,3
Richard Dehmel,Richard Dehmel,Richard Dehmel,1
Richard Deloof,,,3
Richard Franschman,,,1
Richard Gielen,,,1
Richard Handley,Richard Handley,Richard Handley,1
Richard Heffinck,,,1
Richard Neybergh,,,1
Richard Sabca,,,1
Richard Schutz,,Richard Schutz,1
Richard Somers,,Richard Somers,1
Richard Turlington,,,1
Richardus Deloof,,,1
Richard Van Broeck,,,1
Richard Verstegen,,Richard Verstegen,1
Richard Vivette,,,1
Richard Vivettte,,,1
Richard Warnier,,,1
Richard Zoulon,,,1
Ridge Messines,,,1
Riet Veld,,,2
Rik De Man,,,1
Rik Schaepherders,,,1
Rik Van De Zeekust,,,1
Rik Van Looy,Rik Van Looy,Rik Van Looy,3
Rik Van Steenbergen,Rik Van Steenbergen,Rik Van Steenbergen,1
Rik Wouters,Rik Wouters,Rik Wouters,7
Rimbaud Chambre,,,1
Rimbaud Charleroimaison,,,1
Rimbaud Journal,,,1
Rimbaud Losseau,,,1
Rimbaud Poete,,,2
Rimbaud Verlaine,,,1
Rimbaud Vert,,,1
Rimbaud Verte,,,1
Rite Israelite,,,1
Riva Somma,,,1
Roald Dahl,Roald Dahl,Roald Dahl,1
Robert Alphonse Peeters,,,1
Robert Berger,,Robert Berger,1
Robert Bores,,,2
Robert Buyck,,,1
Robert Carpels,,,1
Robert Courtois,Robert Courtois,,2
Robert Crab,,,2
Robert De Decker,,,1
Robert De Kers,Robert De Kers,Robert De Kers,2
Robert Delbeke,,,2
Robert De Rote,,,1
Robert De Wavrin,Robert De Wavrin,,1
Robert De Winter,,,1
Robert Dumont,,Robert Dumont,2
Roberte Dupire,,,1
Robert Esquenazi,,,1
Robert Et Bertrand Ravenstein,,,1
Robert Finfe,,,1
Robert Gambart,,,1
Robert Haeger,,,1
Robert Hamaide,,,1
Robert Houdin,Robert Houdin,Robert Houdin,2
Robert Hugh Benson,,Robert Hugh Benson,2
Robert Joly,,Robert Joly,1
Robert Kaisergruber,,,1
Robert Leon De Winter,,,1
Robert Maes,,Robert Maes,3
Robert Maillard,Robert Maillard,,2
Robert Oppenheim,Robert Oppenheim,Robert Oppenheim,2
Robert Osterrieth,Robert Osterrieth,,1
Robert Peel,Robert Peel,Robert Peel,1
Robert Pieters,,,2
Robert Protin,,Robert Protin,1
Robert Reyntiens,,,1
Robert Sanglier,,,2
Robert Schimp,,,1
Robert Schuman,,Robert Schuman,1
Robert Scott,,Robert Scott,1
Robert Van De Velde,,Robert Van De Velde,1
Robert Van Strydonck,,,1
Robert Van Zeebroeck,Robert Van Zeebroeck,Robert Van Zeebroeck,1
Robert Velde,,,1
Robert Vermeire,Robert Vermeire,Robert Vermeire,5
Robert Vleugels,,,1
Robin Soiree,,,2
Robinson Duparc,,,1
Robin Variete,,,2
Robin Varietes,,,1
Roch Saint,,,2
Rodolphe De Lexhy,,Rodolphe De Lexhy,1
Rodolphe Guelton,,,1
Rodolphe Lexhy,,,1
Rodolphe Lutter,,,1
Rodolphe Tppfer,,,1
Rodrigo Ballet,,,1
Roeland Jozef,,,1
Roelandt Alost,,,2
Roelandt Biloque,,,1
Roelandt Boma,,,3
Roelandt Congo,,,3
Roelandt De Alost,,,1
Roelandt Manege,,,2
Roelandt Mort,,,3
Roelandt Rijbaan,,,1
Roger Antoing,,,2
Roger Boulanger,Roger Boulanger,,1
Roger Casement,Roger Casement,Roger Casement,1
Roger Castiau,,,1
Roger De Grimberghe,,,2
Roger De Grimberhe,,,1
Roger Dekeyzer,,Roger Dekeyzer,2
Roger Dombre,Roger Dombre,,9
Roger Kaisergruber,,,1
Roger Milice,,,1
Roger Rommiee,,Roger Rommiee,3
Roger Romniee,,,1
Roger Soenen,,,1
Roger Sommer,,Roger Sommer,1
Roger Van Schorisse,,,1
Rogez Antoing,,,4
Rogez Pollet,,,1
Rogier Begrafenis,,,1
Rogier Callier,,,7
Rogier Coecke,,,1
Rogier Funerailles,,,2
Rogier Germaansch,,,4
Rogier Lagye,,,1
Rogier Place,,,1
Rogier Raikem,,,4
Rogier Rue,,,1
Rogier Stationrue,,,1
Roland Bonaparte,Roland Bonaparte,Roland Bonaparte,3
Roland Congo,,,2
Rolande Grammont,,,1
Rolande Gramont,,,1
Roland Gerstmans,,,1
Roland Hadelin Benedictin,,,1
Roland Orta,,,1
Roland Van Hoecke,,,2
Roland Varno,Roland Varno,Roland Varno,1
Rolf Ubac,Rolf Ubac,,1
Rolin Lagrange,,,4
Roma Chaussee,,,1
Romain Charlier Ottignies,,,1
Romain Delannoy,Romain Delannoy,,2
Romain Libert,,,1
Romain Limal,,,1
Romain Maes,Romain Maes,Romain Maes,1
Romain Ottignies,,,1
Romain Thielens,,,1
Romania Bert,,,1
Romanie Bert,,,1
Romanus Coenen,,,1
Romero Bastogne,,,1
Romero Garcia,,Romero Garcia,1
Rommel Charles,Rommel Charles,,1
Ronny De Bie,,,1
Roos Briand,,,2
Roos Dendermonde,,,1
Roosevelt Olympic,,,1
Roosevelt Trust,,,1
Roos Geerinckx,,,2
Roos Plan Briand Dood,,,1
Roos Wilde,Roos Wilde,,2
Roover Lambeaux,,,1
Rosa Bonheur,Rosa Bonheur,Rosa Bonheur,1
Rosa Bosman,Rosa Bosman,,2
Rosa Bruck,Rosa Bruck,,2
Rosa Duran,,Rosa Duran,1
Rosa Harris,Rosa Harris,,1
Rosa Huyghe,,,1
Rosa Kastner,,,2
Rosalba Van Aerschot,,,3
Rosalia Cannaers,,,1
Rosalia Peuteman,,,1
Rosalia Vantassel,,,1
Rosalia Van Tassel,,,1
Rosalia Warrens,,,1
Rosalie Bosman,,,1
Rosalie Druine,,,3
Rosalie Gagnage,,,3
Rosalie Gaublomme,,,1
Rosalie Huyghe,,,1
Rosalie Peuteman,,,1
Rosalie Pipyn,,,1
Rosalie Vandenbroucke,,,1
Rosalie Vantassel,,,1
Rosalie Van Tassel,,,1
Rosalie Waerts,,,1
Rosalie Willemsen,,,1
Rosa Negra,Rosa Negra,Rosa Negra,1
Rosa Poppe,Rosa Poppe,Rosa Poppe,1
Rosa Renard,,,1
Rosa Vantassel,,,1
Rosa Van Tassel,,,1
Rosa Vantasselt,,,1
Rosa Wodon,,,1
Rosen Boma,,,1
Rosen Congo,,,3
Rosette Doise,,,1
Rosette Van Tassel,,,1
Rosiere Grand,,,2
Rosine Stoltz,Rosine Stoltz,Rosine Stoltz,1
Rosine Stolz,Rosine Stolz,Rosine Stolz,1
Rosine Stolzt,,,1
Rosita Duran,,,1
Rouland Ruelle,,,1
Roulant Auteuil,,,1
Roulant Fautuil,,,1
Rowland Ward,Rowland Ward,Rowland Ward,3
Roxy Rue,,,2
Rozalia Warrens,,,1
Rozalie Warrens,,,1
Roze Balletten,,,1
Ruben Lamme,,,1
Rubis Dover,,,1
Rubis Radio,,,1
Ruby Mayres,,,1
Ruby Schultz,,,1
Rudolf Diesel,Rudolf Diesel,Rudolf Diesel,3
Rudolf Leopoldsorde,,,2
Rupert Godwin,,,1
Ruprecht Sinterklaas,,,1
Ruth Bayton,,,1
Ruth Curtis,Ruth Curtis,,1
Sabbe Cornette,,,1
Sabbe Major,,,3
Sabe Major,,,1
Sabena Japan,,,1
Sabine Dievoet,,,1
Sabre Delmotte,,,1
Sabre Epee,,,1
Sacre Bois,Sacre Bois,,1
Sacre Coeur,,,3
Sacre Coeur Vincent De Paul,,,2
Sacre De La Patrie,,,2
Sacre Gent,,,1
Sada Yacco,Sada Yacco,Sada Yacco,1
Sade Leuven,,,1
Said Ouled,Said Ouled,,1
Salm Chateau,,,1
Salm Viel,,,1
Salomon Aron,,,2
Salomon Jacob,,,1
Salomon Levy,,Salomon Levy,2
Salomon Mug,,,1
Salomon Van Der Hout,,,1
Salvador Albert,,Salvador Albert,1
Salvador Creus,,,1
Salvatore Esposito,Salvatore Esposito,Salvatore Esposito,1
Sam Fritty,,,1
Sammy Marks,Sammy Marks,Sammy Marks,1
Sammy Price,,Sammy Price,1
Samson Gottschalk,,,2
Samson Lootens,,,1
Samuel Bestiaux,,,1
Samuel Bonheur,,,2
Samuel Caro,,,1
Samuel Congo,,,1
Samuel De Lange,,Samuel De Lange,3
Samuel Fortuin,,,1
Samuel Harvey,,Samuel Harvey,1
Samuel Hirsch,,Samuel Hirsch,1
Samuel Hobo,,,1
Samuel Lagerhuis,,,2
Samuel Lange,,Samuel Lange,1
Samuel Lion,,,2
Samuel Motie,,,1
Samuel Motte,,,1
Samuel Verger,,,2
Sam Wisdom,,,1
Sanders Mathot,,,1
Sandra Orang,,,1
Santa Rita,,Santa Rita,1
Sara Cox,,Sara Cox,1
Sara Geheim,,,4
Sarah Bellune,,,1
Sarah Bernhardt,Sarah Bernhardt,Sarah Bernhardt,2
Sarah Bernhardt Eden,,,1
Sarah Decamps,,,2
Sarah Meljado,,,3
Sara Leeson,,,4
Sara Leesongeheim,,,1
Sara Leesonhet,,,1
Sara Meljado,,,1
Sara Treverton,,,2
Saria Dorza,,,1
Saturnin Farandoul,,,1
Saturnino Farandola,,,1
Savery Devos,,,1
Scott Amundsen,,,2
Scott Evans,,Scott Evans,2
Scott Rue,Scott Rue,,1
Scout De Wez,,,1
Sebastiaan Maatschappij,,,1
Sebastiaen Vlesembeek,,,1
Sebastien Perche,Sebastien Perche,,1
Sebastien Saint,,,2
Seghers Baets,,,2
Senat Congo,,,2
Senateur Lambiotte,,,1
Senateur Verheyden,,,2
Senat Tiberghien,,,1
Seraphin Anthoine,,,4
Seraphinus Wille,,,1
Seraphin Vandenhoeck,,,1
Seraphin Van Den Hoeck,,,2
Seraphin Voet,,,1
Serge De Mering,,,1
Serge Mering,,,1
Serge Pierre,,,1
Servais Berryer,,,1
Servais Berryerfernand,,,1
Servais Canter,,,3
Servais Choufernand,,,1
Servais De Saint,,,2
Servais Godebski,,,9
Servais Hal,,,2
Servais Rossini,,,3
Servais Storefernand,,,1
Servais Veuve,,,1
Servais Villa,,,3
Sestilia Boni,,,1
Sesto Calende,,,1
Severe Trop,,,3
Severin Creteur,,,2
Severin Saint,,,1
Severinus De Priester,,,1
Shah Perse,,,1
Shirley Keeldar,,,1
Shirley Yorkshire,,,1
Sian Mai,,,1
Sidonie Aubly,,,1
Sidonie Breynaert,,,1
Sidonie Mestadag,,,1
Sidonie Mestdag,,,1
Sido Vliegers,,,1
Siebert Blume,,,2
Siegfried Wagner,,Siegfried Wagner,1
Sieg Vlaeminck,Sieg Vlaeminck,,1
Sighem Van,,,1
Silvia D,,,1
Silvio Ranieri,Silvio Ranieri,Silvio Ranieri,1
Simar Forestier,,,1
Simar Theux,,,1
Simon Alos,,,1
Simon Bock,,,1
Simon Brouwer,Simon Brouwer,,1
Simon Brouwerij,,,1
Simon De Vreese,,,1
Simon Dewied,,,2
Simon Duez,,,3
Simone Baesens,,,1
Simone Capiaux,,,1
Simone Jollivet,Simone Jollivet,Simone Jollivet,1
Simone Piron,,,1
Simone Plomdeur,,,1
Simon Felicien,,,1
Simon Gandjules,,,1
Simonis Cure,,,2
Simonis De Dudezeele,,,1
Simonis Eglise,,,1
Simonis Esneux,,,1
Simonis Genie,,,1
Simonis Servais,,,1
Simon Jacobskerk,,,1
Simonne Vent,,,2
Simon Philippart,Simon Philippart,Simon Philippart,1
Simon Puymbroeck,,,1
Simon Rosenthal,,,4
Simon Sasserath,Simon Sasserath,,3
Simons Meensel,,,1
Simon Smits,Simon Smits,,1
Simon Trez,,,1
