,persons_names,isName
5638,Alliance Anticlericale,Possible nom
5639,Alliance Anticlericaux,Possible nom
5640,Antoine Emonts,Possible nom
5641,Adrienne Verstraete,Possible nom
5642,Firmin Gouwy,Possible nom
5643,Bernard La Ferte,Possible nom
5644,Pierre Albert,Possible nom
5645,Pierre Marthe,Possible nom
5646,Pierre Serge,Possible nom
5647,Serge Pierre,Possible nom
5648,Queen Victoria,Possible nom
5649,Jayne Mansfield,Possible nom
5650,Marc Eemans,Possible nom
5651,Rene Baert,Possible nom
5652,Thomson Marsick,Possible nom
5653,Crystal Cinema,Possible nom
5654,Francois Hellinckx,Possible nom
5655,Jacquet Jean-Baptiste,Possible nom
5656,Jules Besme,Possible nom
5657,Jules Debecker,Possible nom
5658,Laurent Deneck,Possible nom
5659,Philippe Broustin,Possible nom
5660,Eleuthere Govaert,Possible nom
5661,Eleuthere Necrologie,Possible nom
5662,Louis Govaert,Possible nom
5663,Louis Necrologie,Possible nom
5664,Marcin Govaert,Possible nom
5665,Arthur Romain,Possible nom
5666,Wolff Escrime,Improbable
5667,Gillain Lodelinsartlouis,Possible nom
5668,Edmond Jaspar,Possible nom
5669,Hortense Deheule,Possible nom
5670,Hortense Deheulle,Possible nom
5671,Jaspar Monseigneur,Improbable
5672,Paul Adrien Bourdaloue,Possible nom
5673,Alan Rwsthorne,Possible nom
5674,Marcelin Faure,Possible nom
5675,France Sports,Possible nom
5676,Franco Belge,Possible nom
5677,Sait Qu,Possible nom
5678,Eduard Fetis,Possible nom
5679,Felix Cochaux,Possible nom
5680,Eppo Doeve,Possible nom
5681,John Larry,Possible nom
5682,Bosch Constantinople,Possible nom
5683,Bosch Mariage,Possible nom
5684,Marie Bosch,Possible nom
5685,Maries Constantinople,Possible nom
5686,Constantinople Marries,Possible nom
5687,Monte Piano,Possible nom
5688,Alfried Laet,Possible nom
5689,Georges Lahaye,Possible nom
5690,Desiree Depasse,Possible nom
5691,Egide Donckers,Possible nom
5692,Joseph Horgnies,Possible nom
5693,Nicolas Sacrez,Possible nom
5694,Ben Hassen,Possible nom
5695,Ben Tahar,Possible nom
5696,Hassen Ben Tahar,Possible nom
5697,Yvonne Huet,Possible nom
5698,Tahar Ben Hassen,Possible nom
5699,Augusta Marbaise,Possible nom
5700,Desire Fasbender,Possible nom
5701,Henri Schulpen,Possible nom
5702,Pierre Godenir,Possible nom
5703,Ludwig Quebec,Possible nom
5704,Alfred De Laet,Possible nom
5705,Edouard Friedberg,Possible nom
5706,Felix Bogaerts,Possible nom
5707,Celina Dubrul,Possible nom
5708,Leon Huet,Possible nom
5709,Leon Waroux,Possible nom
5710,Oscar Huet,Possible nom
5711,Achille Radelet,Possible nom
5712,Achille Urbain,Possible nom
5713,Alexandre Antoine Joseph Radelet,Possible nom
5714,Alexandre Antoine Radelet,Possible nom
5715,Alexandre Ghislan,Possible nom
5716,Alexandre Radelet,Possible nom
5717,Ghislain Radelet,Possible nom
5718,Pierre Ignace Radelet,Possible nom
5719,Antoine Jourez,Possible nom
5720,Desire Fleix,Possible nom
5721,Joseph Hoyois,Possible nom
5722,Charles Walthausen,Possible nom
5723,Arthur Levoz,Possible nom
5724,Auguste Beckers,Possible nom
5725,Charles Pontus,Possible nom
5726,Donat De Hemptinne,Possible nom
5727,Frederic Corbisier,Possible nom
5728,Achille Detienne,Possible nom
5729,Dean Paul,Possible nom
5730,Jean Louis Gobbaerts,Possible nom
5731,Lady Dean Paul,Possible nom
5732,Louis Gobbaerts,Possible nom
5733,Virginie Gobbaerts,Possible nom
5734,Henri Broeckaert,Possible nom
5735,Bernard Albert,Possible nom
5736,France Blesses,Possible nom
5737,King George Iv,Possible nom
5738,Josse Loix,Possible nom
5739,Pierre Benot,Possible nom
5740,Pierre Roland,Possible nom
5741,Albert Pierre,Possible nom
5742,Achille Renson,Possible nom
5743,Marcellin La Garde,Possible nom
5744,Charles Lepine,Possible nom
5745,Henri Beyaert,Possible nom
5746,Adolphe Rue,Possible nom
5747,Harmonie De Mariemont,Possible nom
5748,Adolphe Demeur,Possible nom
5749,Edmond Peny,Possible nom
5750,Adolphe Marbotin,Possible nom
5751,Adolphe Prins,Possible nom
5752,Adolphe Lacomble,Possible nom
5753,Gilde Visetois,Possible nom
5754,Hugo Pirmez,Possible nom
5755,Fernand Pirmez,Possible nom
5756,Henri Sarrij,Possible nom
5757,Sylvain Pirmez,Possible nom
5758,Michel Broqueville,Possible nom
5759,Emile Joseph,Possible nom
5760,Emile Trogne,Improbable
5761,Roosevelt Trust,Possible nom
5762,Georges Houtstont,Possible nom
5763,Edouard Fiers,Possible nom
5764,Violente Mort,Possible nom
5765,Violente A,Possible nom
5766,Yvonne De Carlo,Possible nom
5767,Richard Schutz,Possible nom
5768,Ludovicus Smedt,Possible nom
5769,Gilles Manifestation,Improbable
5770,Avia Ascension,Improbable
5771,Prosper Renoz,Possible nom
5772,Emile Bockstael,Possible nom
5773,Harmonie De La Hestre,Possible nom
5774,Harmonie De Morlanwelz,Possible nom
5775,George Des,Possible nom
5776,Georges Des,Possible nom
5777,Albert Leemans,Possible nom
5778,Leonie Brener,Possible nom
5779,Leonie Breuer,Possible nom
5780,Leonie Brewer,Possible nom
5781,Leonie Florence,Possible nom
5782,Leonie Josephine,Possible nom
5783,Leonie Josephine Francoise Florence,Possible nom
5784,Leonie Renoz,Possible nom
5785,Albert Verhaeren,Possible nom
5786,Charles Herinckx,Possible nom
5787,Alexandre Pierard,Possible nom
5788,Minerva Haute,Possible nom
5789,Camille Fosset,Possible nom
5790,Louis Mineur,Possible nom
5791,Prime Fosset,Possible nom
5792,Albert Verstraelen,Possible nom
5793,Guillaume Porte,Possible nom
5794,Eden Excelsior,Possible nom
5795,Kino Mirror,Possible nom
5796,Marcel Borsu,Possible nom
5797,Marthe Pierre,Possible nom
5798,Gustave Gerard,Possible nom
5799,Germain Boute,Possible nom
5800,Maurice Boute,Possible nom
5801,Janssens Postes,Improbable
5802,Francois Folie,Possible nom
5803,Joseph Franck,Possible nom
5804,Stan Bert,Possible nom
5805,Philippe Dupas,Possible nom
5806,Alain Martin,Possible nom
5807,Henri Barbieux,Possible nom
5808,Julien Lienard,Possible nom
5809,Mines De Kaiping,Possible nom
5810,Ernest Acker,Possible nom
5811,Henri Rieck,Possible nom
5812,Abbe De Wael,Possible nom
5813,Etienne Renard,Possible nom
5814,Georgina Adrien,Possible nom
5815,Georgina Scocarde,Possible nom
5816,Rosa Renard,Possible nom
5817,Adrien Scocarde,Possible nom
5818,Charles Havenith,Possible nom
5819,Eugene Brias,Possible nom
5820,Maurice Vanderbecq,Possible nom
5821,Renard Jean-Marc,Possible nom
5822,Jean Renard,Possible nom
5823,Renard Jean,Possible nom
5824,Oscar Defreyne,Possible nom
5825,Richard Defreyne,Possible nom
5826,Harmonie Verrerie,Improbable
5827,Charles Carcan,Possible nom
5828,Harmonie Mariemont,Possible nom
5829,Harmonie Dieudonnedagnelies,Possible nom
5830,Brandt En,Improbable
5831,Dominique Maes,Possible nom
5832,Guerin Assaut,Possible nom
5833,Guerin Escrime,Improbable
5834,Jack Sels,Possible nom
5835,Bonne Esperance,Possible nom
5836,Elise Allard,Possible nom
5837,Florimond Deffrasnes,Possible nom
5838,Louis Casterman,Possible nom
5839,Maria Casterman,Possible nom
5840,Maria Desombre,Possible nom
5841,Xavier Desombre,Possible nom
5842,Elysee Fauvieau,Possible nom
5843,Ernest Gaspard,Possible nom
5844,Louisa Lecomte,Possible nom
5845,Georges Deffrasnes,Possible nom
5846,Georges Desfrasnes,Possible nom
5847,Barn De Petres,Possible nom
5848,Marguerite Dantzig,Possible nom
5849,Rachel Dantzig,Possible nom
5850,Rachel Marguerite,Possible nom
5851,Clement Scaff,Possible nom
5852,Pierre Jowat,Possible nom
5853,Etienne Mouttet,Possible nom
5854,France Japon,Improbable
5855,Pierre Rymond,Possible nom
5856,Edmond Poussart,Possible nom
5857,Meurice Communal,Possible nom
5858,Francoise Hardy,Possible nom
5859,Benjamin Renard,Possible nom
5860,Marie Joseph,Possible nom
5861,Leonie Renard,Possible nom
5862,Marie Dumont,Possible nom
5863,Octavie Renard,Possible nom
5864,Marie Joseph Dumont,Possible nom
5865,Vera Holodnaia,Possible nom
5866,Vera Kholodnaia,Possible nom
5867,Jules Kaufmann,Possible nom
5868,Antoine Chome,Possible nom
5869,Edouard Chome,Possible nom
5870,Edouard Gabriel Chome,Possible nom
5871,Asia Southeast,Possible nom
5872,Constant Galle,Possible nom
5873,Honorine Defrasnes,Possible nom
5874,Valentine Billebeeck,Possible nom
5875,Auguste Payen,Possible nom
5876,Emile Laurent,Possible nom
5877,Georges Monchamp,Possible nom
5878,Leon Huberti,Possible nom
5879,Louis Henry,Possible nom
5880,Theodore Juste,Possible nom
5881,Charles Steyaert,Possible nom
5882,Simon Gandjules,Possible nom
5883,Aviv Tel,Possible nom
5884,Fritz Abeele,Possible nom
5885,Fritz Vanden Abeele,Possible nom
5886,Charlier Musique,Possible nom
5887,Theo Charlier,Possible nom
5888,Charlier Mariemonttheo,Possible nom
5889,Antoine Meunier,Possible nom
5890,Francoise Marie Moyson,Possible nom
5891,Francoise Moyson,Possible nom
5892,Robert De Winter,Possible nom
5893,Robert Leon De Winter,Possible nom
5894,Antoine Chambord,Possible nom
5895,Laurent Roekens,Possible nom
5896,Gillain Marcinellelouis,Possible nom
5897,Mathieu Clemence,Possible nom
5898,Thoma Capitaine,Possible nom
5899,Thoma Escrime,Improbable
5900,Thomas Escrime,Improbable
5901,Rein De Mort,Possible nom
5902,Adrien Deville,Possible nom
5903,Jules Audent,Possible nom
5904,Leopard Homme,Possible nom
5905,Gregoire Escrime,Improbable
5906,Moise Wolff,Possible nom
5907,Wolff Boucher,Possible nom
5908,Wolff Boucherie,Possible nom
5909,Levi Willemsen,Possible nom
5910,Maurice Minart,Possible nom
5911,Maurice Kufferath,Possible nom
5912,Gerard Vanderhaaghen,Possible nom
5913,Alfred Giron,Possible nom
5914,Faust Petit,Possible nom
5915,Helyett Minartmiss,Possible nom
5916,Henri Frederic,Possible nom
5917,Henri Frederic Jollain,Possible nom
5918,Albert Duboscq,Possible nom
5919,West Vlaanderen,Possible nom
5920,Claeys Haumont,Possible nom
5921,Rosa Bosman,Possible nom
5922,Georges Thiel,Possible nom
5923,Fons Auwera,Possible nom
5924,Fons Van Der Auwera,Possible nom
5925,Leopold Japan,Possible nom
5926,Michiels Coster,Possible nom
5927,Michiels Decoster,Possible nom
5928,Seghers Baets,Possible nom
5929,Adolphe Milliaud,Possible nom
5930,Fadette La Petite,Possible nom
5931,Noelly Mme,Possible nom
5932,Noelly Bouffes,Improbable
5933,Noelly Eldorado,Improbable
5934,Fadette Petite,Possible nom
5935,Noelly Milliaud,Possible nom
5936,Jacobs Logis,Possible nom
5937,Jacobs Marechal,Possible nom
5938,Claire Colinet,Possible nom
5939,Tiphaine Jeanne-Louise,Possible nom
5940,Typhaine Jeanne-Louise,Possible nom
5941,Jeanne Tiphaine,Possible nom
5942,Jeanne Typhaine,Possible nom
5943,Tiphaine Mlle,Possible nom
5944,Typhaine Mlle,Possible nom
5945,Tiphaine Opera,Possible nom
5946,Typhaine Opera,Possible nom
5947,Francois Lorand,Possible nom
5948,Leonie Laporte,Possible nom
5949,Alexandre Scaff-Thonon,Possible nom
5950,Meurice Bourgmestre,Improbable
5951,Elles Mlle,Possible nom
5952,Ellis Mlle,Possible nom
5953,Paul Dejaer,Possible nom
5954,Bila Champtre,Possible nom
5955,Valere Henault,Possible nom
5956,Bill Cosby,Possible nom
5957,Ernest Urbanowiez,Possible nom
5958,Mercedes Voiture,Possible nom
5959,Alexandre Alcazar,Possible nom
5960,Bonaventure Zuster,Possible nom
5961,Innocent Conscience,Possible nom
5962,Innocent Dumas,Possible nom
5963,Robert Finfe,Possible nom
5964,Albert Durand Interprete,Possible nom
5965,Maurice Hosque,Possible nom
5966,Andre Hennebicq,Possible nom
5967,Alessandro Rinaldi,Possible nom
5968,Angelo Rossi,Possible nom
5969,Mose Bianchi,Possible nom
5970,Bertha Braeckman,Possible nom
5971,Bertha Braekman,Possible nom
5972,Weduwe Weduwen,Possible nom
5973,Justine Delcour,Possible nom
5974,Laurent Joseph Olivier,Possible nom
5975,Gerard H,Possible nom
5976,Helene Gerard,Possible nom
5977,Jeanne Rousseau,Possible nom
5978,Gerard Malpertuish,Possible nom
5979,Gerard Malpertuismme,Possible nom
5980,Gerard Mme,Possible nom
5981,Emile Colart,Possible nom
5982,Georges Joassart,Possible nom
5983,Adalbert Joassart,Possible nom
5984,Julie Trasenster,Possible nom
5985,Alfred Lhoir,Possible nom
5986,Gladys Julie De Laveleye,Possible nom
5987,Edmond Perbal,Possible nom
5988,Antoine Gautier,Possible nom
5989,Antoine Van Lindt,Possible nom
5990,Adrienne Hoogendijk,Possible nom
5991,Laura Adrienne,Possible nom
5992,Arnold Bax,Possible nom
5993,Octaaf Rotsaert,Possible nom
5994,Octave Rotsaert,Possible nom
5995,Gillion Wauters,Possible nom
5996,Nestor De Tiere,Possible nom
5997,Laure Constant,Possible nom
5998,Otto Siegburg,Possible nom
5999,Loo Aviateur,Improbable
6000,Joeph Straus,Possible nom
6001,Marie Audenhove,Possible nom
6002,Parfaite Union,Possible nom
6003,Alexandre Van Antro,Possible nom
6004,Jean De Laet,Possible nom
6005,Fernand Beauffort,Possible nom
6006,Fernand De Beauffort,Possible nom
6007,Fernand Et,Possible nom
6008,Fernand Marquis Beauffort,Possible nom
6009,Fernand Marquis De Beauffort,Possible nom
6010,Mata Hari,Possible nom
6011,Alban Collignon,Possible nom
6012,Gobert Lefevre,Possible nom
6013,Ernest Allard,Possible nom
6014,Edward Ramsey,Possible nom
6015,Johannes Zijlmans,Possible nom
6016,Johannes Ziylmans,Possible nom
6017,Johannes Zylmans,Possible nom
6018,Michiels Bosschvoorde,Possible nom
6019,Michiels Louis Brabant,Possible nom
6020,Michiels De Coster,Possible nom
6021,Michiels Cross,Possible nom
6022,Michiels Cyclocross,Possible nom
6023,Michiels Louis,Possible nom
6024,Claes Edgard,Possible nom
6025,Holland Over,Possible nom
6026,Vina Bovy,Possible nom
6027,Rachelle Naissances,Improbable
6028,Rachel Naissances,Improbable
6029,Armand De Roo,Possible nom
6030,Romain Maes,Possible nom
6031,Sultan Fabrique,Possible nom
6032,Sultan Factory,Possible nom
6033,Alphonse Renders,Possible nom
6034,Lucien Renders,Possible nom
6035,Emilia Conti,Possible nom
6036,Arthur Van Gehuchten,Possible nom
6037,Wery Kuiper,Possible nom
6038,Albert Mestag,Possible nom
6039,Emile Maelstaf,Possible nom
6040,Francis Lauters,Possible nom
6041,Michel Levy,Possible nom
6042,Victor Leleux,Possible nom
6043,Michel Chermanne,Possible nom
6044,Francois Van Rompaij,Possible nom
6045,Georges Huygens,Possible nom
6046,Steen Molen,Possible nom
6047,Lucie Vallere,Possible nom
6048,Lucie Vellere,Possible nom
6049,Lucie Weiler,Possible nom
6050,Michiels Cycle-Cross,Possible nom
6051,Peeters Cycle-Cross,Possible nom
6052,Charlotte Bronte Lucien Christophe,Possible nom
6053,Hubert De Rocker,Possible nom
6054,Stella Cinema,Possible nom
6055,Harmonie De Mariemontecole,Possible nom
6056,Lucien Christophe,Possible nom
6057,Liban Syrie,Possible nom
6058,Tom Okker,Possible nom
6059,Alida Deschamps,Possible nom
6060,Charles Deschamps,Possible nom
6061,Dieudonne Deschamps,Possible nom
6062,Florimond Deschamps,Possible nom
6063,Marguerite Deschamps,Possible nom
6064,Romain Thielens,Possible nom
6065,Ulrice Deschamps,Possible nom
6066,Brandt Klein,Possible nom
6067,Francois Forgeur,Possible nom
6068,Amand Bogaert,Possible nom
6069,Pierre Leeuw,Possible nom
6070,Stevens Liagre,Possible nom
6071,Stevens Molen,Possible nom
6072,Pieters Monument,Improbable
6073,Bruno Van Broeck,Possible nom
6074,Gaston Haut,Possible nom
6075,Harmonie Arbaletriers,Possible nom
6076,Leon Allard,Possible nom
6077,Leon Allard Peinture,Possible nom
6078,Vivier Deslandes,Possible nom
6079,Albert Baviere,Possible nom
6080,Adrien Doneux,Possible nom
6081,Emiel Verheeke,Possible nom
6082,Emile Verheeke,Possible nom
6083,Gustaf Brand,Possible nom
6084,Jacques Sur,Possible nom
6085,Charles Vroman,Possible nom
6086,Edouard De Cooman,Possible nom
6087,Michiels Crosslouis,Possible nom
6088,Michiels Brabantlouis,Possible nom
6089,Conan Doyle,Possible nom
6090,Edgar Wallace,Possible nom
6091,Melodie Des,Possible nom
6092,Wallace Tam,Possible nom
6093,Wallace Edgar,Possible nom
6094,Marc Somerhausen,Possible nom
6095,Max Von Fruhbuss,Possible nom
6096,Paul Foxius,Possible nom
6097,Stefan Gierets,Possible nom
6098,Syrie Liban Palestine,Possible nom
6099,Arthur Symons,Possible nom
6100,Joseph Ii,Possible nom
6101,Marguerite Square,Possible nom
6102,Berten Sercu,Possible nom
6103,Louise Place,Possible nom
6104,Louise Octroi,Possible nom
6105,Leopold De Wael Trou,Possible nom
6106,Emile Charles,Possible nom
6107,Philomene Blaise,Possible nom
6108,Blaise Sterpigny,Possible nom
6109,Charles Sterpigny,Possible nom
6110,Camiel Florizoone,Possible nom
6111,Franciscus Florizoone,Possible nom
6112,Rene Detollenaere,Possible nom
6113,France Pays-Bas,Possible nom
6114,France Prusse,Possible nom
6115,Taylor Meyers,Possible nom
6116,Camille Ego,Possible nom
6117,Elise Ego,Possible nom
6118,Wiard Joseph,Possible nom
6119,Joseph Falise,Possible nom
6120,Hermann Fernau,Possible nom
6121,Mark Twain,Possible nom
6122,Leopold Levison,Possible nom
6123,Philippe Levy,Possible nom
6124,Rene Levy,Possible nom
6125,David Lefebvre,Possible nom
6126,Candide Arthur,Possible nom
6127,Clemence Des,Possible nom
6128,Amigo Rue,Possible nom
6129,Sale En,Improbable
6130,Roger Dekeyzer,Possible nom
6131,Henri Stroobants,Possible nom
6132,Georges Vanden Bergh,Possible nom
6133,Georges Van Der Bergh,Possible nom
6134,Marguerite Santareilli Vanden Berghe Charles,Possible nom
6135,Jacques Bernstein,Possible nom
6136,Steve Dewulf,Possible nom
6137,Riva Somma,Possible nom
6138,Godefroid Herlaimont,Possible nom
6139,Laurent Godefroid,Possible nom
6140,Vincenzo Maria,Possible nom
6141,Diane Cigarettes,Improbable
6142,Nicolas Defrecheux,Possible nom
6143,Victor Lamer,Possible nom
6144,Hortense Tackels,Possible nom
6145,Dorsan Van Reysschoot,Possible nom
6146,Gilbert O-P,Possible nom
6147,Gilbert Oscar-Paul,Possible nom
6148,Jules Rovere,Possible nom
6149,Armand Poels,Possible nom
6150,Paul A,Possible nom
6151,Adriana Van Hal,Possible nom
6152,Adrienne Van Hal,Possible nom
6153,Jan Cornelis Avoort,Possible nom
6154,Jacobus Dutry,Possible nom
6155,Jacques Jean Dutry,Possible nom
6156,Ludovicus Antonius Dutry,Possible nom
6157,Pierre Joseph Augustin Vercauteren,Possible nom
6158,Darby Joe,Possible nom
6159,Leopold Courouble,Possible nom
6160,Endurance Shackleton,Possible nom
6161,Hyppolite Vermeersch,Possible nom
6162,Albert De Poortere,Possible nom
6163,Camille Depoortere,Possible nom
6164,Camille De Poortere,Possible nom
6165,Desire Depoortere,Possible nom
6166,Desire De Poortere,Possible nom
6167,Joseph De Poortere,Possible nom
6168,Paul Albert De Poortere,Possible nom
6169,Paul De Poortere,Possible nom
6170,Fernand Stephens,Possible nom
6171,Hippolyte Vermeersch,Possible nom
6172,Constant Girel,Possible nom
6173,Paulet Cirque,Improbable
6174,Paulet Florent,Possible nom
6175,Baudouin Prince,Possible nom
6176,Jean Baptiste Van Windt,Possible nom
6177,Leon Delsinne,Possible nom
6178,Louis Franck,Possible nom
6179,Paulus Calvaire,Possible nom
6180,Paulus Corvilain,Possible nom
6181,Charles Moisson,Possible nom
6182,Hart Cirque,Improbable
6183,Frederic Maton,Possible nom
6184,Antoinette Chevalier,Possible nom
6185,Julius Hoste,Possible nom
6186,Betsy Closset,Possible nom
6187,Betsy Malpertuis,Possible nom
6188,Francois Saublen,Possible nom
6189,Guido Gonin,Possible nom
6190,Simonis Eglise,Possible nom
6191,Amar Circus,Possible nom
6192,Paulet Fildeferiste,Possible nom
6193,Joseph Wilmotte,Possible nom
6194,Jules Lejeune,Possible nom
6195,Jean Pierre,Possible nom
6196,Karel Fein,Possible nom
6197,Karl Fein,Possible nom
6198,Giese Hirschfeld,Possible nom
6199,Magnus Hirschfeld,Possible nom
6200,Karl Giese,Possible nom
6201,Marc Lanval,Possible nom
6202,Edmond Picard,Possible nom
6203,Joseph Stallaert,Possible nom
6204,Wolff Renaud,Possible nom
6205,Caron Cirque,Improbable
