,persons_names,isName
4868,Jules Wurden,Possible nom
4869,Felicien Decroix,Possible nom
4870,Gilles Exposition,Improbable
4871,Jan Van Diest,Possible nom
4872,Antoine Breart,Possible nom
4873,Nelly Aciana,Possible nom
4874,Antoine Moto,Possible nom
4875,Albert Vanovertvelt,Possible nom
4876,Georges Nazy,Possible nom
4877,Arsene Manise,Possible nom
4878,Herve Albertine,Possible nom
4879,Guillaume Wolfers,Possible nom
4880,Georges Monca,Possible nom
4881,Emile Michel,Possible nom
4882,Michel Medaillier,Possible nom
4883,Paul De Greef,Possible nom
4884,Joseph Claes,Possible nom
4885,Claes Walravens,Possible nom
4886,Claes Medailles,Possible nom
4887,Claes Rue,Possible nom
4888,Franciscus Theys,Possible nom
4889,Frans Theys,Possible nom
4890,Gummarus Theys,Possible nom
4891,Ernest Cambier,Possible nom
4892,George Monca,Possible nom
4893,Felix De Grave,Possible nom
4894,Georges Schroeder,Possible nom
4895,Gudule Lassen,Possible nom
4896,Michel Constantinople,Possible nom
4897,Jose Ramon Ballester,Possible nom
4898,Liria Manises,Possible nom
4899,Rafael Valls,Possible nom
4900,Boma Francais,Possible nom
4901,Charlotte Boma,Possible nom
4902,Charlotte Boma Congo,Possible nom
4903,Charlotte Congo,Possible nom
4904,Boma Vandervelde,Possible nom
4905,Leopold Van Cotthem,Possible nom
4906,Anna Boch,Possible nom
4907,Benoni Beheyt,Possible nom
4908,Emile Ferfaille,Possible nom
4909,Paul Noblet,Possible nom
4910,Clementia Hiers,Possible nom
4911,Berlindis Eugenia Snel,Possible nom
4912,Roelandt Boma,Possible nom
4913,Roelandt Congo,Possible nom
4914,Roelandt Mort,Possible nom
4915,Steen Congo,Possible nom
4916,Steen Boma,Possible nom
4917,Boma Tourelle,Possible nom
4918,Fabiola Floralien,Possible nom
4919,Cees De Dood,Possible nom
4920,Cornelis De Dood,Possible nom
4921,Briand Plan,Possible nom
4922,Florrie Rodrigo,Possible nom
4923,Hadewych Gelderen,Possible nom
4924,Hadewich Gelderen,Possible nom
4925,Jaap Van Gelderen,Possible nom
4926,Kees De Dood,Possible nom
4927,Eugene Autrique,Possible nom
4928,Fanny Thibout,Possible nom
4929,Albert De Balle,Possible nom
4930,Ernest Renan,Possible nom
4931,Leon Mignon,Possible nom
4932,Victor Allard,Possible nom
4933,Boma Franco-Belge,Possible nom
4934,Boma Semaine,Possible nom
4935,Boma Photo-Club,Possible nom
4936,Georges Staes,Possible nom
4937,Claudie Marcel-Dubois,Possible nom
4938,Jean Gustave Schoup,Possible nom
4939,Louis Morichar,Possible nom
4940,Emile Fourcault,Possible nom
4941,Max Clart,Possible nom
4942,Sara Cox,Possible nom
4943,Jules Simon Theophile Dufour,Possible nom
4944,Theophile Dufour,Possible nom
4945,Hermann Freiherr,Possible nom
4946,Django Reinhardt,Possible nom
4947,Albert Michant,Possible nom
4948,Charles Paumier,Possible nom
4949,Emmanuel Foulon,Possible nom
4950,Fernand Feyaerts,Possible nom
4951,Frank Odberg,Possible nom
4952,Georges Romas,Possible nom
4953,Henri Cohen,Possible nom
4954,Oscar Gregoire,Possible nom
4955,Gregoire Upton,Possible nom
4956,Victor De Behr,Possible nom
4957,Victor Willems,Possible nom
4958,William Laurence,Possible nom
4959,William L,Possible nom
4960,Hortense Montefiore,Possible nom
4961,Louis Gavage,Possible nom
4962,Kind Van De Storm,Possible nom
4963,Cyriel Roosens,Possible nom
4964,Frans Stillemans,Possible nom
4965,Joseph Stillemans,Possible nom
4966,Andries Mineur,Possible nom
4967,Charles De Buck,Possible nom
4968,Puck Chaudoir,Possible nom
4969,Francois Beauck,Possible nom
4970,Nicolette Franck,Possible nom
4971,Stanislas Legrelle,Possible nom
4972,Emile De Laveleye,Possible nom
4973,Bertha Brodie,Possible nom
4974,Valentin Hoer,Possible nom
4975,Jean Louis,Possible nom
4976,Boma Salut,Possible nom
4977,Eloi Neuve,Possible nom
4978,Cristal Cinema,Possible nom
4979,Winter Garten,Possible nom
4980,Winand Foerster,Possible nom
4981,Alphonse Barragan,Possible nom
4982,Casimir Beckman,Possible nom
4983,Georges Waegeneere,Possible nom
4984,Jean Baptiste Pays,Possible nom
4985,Josse Barragan,Possible nom
4986,Louise Barragan,Possible nom
4987,Felix Brans,Possible nom
4988,Hansa Rue Cinema Leopold,Possible nom
4989,Henri Crombez,Possible nom
4990,Philippe Abraham,Possible nom
4991,Erich Wichman,Possible nom
4992,Math Provinces,Improbable
4993,Elisabeth Brasserie,Improbable
4994,Elisabeth Rue,Possible nom
4995,Allard Cafe,Possible nom
4996,Leopold Du Prince,Possible nom
4997,Regina Restaurant,Improbable
4998,Dene Charles,Possible nom
4999,Zulma Logghe,Possible nom
5000,Anton Van Duinkerken,Possible nom
5001,Felix Morlion,Possible nom
5002,Georges Cerf,Possible nom
5003,Leon Reinelt,Possible nom
5004,Leo Reinelt,Possible nom
5005,Henryk Sienkiewicz,Possible nom
5006,Leopold Prince,Possible nom
5007,Ludovic Zoll,Possible nom
5008,Servais Villa,Possible nom
5009,Madou Gustave Alphonse,Possible nom
5010,Eugene De Kerckhove,Possible nom
5011,Christine Kerf,Possible nom
5012,Hendricus Vennekens,Possible nom
5013,Hendrik Vennekens,Possible nom
5014,Sandra Orang-Outan,Possible nom
5015,Isidore Lion,Possible nom
5016,Leon Levy,Possible nom
5017,Meier Levison,Possible nom
5018,Salomon Levy,Possible nom
5019,Albert Lietaert,Possible nom
5020,Leonard Bisschops,Possible nom
5021,Alphonse Lemonnier,Possible nom
5022,Jenny Falize,Possible nom
5023,Abel Moise,Possible nom
5024,Abel Moses,Possible nom
5025,Daniel Meyer,Possible nom
5026,Hayem Picard,Possible nom
5027,Isidore Michel,Possible nom
5028,Jacques Meyer,Possible nom
5029,Maurice Meyer,Possible nom
5030,Nathan Meyer,Possible nom
5031,Picard Hayem,Possible nom
5032,Flora Tielemans,Possible nom
5033,Wilhelmine De La Reine,Possible nom
5034,Flora Pavillon,Possible nom
5035,Gretry Taverne,Possible nom
5036,Brandt Echterhoff,Possible nom
5037,Gabriel Minet,Possible nom
5038,Raja Casablanca,Possible nom
5039,Gregoire Bourgmestre,Improbable
5040,Simonis Bourgmestre,Improbable
5041,Simonis Cure,Possible nom
5042,Eustache De Bois,Possible nom
5043,Henri Marchot,Possible nom
5044,Berthe Bady,Possible nom
5045,Georges Berr,Possible nom
5046,Gringoire Berr,Possible nom
5047,Pierre Decoster,Possible nom
5048,Henri Ghion,Possible nom
5049,Marcel Buysse,Possible nom
5050,Servais Rossini,Possible nom
5051,Mery Hony,Possible nom
5052,Servais Godebski,Possible nom
5053,Mery Gare,Possible nom
5054,Andre Glotz,Possible nom
5055,Bruce Arctowsky,Possible nom
5056,Gelder Bgvan,Possible nom
5057,Victor Expert,Possible nom
5058,Louis Boel,Possible nom
5059,Louis Tinchant,Possible nom
5060,David Wafelman,Possible nom
5061,Felix Wolff,Possible nom
5062,Jacques Debs,Possible nom
5063,Theo L,Possible nom
5064,Theophile Haegeman,Possible nom
5065,Theophile L,Possible nom
5066,Theophile Lhaire,Possible nom
5067,Theophile Wese,Possible nom
5068,Veronique Wese,Possible nom
5069,Omer Wese,Possible nom
5070,Gaby Mantal,Possible nom
5071,Gaby Mautal,Possible nom
5072,Gaby Montal,Possible nom
5073,Liberale Partij,Possible nom
5074,Gerard Harry,Possible nom
5075,Jospeh Conrad,Possible nom
5076,Jan Claes,Possible nom
5077,Marcel Henry,Possible nom
5078,Paul Henry,Possible nom
5079,Stephane Henry,Possible nom
5080,Vero Wese,Possible nom
5081,Willy Driesen,Possible nom
5082,Willy Driessen,Possible nom
5083,Eugenie Imperatrice,Possible nom
5084,Albert Bert,Possible nom
5085,Albertus Bert,Possible nom
5086,Bert Te,Improbable
5087,Joanna Winnepenninckx,Possible nom
5088,Joseph Bert,Possible nom
5089,Bert Monsieur,Possible nom
5090,Bert Stamboom,Possible nom
5091,Mathieu Bodson,Possible nom
5092,Firmin Maillard,Possible nom
5093,Amalia Dedonder,Possible nom
5094,Amalia De Donder,Possible nom
5095,Auric Chauviere,Possible nom
5096,Auguste Visschers,Possible nom
5097,Colombe Joyeuse,Possible nom
5098,Marie Dons,Possible nom
5099,Flora Panesi,Possible nom
5100,Flore Panesi,Possible nom
5101,Joachim Panesi,Possible nom
5102,Joseph Marie,Possible nom
5103,Josephus Panesi,Possible nom
5104,Sabena Japan,Possible nom
5105,Camille Flammarion,Possible nom
5106,Charles Bulard,Possible nom
5107,Andrei Platonov,Possible nom
5108,Felicitee Bonnet,Possible nom
5109,Florent Delcourt,Possible nom
5110,Fernand Lambert,Possible nom
5111,Alfred Pierart,Possible nom
5112,Lambert A,Possible nom
5113,Karl Pierre,Possible nom
5114,Anna Meys,Possible nom
5115,Carolus Daver,Possible nom
5116,Charles Daver,Possible nom
5117,Charles Van Cauwenberghe,Possible nom
5118,Joannes Daver,Possible nom
5119,Joseph Haegeman,Possible nom
5120,Marie Lebacq,Possible nom
5121,Marie Marceau,Possible nom
5122,Octave Daver,Possible nom
5123,Sophie Lebacq,Possible nom
5124,Sophie Marceau,Possible nom
5125,Camille Pierard,Possible nom
5126,Amit Dyn,Possible nom
5127,Max David,Possible nom
5128,Max Day,Possible nom
5129,Andrea L,Possible nom
5130,August De Laeter,Possible nom
5131,Daver Simonne,Possible nom
5132,Edmond Daver,Possible nom
5133,Ghislaine De Laeter,Possible nom
5134,Willy Haegeman,Possible nom
5135,Isidore Daver,Possible nom
5136,Julia Oste,Possible nom
5137,Karel Haegeman,Possible nom
5138,Maria Van Der Stichelen,Possible nom
5139,Maria Van Oudenhove,Possible nom
5140,Marie Tuypens,Possible nom
5141,Octavie Van Cauwenberge,Possible nom
5142,Oste Karel,Possible nom
5143,Pierre Haegeman,Possible nom
5144,Remi Thijs,Possible nom
5145,Virginie Cosijns,Possible nom
5146,Zoe Thijs,Possible nom
5147,Monique Naessens,Possible nom
5148,Godard Foulon,Possible nom
5149,Madeleine Charlier,Possible nom
5150,Coleta Longuet,Possible nom
5151,Lodewijk Thijs,Possible nom
5152,Oscar De Laeter,Possible nom
5153,Rosalie Gaublomme,Possible nom
5154,Sidonie Breynaert,Possible nom
5155,Victorine Maquestiau,Possible nom
5156,Marcel Huisman,Possible nom
5157,Mariette Hellendall,Possible nom
5158,Felix Vanderstraeten,Possible nom
5159,Laur Suzanne,Possible nom
5160,Mery Meryde,Possible nom
5161,Mery De,Possible nom
5162,Mery Sur,Possible nom
5163,Mery Ourthe,Possible nom
5164,Paul Delferriere,Possible nom
5165,Paul De Sauvage,Possible nom
5166,Rosalia Cannaers,Possible nom
5167,Emile Janlet,Possible nom
5168,Anthoine Seraphin,Possible nom
5169,Briand Wilde,Possible nom
5170,Roos Plan Briand Dood,Possible nom
5171,Gustave Tops,Possible nom
5172,Jos Boelen,Possible nom
5173,Jos Ria,Possible nom
5174,Marcel Hauriac,Possible nom
5175,Mariette Huisman,Possible nom
5176,Bernard Boel,Possible nom
5177,Briand Dood,Possible nom
5178,Briand Eglantine,Possible nom
5179,Briand L,Possible nom
5180,Theofiel Verellen,Possible nom
5181,Louis Gamond,Possible nom
5182,Nubar Darschot,Possible nom
5183,Nubar Cannes,Possible nom
5184,Nubar Marriage,Possible nom
5185,Nubar Schoonhoven,Possible nom
5186,Pierre Bals,Possible nom
5187,Pierre Joseph Bals,Possible nom
5188,Abel Dubois,Possible nom
5189,Collette Bergh,Possible nom
5190,Eugene De Loneux,Possible nom
5191,Guillaume Carlier,Possible nom
5192,Alphonse Royer,Possible nom
5193,Maria Dufour,Possible nom
5194,Oscar Dufour,Possible nom
5195,Oscarine Dufour,Possible nom
5196,Desire Fromont,Possible nom
5197,Gillain Henri,Possible nom
5198,Marie Lejour,Possible nom
5199,Felicite Meunier,Possible nom
5200,Firmin Charlier,Possible nom
5201,Georgette Brun,Possible nom
5202,Maurice Goethals,Possible nom
5203,Moens Genie,Possible nom
5204,Regnier Piedboeuf,Possible nom
5205,Brunot Cantine,Possible nom
5206,Richard Cantine,Possible nom
5207,Vitalis Cremerie,Possible nom
5208,Francois Compo,Possible nom
5209,Leman Generaal,Possible nom
5210,Georges Seron,Possible nom
5211,Germania Gesellschaft,Possible nom
5212,Harmonie Des,Possible nom
5213,Durand Maison,Possible nom
5214,Jules Evrard,Possible nom
5215,Blanche Arral,Possible nom
5216,Clara Lardinois,Possible nom
5217,Sacre Coeur,Possible nom
5218,Sacre Coeur Vincent De Paul,Possible nom
5219,Paul Huart,Possible nom
5220,Henk Spruit,Possible nom
5221,Gregoire Bougmestre,Possible nom
5222,Camille Simonis,Possible nom
5223,Johan Krene,Possible nom
5224,Mozes Olafson,Possible nom
5225,Everard Avenue,Possible nom
5226,Jules Franqui,Possible nom
5227,Georges Leclercq,Possible nom
5228,Edmond Blanc,Possible nom
5229,Camille Dassart,Possible nom
5230,Camille Dessart,Possible nom
5231,Arthur Baron,Possible nom
5232,Prosper Matthijs,Possible nom
5233,Rosa Bruck,Possible nom
5234,Aurelie Letellier,Possible nom
5235,Clemence Mathieu,Possible nom
5236,Hortense Mathieu,Possible nom
5237,Emilia Letellier,Possible nom
5238,Mathieu Hortense,Possible nom
5239,Jefke Robyn,Possible nom
5240,Jef Robyn,Possible nom
5241,Blondin Bauwens,Possible nom
5242,Peter Van Eenaeme,Possible nom
5243,Leopold Quartier,Possible nom
5244,Diamant Prijs,Possible nom
5245,Nellie Kring,Possible nom
5246,Isidore Marechal,Possible nom
5247,Dyonise Tadema,Possible nom
5248,Efsa Url,Possible nom
5249,Albert Marlier,Possible nom
5250,Germania Prix,Possible nom
5251,Nobel Verhaeren,Possible nom
5252,George Sand,Possible nom
5253,Jules Honorez Adrienne Pie,Possible nom
5254,Raymond Pierre,Possible nom
5255,Pierre Raymond,Possible nom
5256,Georges Fabry,Possible nom
5257,Victor Rousseau,Possible nom
5258,Ernest Nys,Possible nom
5259,Edouard Romberg,Possible nom
5260,Florent Van Goethem,Possible nom
5261,Eugene Verheggen,Possible nom
5262,Neron Cigares,Improbable
5263,Cyriel Houwaert,Possible nom
5264,Mignon Demaret,Possible nom
5265,Angelle Saint Ange,Possible nom
5266,Jean Baptiste Angelle,Possible nom
5267,Lourens Bestiaux,Possible nom
5268,Camille Coppens,Possible nom
5269,Ivo Vermeersch,Possible nom
5270,Sian Mai,Possible nom
5271,Parsifal Malpertuis,Possible nom
5272,Sian Ma,Possible nom
5273,Moses Kaulbach,Possible nom
5274,Jahan Joffre,Possible nom
5275,Trond Seminaire,Possible nom
5276,Emile Lauga,Possible nom
5277,Isabel Burton,Possible nom
5278,Rowland Ward,Possible nom
5279,Charles Van Damme,Possible nom
5280,Ivo Van Damme,Possible nom
5281,Alice Van Damme,Possible nom
5282,Andre Delvaux,Possible nom
5283,Eugene Devaux,Possible nom
5284,Henri Deschutter,Possible nom
5285,Pierre Larmoyeux,Possible nom
5286,Edward Vekemans,Possible nom
5287,Jan Vekemans,Possible nom
5288,Charles Vandamme,Possible nom
5289,Adele Chevalier,Possible nom
5290,Alexandre Pays,Possible nom
5291,Ernest De Schutter,Possible nom
5292,Constantinople Conseiller,Possible nom
5293,Constantinople Louchier,Possible nom
5294,Egide Van Ophem,Possible nom
5295,Emile Colle,Possible nom
5296,Victor Cousin,Possible nom
5297,Della Faille,Possible nom
5298,Jesus De Prague,Possible nom
5299,Joseph Abras,Possible nom
5300,Gaston Bruelle,Possible nom
5301,Andre Brunot,Possible nom
5302,Joseph Emonts,Possible nom
5303,Adolphe Gerard,Possible nom
5304,Alfa Romeo Terwangne,Possible nom
5305,Roelandt Abattoir,Improbable
5306,Carolus Vandamme,Possible nom
5307,Colletta Penninck,Possible nom
5308,Francisca Rousseau,Possible nom
5309,Ivo Vandermeersch,Possible nom
5310,Ivo Van Der Meersch,Possible nom
5311,Jean Ravaiau,Possible nom
5312,Modeste Vandermeersch,Possible nom
5313,Modeste Van Der Meersch,Possible nom
5314,Modestus Vandermeersch,Possible nom
5315,Sophie Vandermeersch,Possible nom
5316,Sophie Van Der Meersch,Possible nom
5317,Carolus Van Damme,Possible nom
5318,Eugene Bosco,Possible nom
5319,Achille Wiot,Possible nom
5320,Minerva Palace,Possible nom
5321,Minerva Rue,Possible nom
5322,Minerva Palais,Possible nom
5323,Ernest Van Der Laat,Possible nom
5324,Josephina Maes,Possible nom
5325,Maria Stadhuis,Possible nom
5326,Edgard Elixir,Possible nom
5327,Henri Dekens,Possible nom
5328,Tuur Ceuleers,Possible nom
5329,Paul Hamelius,Possible nom
5330,August Peeters,Possible nom
5331,Guillaume Dehondt,Possible nom
5332,Theodore Reinach,Possible nom
5333,Luther King,Possible nom
5334,Martin Luther King,Possible nom
5335,Renier Thomas,Possible nom
5336,Born Aviateur,Improbable
5337,Born Vlieger,Possible nom
5338,Christiaens Aviateur,Improbable
5339,Christiaens Vlieger,Possible nom
5340,Max Olieslaegers,Possible nom
5341,Peeters Vlieger,Possible nom
5342,Guillaume Janssens,Possible nom
5343,Jean Guillaume Janssens,Possible nom
5344,Francois Vandergoten,Possible nom
5345,Leopold Vandergoten,Possible nom
5346,Hardy Beaulieu,Possible nom
5347,Eugenie Buffet,Possible nom
5348,Allard Aviation,Improbable
5349,Allard Volontaire,Improbable
5350,Francesc Macia,Possible nom
5351,Jacques Bertrand Cinematographe,Possible nom
5352,Morel August,Possible nom
5353,Louis Bonnet,Possible nom
5354,Peeters Aviateur,Improbable
5355,Claude Monet,Possible nom
5356,Edmond De Knibber,Possible nom
5357,Gabriel Verburg,Possible nom
5358,Gabriel Verburgh,Possible nom
5359,Leopold Laporte,Possible nom
5360,Leopold Premier,Possible nom
5361,Leopold Roi,Possible nom
5362,Josse Allard,Possible nom
5363,Josse Allard Banque,Possible nom
5364,Eugenie Gauthier,Possible nom
5365,Gustave Henrotin,Possible nom
5366,Marte Chenal,Possible nom
5367,Marthe Chenal,Possible nom
5368,Donny Aviateur,Improbable
5369,Dony Aviateur,Improbable
5370,Clementine Mello,Possible nom
5371,Auguste Mello,Possible nom
5372,Auguste Van Mello,Possible nom
5373,Adolphine Jeanne,Possible nom
5374,Adolphine Jeanne Freire,Possible nom
5375,Joaquim Freire,Possible nom
5376,Joaquim Leocadio,Possible nom
5377,Mathilde Freire,Possible nom
5378,Raymond Pierre Ne,Improbable
5379,Albert Serpieters,Possible nom
5380,Charles Loughran,Possible nom
5381,Louis Quenon,Possible nom
5382,Pierre Charles,Possible nom
5383,Guillaume Ii,Possible nom
5384,Marguerite Vanoverberghe,Possible nom
5385,Liberale Flandre,Possible nom
5386,Constantin Hooghvorst,Possible nom
5387,Daily Telegraph,Possible nom
5388,Solomon Northup,Possible nom
5389,Paul De Favereau,Possible nom
5390,Albert Das,Possible nom
5391,Leon Jongen,Possible nom
5392,Edmond Testelin,Possible nom
5393,Guillaume Vanhaelen,Possible nom
5394,Franck Mson,Possible nom
5395,Emile Vansteenkiste,Possible nom
5396,Huguette Duflos,Possible nom
5397,Valencia A,Possible nom
5398,Francois Van Haelen,Possible nom
5399,Isidore Meyers,Possible nom
5400,Kira Muratova,Possible nom
5401,Natalia Reznik,Possible nom
5402,Nathalie Reznik,Possible nom
5403,Louis Roelandt Chateau,Possible nom
5404,Charles Louis Ruelens,Possible nom
5405,Charles Ruelens,Possible nom
5406,Karel Ruelens,Possible nom
5407,Alfred Hubert,Possible nom
5408,Achille Olieu,Possible nom
5409,Denis Olieu,Possible nom
5410,Rogier Place,Possible nom
5411,Caroline Graviere,Possible nom
5412,Charles Reulens,Possible nom
5413,Josef Wiener,Possible nom
5414,Laurent Deflandre,Possible nom
5415,Florent Mahieu,Possible nom
5416,Florent Mathieu,Possible nom
5417,Yves Renaud,Possible nom
5418,Adolphe Vandenschrieck,Possible nom
5419,Symons Capitaine,Possible nom
5420,Symons Capitain,Possible nom
5421,Oscar Muller,Possible nom
5422,Paul Borel,Possible nom
5423,Paul Struyf,Possible nom
5424,Jules Nachtegaele,Possible nom
5425,Colin Ross,Possible nom
5426,Edmond Goedertier,Possible nom
5427,Joseph Goedertier,Possible nom
5428,India Pale,Possible nom
5429,James Joyce,Possible nom
5430,Florent Vray,Possible nom
5431,Maurice Merleau-Ponty,Possible nom
5432,Paul Sartiaux,Possible nom
5433,Denise Lehmann,Possible nom
5434,Elsa Lehmann,Possible nom
5435,Henri Lehmann,Possible nom
5436,Jacques Lehmann,Possible nom
5437,Charles Roelens,Possible nom
5438,Antoine Janssens,Possible nom
5439,Sire De Melin,Possible nom
5440,Vincent Gogh,Possible nom
5441,Vincent Van Gogh,Possible nom
5442,Adriaan Peinen,Possible nom
5443,Adrianus Peinen,Possible nom
5444,Adrien Peinen,Possible nom
5445,Henrica Cornelia Bos,Possible nom
5446,Henrica Cornelia Bosch,Possible nom
5447,Maria Catharina Mertens,Possible nom
5448,Mili Peinen,Possible nom
5449,Weduwe Bos,Possible nom
5450,Weduwe Bosch,Possible nom
5451,Octave Maus,Possible nom
5452,Richard Zoulon,Possible nom
5453,Charles Simonin,Possible nom
5454,Bonne Amitie,Possible nom
5455,Hortense Pirot,Possible nom
5456,Joachim Tricot,Possible nom
5457,Louis Adam,Possible nom
5458,Naval Chantier,Possible nom
5459,Naval Chantier D,Possible nom
5460,Naval Jabon,Possible nom
5461,Holland Honger,Possible nom
5462,Peeters Weverij,Possible nom
5463,Jan Van Keulen,Possible nom
5464,Johannes Van Keulen,Possible nom
5465,Mines Ponts,Possible nom
5466,Mathieu Vilegers,Possible nom
5467,Terra Nova,Possible nom
5468,Antoine Peterson,Possible nom
5469,Augustus Ravent,Possible nom
5470,Dodd Tamsui,Possible nom
5471,Edouard Lambert,Possible nom
5472,Henri Lambert,Possible nom
5473,Nicolas Laoureux,Possible nom
5474,Armand Rauter,Possible nom
5475,Henri Soenen,Possible nom
5476,Henri Soenens,Possible nom
5477,Soen Henri,Possible nom
5478,Henri Soens,Possible nom
5479,Regnier Beton,Possible nom
5480,Henriette Nicaise,Possible nom
5481,Marie Anne Mullens,Possible nom
5482,Edwin Ellenbogen,Possible nom
5483,Edwin Katzenellenbogen,Possible nom
5484,Calmin Droogenboschcalmijn,Possible nom
5485,Calmin Colmeyn,Possible nom
5486,Emerence Verstraete,Possible nom
5487,Gaston Dubosc,Possible nom
5488,Herk De Stad,Possible nom
5489,Leon Souguenet,Possible nom
5490,Vennes Des,Possible nom
5491,Oscar Doublet,Possible nom
5492,Breda Van Eck,Possible nom
5493,Alexandre Kets,Possible nom
5494,Hermann Loeschwitz,Possible nom
5495,Samuel Harvey,Possible nom
5496,Augustin Forge,Possible nom
5497,Josse Goffin,Possible nom
5498,Cesar Debaets,Possible nom
5499,Ernest Dansaert,Possible nom
5500,Joos Maes,Possible nom
5501,Vaast Poelaert,Possible nom
5502,Lilian Prinses,Possible nom
5503,Gustave Hereng,Possible nom
5504,Jacques Hereng,Possible nom
5505,Jose Bruyr,Possible nom
5506,Maximilien Desuter,Possible nom
5507,Maximilien Desutter,Possible nom
5508,Joseph Demotte,Possible nom
5509,Bart Poelaert,Possible nom
5510,Joseph Demolder,Possible nom
5511,Thomas Bequet,Possible nom
5512,Lucien Kroll,Possible nom
5513,Jacobs Hans-Georg,Possible nom
5514,Henri Mayer,Possible nom
5515,Paul Babusiaux,Possible nom
5516,Pol Babusiaux,Possible nom
5517,Ursmar Babusiaux,Possible nom
5518,Gillain Catherine,Possible nom
5519,Catherine Gillain,Possible nom
5520,Tomme Hugo,Possible nom
5521,Hugon Boonaert,Possible nom
5522,Antoine Lemoine,Possible nom
5523,Frederick William,Possible nom
5524,Maurice Van Meenen,Possible nom
5525,Aimable Bayet,Possible nom
5526,Louise Avenue,Possible nom
5527,Louise Porte,Possible nom
5528,Eloi Delbecq,Possible nom
5529,Marthe Delbecq,Possible nom
5530,Maximilien Delbecq,Possible nom
5531,Didier Dricot,Possible nom
5532,Joseph Dofny,Possible nom
5533,Lionel Dofny Bernard Paris,Possible nom
5534,Dymphna Homans,Possible nom
5535,Virginia Homans,Possible nom
5536,Delphina Zuster,Possible nom
5537,Jose Storie,Possible nom
5538,Maggy Jacques,Possible nom
5539,Jacques Maggy,Possible nom
5540,Pierre Claude,Possible nom
5541,Fernande Epouse,Possible nom
5542,Claire Platteborze,Possible nom
5543,Doree Charleroimaison,Possible nom
5544,Jean Baptiste Pigeon,Possible nom
5545,Emmanuel Bals,Possible nom
5546,Constant Mesdagh,Possible nom
5547,Rene Perrout,Possible nom
5548,Gustav Whitehead,Possible nom
5549,Edmondus Van Damme,Possible nom
5550,Edmond Van Damme,Possible nom
5551,Karel Van Damme,Possible nom
5552,Anatole Deibler,Possible nom
5553,Francesco Vespignani,Possible nom
5554,Luciano Albertini,Possible nom
5555,Felix Buelens,Possible nom
5556,Hector Dewitte,Possible nom
5557,Frans Drijvers,Possible nom
5558,Henri Deneweth,Possible nom
5559,Silvio Ranieri,Possible nom
5560,Auguste Dessart,Possible nom
5561,Jean Lambert-Closson,Possible nom
5562,Lambert Closon,Possible nom
5563,Nicolas Woolf,Possible nom
5564,Nicolas Woolfs,Possible nom
5565,Jean Lambert-Dehousse,Possible nom
5566,Joseph Tronion,Possible nom
5567,Alexandre Scaff,Possible nom
5568,Catherine Blanchan,Possible nom
5569,Elisa Petrens,Possible nom
5570,Firmin Bert,Possible nom
5571,Marcel Bert,Possible nom
5572,Maurice Bert,Possible nom
5573,Hubert Cajot,Possible nom
5574,Lodewijk Acker,Possible nom
5575,Antoine Demiddelaer,Possible nom
5576,Jules Helsmoortel,Possible nom
5577,Jacques Jacquet,Possible nom
5578,Raymond Blyckaerts,Possible nom
5579,Sjef Van Dongen,Possible nom
5580,Modeste Verlinden,Possible nom
5581,Eden Cinema,Possible nom
5582,Albert Bapteme,Possible nom
5583,Alan Chambon,Possible nom
5584,Auguste Van Thournout,Possible nom
5585,Gust Van Thournout,Possible nom
5586,Raymond Van Thournout,Possible nom
5587,Joannes Antonius Hoppenbrouwers,Possible nom
5588,Petrus Mertens,Possible nom
5589,Pieter Mertens,Possible nom
5590,Bosch Wed,Possible nom
5591,Adolphe Willemyns,Possible nom
5592,Francois Ysewyn,Possible nom
5593,Maurice Xhoneux,Possible nom
5594,Camille Cerf,Possible nom
5595,Albert Francois,Possible nom
5596,Edouard Francois,Possible nom
5597,Francois Bavery,Possible nom
5598,Antoinette Hony,Possible nom
5599,Marie Hony,Possible nom
5600,Victor Barbier,Possible nom
5601,Louis Huart,Possible nom
5602,Arthur Ninane,Possible nom
5603,Emma Kerfyzer,Possible nom
5604,Georges Vanderheyden,Possible nom
5605,Virginie Parasie,Possible nom
5606,Virginie Van Kemseeck,Possible nom
5607,Johan Bolle,Possible nom
5608,Joyce De Gruiter,Possible nom
5609,Virginia Van Ham,Possible nom
5610,Rachel Olieu,Possible nom
5611,Charles Rahlenbeck,Possible nom
5612,Charles Rahlenbeek,Possible nom
5613,Gustave Kaisergruber,Possible nom
5614,Robert Kaisergruber,Possible nom
5615,Roger Kaisergruber,Possible nom
5616,Werner Kaisergruber,Possible nom
5617,Georges Springael,Possible nom
5618,Leon Haulet,Possible nom
5619,Leon Meurice,Possible nom
5620,Etienne Thevenon,Possible nom
5621,Charles Vito,Possible nom
5622,Jean Donnay,Possible nom
5623,Jean Joseph Donnay,Possible nom
5624,Julien Kahlen,Possible nom
5625,Nicolas Landmeyer,Possible nom
5626,Max Mossoux,Possible nom
5627,Pierre Deflandre,Possible nom
5628,Samson Camiel,Possible nom
5629,Samson Kamiel,Possible nom
5630,Jules Racine,Possible nom
5631,Prudent Bols,Possible nom
5632,Richard Neybergh,Possible nom
5633,Achilles Neve,Possible nom
5634,Joseph Benoit Willams,Possible nom
5635,Joseph Benoit Willems,Possible nom
5636,Emile Wauters,Possible nom
5637,Louis Wittouck,Possible nom
