visitID,Column,unique_id,query_normalised,query_tokens
2078305,47510,47510-2078305,brouckère,1
2078305,47512,47512-2078305,buls,1
2078305,47514,47514-2078305,max,1
2078353,47522,47522-2078353,cochaux,1
2078494,47523,47523-2078494,esneux,1
2078518,47524,47524-2078518,westmeerbeek,1
2078572,47525,47525-2078572,heurich,1
2078678,47526,47526-2078678,famine hollande,2
2079102,47527,47527-2079102,depot legal numerique,3
2079102,47528,47528-2079102,dépôt légal numérique,3
2079119,47529,47529-2079119,au tir national,3
2079119,47530,47530-2079119,cyclistes militaires,2
2079390,47531,47531-2079390,emile ledegem,2
2079390,47532,47532-2079390,ledegem emile,2
2079436,47533,47533-2079436,retsin,1
2079443,47535,47535-2079443,vincent gogh,2
2079443,47536,47536-2079443,vincent van gogh,3
2079443,47534,47534-2079443,gogh,1
2079476,47537,47537-2079476,guerre,1
2079494,47538,47538-2079494,adriaan peinen,2
2079494,47539,47539-2079494,adrianus peinen,2
2079494,47540,47540-2079494,adrien peinen,2
2079494,47542,47542-2079494,hasseltvan der stock,3
2079494,47543,47543-2079494,henrica cornelia bos,3
2079494,47544,47544-2079494,henrica cornelia bosch,3
2079494,47545,47545-2079494,hoppenbrouwers,1
2079494,47546,47546-2079494,hoppenbrouwers koper*,2
2079494,47547,47547-2079494,hoppenbrouwers turnhout,2
2079494,47548,47548-2079494,maria catharina mertens,3
2079494,47549,47549-2079494,mertens hasselt,2
2079494,47551,47551-2079494,mili* peinen,2
2079494,47553,47553-2079494,militie peinen,2
2079494,47554,47554-2079494,van der stock hasselt,4
2079494,47555,47555-2079494,weduwe bos,2
2079494,47556,47556-2079494,weduwe bosch,2
2079494,47541,47541-2079494,anna maria catharina mertens,4
2079494,47550,47550-2079494,mertes,1
2079494,47552,47552-2079494,militie 1862,2
2079507,47557,47557-2079507,inval,1
2079507,47558,47558-2079507,inval duitsers,2
2079537,47559,47559-2079537,westmeerbeek,1
2079622,47560,47560-2079622,breyne,1
2079622,47561,47561-2079622,wijtschate,1
2079622,47563,47563-2079622,wytschate,1
2079622,47562,47562-2079622,wytschaete,1
2079660,47565,47565-2079660,octave maus giroux,3
2079660,47564,47564-2079660,giroux,1
2079726,47566,47566-2079726,retsin,1
2080200,47567,47567-2080200,bernistap,1
2080200,47568,47568-2080200,canal meuse moselle,3
2080200,47569,47569-2080200,canal meuse rhin,3
2080200,47570,47570-2080200,carrière de montfort,3
2080200,47571,47571-2080200,ligne vicinale,2
2080200,47572,47572-2080200,richardson,1
2080200,47575,47575-2080200,souterrain de buret,3
2080200,47576,47576-2080200,treize inséparables,2
2080200,47577,47577-2080200,zoulon richard,2
2080200,47573,47573-2080200,société du luxembourg,3
2080200,47574,47574-2080200,souterrain,1
2080200,47578,47578-2080200,zoulou,1
2080200,47579,47579-2080200,zoulou richardson,2
2080435,47580,47580-2080435,compagnie génie namur,3
2080435,47581,47581-2080435,génie namur,2
2080453,47582,47582-2080453,au tir national,3
2080529,47583,47583-2080529,charles simonin,2
2080529,47585,47585-2080529,simonin de sire,3
2080529,47584,47584-2080529,simonin,1
2080532,47587,47587-2080532,de jaegher,2
2080532,47588,47588-2080532,sercu,1
2080532,47586,47586-2080532,clement,1
2080650,47589,47589-2080650,brutalité,1
2080755,47590,47590-2080755,rue creuse,2
2080864,47591,47591-2080864,kalmar,1
2080899,47592,47592-2080899,rex,1
2080990,47594,47594-2080990,dewied,1
2080990,47593,47593-2080990,de wied,2
2080991,47595,47595-2080991,berchem,1
2081056,47596,47596-2081056,retsin,1
2081074,47597,47597-2081074,cambroman,1
2081108,47598,47598-2081108,wijtschaete,1
2081108,47599,47599-2081108,wijtschate,1
2081108,47600,47600-2081108,wytschate,1
2081312,47604,47604-2081312,boerenwacht bouchaute,2
2081312,47606,47606-2081312,boerenwacht oosteeclo,2
2081312,47607,47607-2081312,boerenwacht oosteecloo,2
2081312,47608,47608-2081312,boerenwacht oosteeklo,2
2081312,47605,47605-2081312,boerenwacht oost-eekloo,2
2081312,47610,47610-2081312,boerewacht assenede,2
2081312,47611,47611-2081312,boerewacht bassevelde,2
2081312,47613,47613-2081312,hoegaerden bouchaute,2
2081312,47615,47615-2081312,vanhoegaerden bouchaute,2
2081312,47601,47601-2081312,boerenwacht assenede,2
2081312,47602,47602-2081312,boerenwacht bassevelde,2
2081312,47603,47603-2081312,boerenwacht boekhoute,2
2081312,47609,47609-2081312,boerenwacht oosteekloo,2
2081312,47612,47612-2081312,hoegaerden boekhoute,2
2081312,47614,47614-2081312,vanhoegaerden boekhoute,2
2081486,47616,47616-2081486,protestant hoorebeke,2
2081493,47617,47617-2081493,brutalité,1
2081506,47618,47618-2081506,kips,1
2081584,47619,47619-2081584,bonne amitié,2
2081584,47621,47621-2081584,de melin,2
2081584,47622,47622-2081584,hortense pirot,2
2081584,47623,47623-2081584,joachim tricot,2
2081584,47624,47624-2081584,keogh,1
2081584,47626,47626-2081584,léopold bernard,2
2081584,47625,47625-2081584,louis adam,2
2081584,47627,47627-2081584,tricot,1
2081584,47629,47629-2081584,williame,1
2081584,47620,47620-2081584,charles simonin,2
2081584,47628,47628-2081584,wala,1
2081605,47630,47630-2081605,servais godebski,2
2081612,47631,47631-2081612,schaken,1
2081678,47632,47632-2081678,batelier de hony,3
2081678,47633,47633-2081678,batelier halleux,2
2081678,47635,47635-2081678,bourgmestre d,2
2081678,47636,47636-2081678,chantier naval,2
2081678,47637,47637-2081678,chantier naval d,3
2081678,47638,47638-2081678,chantier naval jabon,3
2081678,47640,47640-2081678,curé de hony,3
2081678,47634,47634-2081678,betchete,1
2081678,47639,47639-2081678,corso fleuri,2
2081678,47641,47641-2081678,herna,1
2081678,47642,47642-2081678,jabon,1
2081714,47643,47643-2081714,saumois,1
2081714,47645,47645-2081714,seumoy,1
2081714,47646,47646-2081714,soumois,1
2081714,47648,47648-2081714,sournoy,1
2081714,47644,47644-2081714,saumoy,1
2081714,47647,47647-2081714,soumoy,1
2081739,47649,47649-2081739,famine en hollande,3
2081739,47651,47651-2081739,honger holland,2
2081739,47650,47650-2081739,famine hollande,2
2081819,47652,47652-2081819,brutalité,1
2081857,47653,47653-2081857,retsin,1
2081919,47654,47654-2081919,taverniers,1
2082009,47655,47655-2082009,peeters weverij,2
2082009,47656,47656-2082009,peeters weverij wichelen,3
2082009,47657,47657-2082009,peeters wichelen,2
2082034,47658,47658-2082034,congo,1
2082159,47659,47659-2082159,retsin,1
2082190,47660,47660-2082190,leuven louvain leuvensche louvaniste,4
2082239,47661,47661-2082239,h. jan van keulen,4
2082239,47662,47662-2082239,h. johannes van keulen,4
2082239,47665,47665-2082239,martelaars van gorcum,3
2082239,47663,47663-2082239,martelaar van gorcum,3
2082239,47664,47664-2082239,martelaar van gorkum,3
2082239,47667,47667-2082239,martelaren van gorkum,3
2082239,47666,47666-2082239,martelaren van gorcum,3
2082270,47668,47668-2082270,leuven louvain leuvensche louvaniste,4
2082346,47669,47669-2082346,souppeau,1
2082381,47670,47670-2082381,janssen,1
2082463,47673,47673-2082463,van der gucht,3
2082463,47674,47674-2082463,ver brucken,2
2082463,47671,47671-2082463,burgerlijke stand van gent,4
2082463,47672,47672-2082463,van damme,2
2082463,47675,47675-2082463,verbrucken,1
2082465,47676,47676-2082465,ischia,1
2082472,47677,47677-2082472,stade,1
2082472,47678,47678-2082472,stade louvaniste,2
2082494,47679,47679-2082494,peeters wichelen,2
2082494,47680,47680-2082494,wichelen,1
2082507,47681,47681-2082507,liezele,1
2082590,47682,47682-2082590,taverniers,1
2082623,47684,47684-2082623,belgrade aviateurs,2
2082623,47686,47686-2082623,dispositif mines ponts,3
2082623,47687,47687-2082623,fort télégraphiste,2
2082623,47688,47688-2082623,génie citadelle namur,3
2082623,47690,47690-2082623,mathieu vilegers,2
2082623,47691,47691-2082623,pigeonnier militaire citadelle,3
2082623,47693,47693-2082623,poot aviateur,2
2082623,47695,47695-2082623,spa militaire,2
2082623,47696,47696-2082623,terra nova,2
2082623,47698,47698-2082623,vilegeniers luik,2
2082623,47697,47697-2082623,vilegen luik,2
2082623,47699,47699-2082623,wilrijck,1
2082623,47683,47683-2082623,aviateurs liège,2
2082623,47685,47685-2082623,caserne genie namur,3
2082623,47689,47689-2082623,kiewit,1
2082623,47692,47692-2082623,pigeonnier militaire namur,3
2082623,47694,47694-2082623,scarniet,1
2082732,47700,47700-2082732,aviation namur,2
2082732,47701,47701-2082732,belgrade boninne,2
2082732,47702,47702-2082732,belgrade centre aviation,3
2082732,47703,47703-2082732,belgrade soumoy,2
2082732,47704,47704-2082732,boninne belgrade aviation,3
2082732,47705,47705-2082732,namur aviateurs,2
2082750,47710,47710-2082750,st.leuven,1
2082750,47706,47706-2082750,football,1
2082750,47711,47711-2082750,stade,1
2082750,47712,47712-2082750,stade leuven,2
2082750,47707,47707-2082750,st .leuven,2
2082750,47708,47708-2082750,st .louvain,2
2082750,47709,47709-2082750,st. louvain,2
2082767,47714,47714-2082767,caprycke,1
2082767,47717,47717-2082767,trouwheloften,1
2082767,47713,47713-2082767,burgerlijke stand van gent,4
2082767,47715,47715-2082767,ingels,1
2082767,47716,47716-2082767,kaprijke,1
2082779,47718,47718-2082779,leuven louvain leuvensche louvaniste,4
2082782,47719,47719-2082782,wichelen,1
2082858,47720,47720-2082858,antoine peterson,2
2082858,47721,47721-2082858,harwich,1
2082858,47722,47722-2082858,peterson,1
2082959,47723,47723-2082959,logementhouder,1
2082959,47724,47724-2082959,matrozen,1
2082974,47725,47725-2082974,calvi,1
2082974,47726,47726-2082974,calvi malonne,2
2082974,47727,47727-2082974,glacerie floreffe,2
2082974,47728,47728-2082974,hontoir,1
2082974,47729,47729-2082974,hontoir jumet,2
2082990,47730,47730-2082990,wichelen,1
2083110,47731,47731-2083110,le mouvement parisien: l’exposition des impressionistes,6
2083110,47732,47732-2083110,le mouvement parisien: l’exposition des impressionnistes,6
2083110,47733,47733-2083110,le mouvemet parisien: l’exposition des impressionnistes,6
2083181,47736,47736-2083181,fleurac,1
2083181,47734,47734-2083181,athletisme,1
2083181,47735,47735-2083181,cyclisme,1
2083339,47737,47737-2083339,wichelen,1
2083444,47738,47738-2083444,ruanda,1
2083444,47740,47740-2083444,urundi,1
2083444,47739,47739-2083444,syrie,1
2083458,47741,47741-2083458,favre,1
2083458,47742,47742-2083458,ysayefavre,1
2083599,47743,47743-2083599,cochaux,1
2083741,47745,47745-2083741,wartburg,1
2083741,47744,47744-2083741,pierreux,1
2083770,47746,47746-2083770,retsin,1
2083835,47747,47747-2083835,aalsvoort,1
2083835,47748,47748-2083835,anping formose,2
2083835,47749,47749-2083835,buhicrosan,1
2083835,47750,47750-2083835,formosa,1
2083835,47751,47751-2083835,formosaans,1
2083835,47752,47752-2083835,formosaansch,1
2083835,47754,47754-2083835,gendre mulock,2
2083835,47755,47755-2083835,hamburgse schooner,2
2083835,47756,47756-2083835,ittervoort,1
2083835,47757,47757-2083835,keelung,1
2083835,47758,47758-2083835,kulangsoo,1
2083835,47759,47759-2083835,kulangsu,1
2083835,47760,47760-2083835,legendre,1
2083835,47761,47761-2083835,legendre mulock,2
2083835,47762,47762-2083835,macto,1
2083835,47764,47764-2083835,ravent,1
2083835,47765,47765-2083835,ravent augustus,2
2083835,47766,47766-2083835,schooner macto,2
2083835,47767,47767-2083835,seacole,1
2083835,47768,47768-2083835,swinhoe,1
2083835,47769,47769-2083835,taiwan-foo,1
2083835,47770,47770-2083835,takow,1
2083835,47771,47771-2083835,takow macto,2
2083835,47772,47772-2083835,tamsui,1
2083835,47773,47773-2083835,tamsui courbet,2
2083835,47774,47774-2083835,tamsui dodd,2
2083835,47775,47775-2083835,zandbank takow,2
2083835,47753,47753-2083835,formose,1
2083835,47763,47763-2083835,mulock,1
2083849,47776,47776-2083849,résidence palace,2
2084100,47777,47777-2084100,rue brichaut,2
2084382,47778,47778-2084382,retsin,1
2084447,47779,47779-2084447,chemins de fer verviers,4
2084606,47780,47780-2084606,brexit,1
2084780,47781,47781-2084780,arlon,1
2084780,47783,47783-2084780,namur aviation,2
2084780,47782,47782-2084780,bueger,1
2084821,47784,47784-2084821,centenaire,1
2084835,47786,47786-2084835,edouard lambert,2
2084835,47787,47787-2084835,henri lambert,2
2084835,47788,47788-2084835,laoureux,1
2084835,47789,47789-2084835,laoureux ysaye,2
2084835,47790,47790-2084835,megerlin,1
2084835,47791,47791-2084835,nicolas laoureux,2
2084835,47785,47785-2084835,brutalité,1
2084931,47792,47792-2084931,armand rauter,2
2084995,47793,47793-2084995,retsin,1
2085013,47794,47794-2085013,taverniers,1
2085113,47795,47795-2085113,mentana,1
2085113,47797,47797-2085113,soenen henri,2
2085113,47798,47798-2085113,soenens henri,2
2085113,47796,47796-2085113,soen henri,2
2085113,47799,47799-2085113,soens henri,2
2085113,47800,47800-2085113,zoeaven,1
2085113,47801,47801-2085113,zouaaf,1
2085113,47802,47802-2085113,zouaven,1
2085296,47803,47803-2085296,au tir national,3
2085299,47804,47804-2085299,speculaas,1
2085299,47805,47805-2085299,speculoos,1
2085370,47806,47806-2085370,speculaas,1
2085444,47807,47807-2085444,retsin,1
2085603,47809,47809-2085603,liedel anderlecht,2
2085603,47810,47810-2085603,liedel anderlecht rue,3
2085603,47811,47811-2085603,souscription liedel,2
2085603,47808,47808-2085603,demanet,1
2085637,47812,47812-2085637,baelen,1
2085637,47813,47813-2085637,lekeu,1
2085657,47814,47814-2085657,retsin,1
2085803,47815,47815-2085803,regnier,1
2085803,47816,47816-2085803,regnier beton,2
2085917,47817,47817-2085917,au tir national,3
2085932,47818,47818-2085932,luycx,1
2085937,47819,47819-2085937,taverniers,1
2086058,47820,47820-2086058,merxplas,1
2086143,47821,47821-2086143,boulangerie confiserie chocolaterie,3
2086143,47825,47825-2086143,internationale de la boulangerie,4
2086143,47822,47822-2086143,boulangerie française,2
2086143,47823,47823-2086143,boulangerie française bruxelles,3
2086143,47826,47826-2086143,olieu boulangerie,2
2086143,47824,47824-2086143,boulangerie rue d,3
2086143,47827,47827-2086143,olieu denis,2
2086194,47828,47828-2086194,front wanderers,2
2086194,47829,47829-2086194,goetinck,1
2086266,47830,47830-2086266,nijlen,1
2086350,47831,47831-2086350,au tir national,3
2086600,47832,47832-2086600,raversijde,1
2086600,47833,47833-2086600,vivy,1
2086600,47835,47835-2086600,westende,1
2086600,47834,47834-2086600,wayaffe,1
2086637,47836,47836-2086637,warschau varsovie,2
2086717,47837,47837-2086717,taverniers,1
2086744,47838,47838-2086744,retsin,1
2086765,47839,47839-2086765,horwitz,1
2086765,47841,47841-2086765,vissers et van leer,4
2086765,47840,47840-2086765,vissers,1
2086819,47846,47846-2086819,église de foy-notre-dame,3
2086819,47842,47842-2086819,foy notre dame,3
2086819,47845,47845-2086819,le jubé et une partie de la voute de eglise de foy-notre-dame,12
2086819,47843,47843-2086819,foy notre-dame,2
2086819,47844,47844-2086819,foy-notre-dame,1
2086901,47848,47848-2086901,vicariat,1
2086901,47849,47849-2086901,vicariat hoves,2
2086901,47847,47847-2086901,hoves,1
2086965,47851,47851-2086965,dautzenberg bruxelles,2
2086965,47850,47850-2086965,dautzenberg,1
2086965,47852,47852-2086965,rue d,2
2086996,47853,47853-2086996,au tir national,3
2087002,47854,47854-2087002,nicolay,1
2087176,47855,47855-2087176,nouveau cirque,2
2087176,47856,47856-2087176,salle des fêtes,3
2087176,47857,47857-2087176,salle des fêtes chatelet,4
2087176,47858,47858-2087176,salle des fêtes chatelet cinema,5
2087176,47859,47859-2087176,salle des fêtes cinema,4
2087176,47860,47860-2087176,salon theatre cinema,3
2087176,47861,47861-2087176,salon theatre cinema charleroi,4
2087187,47862,47862-2087187,retsin,1
2087327,47863,47863-2087327,esneux grotte,2
2087351,47864,47864-2087351,au tir national,3
2087425,47865,47865-2087425,verhaeren,1
2087431,47867,47867-2087431,henriette nicaise,2
2087431,47868,47868-2087431,marie anne mullens,3
2087431,47866,47866-2087431,antoine janssens,2
2087431,47869,47869-2087431,mullens,1
2087431,47870,47870-2087431,nicaise,1
2087431,47871,47871-2087431,wala,1
2087592,47872,47872-2087592,edwin ellenbogen,2
2087592,47873,47873-2087592,edwin katzenellenbogen,2
2087592,47874,47874-2087592,joteyko,1
2087592,47877,47877-2087592,ochorowicz,1
2087592,47878,47878-2087592,spielrein,1
2087592,47881,47881-2087592,wundt,1
2087592,47875,47875-2087592,katzen-ellenbogen,1
2087592,47876,47876-2087592,katzenellenbogen,1
2087592,47879,47879-2087592,steinhaus,1
2087592,47880,47880-2087592,suminski,1
2087708,47882,47882-2087708,quai saint jean,3
2087745,47883,47883-2087745,droogenbosch,1
2087745,47884,47884-2087745,droogenbosch calmeyn,2
2087745,47886,47886-2087745,droogenboschcalmijn calmin,2
2087745,47885,47885-2087745,droogenbosch rey,2
2087745,47887,47887-2087745,ruysbroeck droogenbosch rey calmeyn colmeyn calmin,6
2087745,47888,47888-2087745,train forest,2
2087745,47889,47889-2087745,trein vorst,2
2087773,47892,47892-2087773,déportation floreffe,2
2087773,47893,47893-2087773,déportation franière,2
2087773,47890,47890-2087773,dorlodot,1
2087773,47891,47891-2087773,déportation,1
2087773,47894,47894-2087773,déportation gembloux,2
2087773,47895,47895-2087773,floreffe,1
2087773,47896,47896-2087773,franiere,1
2087773,47897,47897-2087773,gembloux,1
2087778,47898,47898-2087778,juslenville,1
2087778,47899,47899-2087778,pepinster,1
2087793,47900,47900-2087793,trein vorst,2
2087847,47901,47901-2087847,colin ross,2
2087862,47902,47902-2087862,retsin,1
2087995,47904,47904-2087995,flic,1
2087995,47905,47905-2087995,prison,1
2087995,47906,47906-2087995,sergot,1
2087995,47903,47903-2087995,brutalité,1
2088119,47907,47907-2088119,emerence verstraete,2
2088155,47908,47908-2088155,colin ross,2
2088331,47909,47909-2088331,football,1
2088345,47910,47910-2088345,splendid,1
2088382,47911,47911-2088382,enghien,1
2088589,47913,47913-2088589,huibreghs,1
2088589,47914,47914-2088589,huibreghs beringen,2
2088589,47912,47912-2088589,burgemeester,1
2088633,47915,47915-2088633,pepinster,1
2088671,47916,47916-2088671,gaston dubosc,2
2088698,47917,47917-2088698,l,1
2088764,47918,47918-2088764,narwal,1
2088764,47919,47919-2088764,southend,1
2088826,47920,47920-2088826,herk de stad,3
2088971,47921,47921-2088971,eyndhoven,1
2089051,47922,47922-2089051,au tir national,3
2089067,47923,47923-2089067,roselle,1
2089103,47926,47926-2089103,gardiennage,1
2089103,47927,47927-2089103,guet ronde nuit,3
2089103,47930,47930-2089103,le guet,2
2089103,47934,47934-2089103,veilleurs de nuit,3
2089103,47936,47936-2089103,wackenhut,1
2089103,47924,47924-2089103,bewaking,1
2089103,47925,47925-2089103,garde maritime,2
2089103,47928,47928-2089103,handelswaak,1
2089103,47929,47929-2089103,handelswaakdienst,1
2089103,47931,47931-2089103,nachtronde,1
2089103,47932,47932-2089103,nachtveiligheid,1
2089103,47933,47933-2089103,nachtwaker,1
2089103,47935,47935-2089103,waak sluit,2
2089136,47937,47937-2089136,place de la duchesse,4
2089341,47939,47939-2089341,chateau du lavaux,3
2089341,47940,47940-2089341,chateau du monceau,3
2089341,47941,47941-2089341,de gyselaar,2
2089341,47942,47942-2089341,fete des arbres,3
2089341,47944,47944-2089341,léon souguenet,2
2089341,47943,47943-2089341,les promenades du jeudi,4
2089341,47945,47945-2089341,pont de hony,3
2089341,47938,47938-2089341,chateau d,2
2089341,47946,47946-2089341,pont de tilff,3
2089495,47947,47947-2089495,kemps,1
2089624,47948,47948-2089624,brutalité,1
2089624,47949,47949-2089624,football,1
2089685,47950,47950-2089685,place des etangs noirs,4
2089823,47951,47951-2089823,cochaux,1
2089835,47952,47952-2089835,taverniers,1
2089945,47953,47953-2089945,football,1
2089982,47954,47954-2089982,bodegem,1
2089990,47955,47955-2089990,canalisation de l,3
2089990,47956,47956-2089990,cours de l,3
2089990,47968,47968-2089990,écluse de colonster,3
2089990,47969,47969-2089990,écluse de sauheid,3
2089990,47970,47970-2089990,écluse de streupas,3
2089990,47971,47971-2089990,écluse monnier,2
2089990,47960,47960-2089990,ile des aguesses,3
2089990,47961,47961-2089990,ile des cochons,3
2089990,47962,47962-2089990,maison éclusière,2
2089990,47963,47963-2089990,quartier des vennes,3
2089990,47964,47964-2089990,rectification cours de l,4
2089990,47965,47965-2089990,sauheid,1
2089990,47966,47966-2089990,werihet,1
2089990,47967,47967-2089990,werihet des vennes,3
2089990,47957,47957-2089990,exposition de liège,3
2089990,47958,47958-2089990,fete des arbres,3
2089990,47959,47959-2089990,fête des arbres,3
2090077,47972,47972-2090077,berchem,1
2090088,47973,47973-2090088,magazijnen,1
2090088,47974,47974-2090088,staking,1
2090125,47978,47978-2090125,idealfelt,1
2090125,47975,47975-2090125,ducobu,1
2090125,47976,47976-2090125,favier,1
2090125,47977,47977-2090125,graux,1
2090125,47979,47979-2090125,lejeune,1
2090206,47980,47980-2090206,retsin,1
2090261,47981,47981-2090261,au tir national,3
2090312,47982,47982-2090312,liezele,1
2090372,47983,47983-2090372,leuven louvain leuvensche louvaniste,4
2090417,47984,47984-2090417,taverniers,1
2090680,47985,47985-2090680,andré deflandre,2
2090680,47986,47986-2090680,michel deflandre,2
2090680,47987,47987-2090680,wayaffe,1
2090680,47988,47988-2090680,woyaffe,1
2090680,47989,47989-2090680,woyave,1
2090681,47990,47990-2090681,retsin,1
2090704,47997,47997-2090704,zeventien provincien,2
2090704,47998,47998-2090704,zeventien provincies,2
2090704,47991,47991-2090704,dix-sept provinces,2
2090704,47992,47992-2090704,nederlanden,1
2090704,47993,47993-2090704,verhaeren,1
2090704,47994,47994-2090704,xvii provinces,2
2090704,47995,47995-2090704,xvii provincien,2
2090704,47996,47996-2090704,xvii provincies,2
2090747,47999,47999-2090747,speculoos,1
2090822,48000,48000-2090822,werchter,1
2090828,48001,48001-2090828,speculoos,1
2090854,48002,48002-2090854,berchem,1
2090896,48003,48003-2090896,bibliothèque de bruxelles,3
2090896,48004,48004-2090896,theodore reinach,2
2090928,48005,48005-2090928,cheron,1
2090928,48006,48006-2090928,oscar doublet,2
2090928,48007,48007-2090928,quaregnon,1
2091000,48008,48008-2091000,assises,1
2091000,48009,48009-2091000,cour d,2
2091000,48010,48010-2091000,crime,1
2091004,48011,48011-2091004,football,1
2091004,48012,48012-2091004,stade louvaniste,2
2091066,48013,48013-2091066,gazette de liege,3
2091080,48014,48014-2091080,au tir national,3
2091080,48015,48015-2091080,cyclistes militaires,2
2091096,48018,48018-2091096,van eck,2
2091096,48019,48019-2091096,van eck breda,3
2091096,48020,48020-2091096,van eck ginneken,3
2091096,48016,48016-2091096,speculoos,1
2091096,48017,48017-2091096,tintin,1
2091247,48021,48021-2091247,au tir national,3
2091267,48022,48022-2091267,torsin,1
2091343,48023,48023-2091343,leuven louvain leuvensche louvaniste,4
2091348,48024,48024-2091348,torsin,1
2091384,48025,48025-2091384,au tir national,3
2091419,48029,48029-2091419,jaumotte,1
2091419,48026,48026-2091419,aviateurs belgrade,2
2091419,48027,48027-2091419,aviation namur,2
2091419,48028,48028-2091419,jacquet,1
2091468,48030,48030-2091468,alexandre kets,2
2091468,48031,48031-2091468,crimp,1
2091468,48032,48032-2091468,crimps,1
2091468,48033,48033-2091468,hermann loeschwitz,2
2091468,48034,48034-2091468,kets,1
2091468,48035,48035-2091468,loefers,1
2091468,48036,48036-2091468,loeschwitz,1
2091468,48037,48037-2091468,logement matrozen,2
2091468,48039,48039-2091468,ronselaar matrozen,2
2091468,48040,48040-2091468,ronselaars zee,2
2091468,48041,48041-2091468,samuel harvey,2
2091468,48042,48042-2091468,ueberweg,1
2091468,48043,48043-2091468,zeelie,1
2091468,48038,48038-2091468,logementhouder,1
2091592,48044,48044-2091592,augustin forge,2
2091592,48045,48045-2091592,drapeau thieu,2
2091592,48046,48046-2091592,porte drapeau thieu,3
2091592,48047,48047-2091592,porteur de drapeau,3
2091592,48048,48048-2091592,porteur de drapeau thieu,4
2091592,48049,48049-2091592,thieu,1
2091631,48050,48050-2091631,15 hôteltoison d,3
2091631,48053,48053-2091631,josse goffin poelaert,3
2091631,48051,48051-2091631,15toison d,2
2091631,48052,48052-2091631,goffin poelaert,2
2091855,48054,48054-2091855,cesar debaets,2
2091942,48055,48055-2091942,bibliotheek van brussel,3
2091942,48057,48057-2091942,université populaire,2
2091942,48056,48056-2091942,bibliothèque de bruxelles,3
2091944,48058,48058-2091944,eekhoud,1
2092082,48059,48059-2092082,taverniers,1
2092099,48060,48060-2092099,au tir national,3
2092161,48063,48063-2092161,hoegaarden bouchaute,2
2092161,48067,48067-2092161,vanhoegaarden bouchaute,2
2092161,48061,48061-2092161,boerenwacht assenede,2
2092161,48062,48062-2092161,hoegaarden boekhoute,2
2092161,48064,48064-2092161,hoegaerden boekhoute,2
2092161,48065,48065-2092161,hoegaerden bouchaute,2
2092161,48066,48066-2092161,vanhoegaarden boekhoute,2
2092161,48068,48068-2092161,vanhoegaerden boekhoute,2
2092161,48069,48069-2092161,vanhoegaerden bouchaute,2
2092163,48070,48070-2092163,cochaux,1
2092195,48071,48071-2092195,retsin,1
2092219,48073,48073-2092219,brutalités,1
2092219,48072,48072-2092219,brutalité,1
2092219,48074,48074-2092219,terrorisme,1
2092363,48076,48076-2092363,moenchengladbach,1
2092363,48075,48075-2092363,fohlen,1
2092363,48077,48077-2092363,voetbal,1
2092465,48078,48078-2092465,taverniers,1
2092502,48079,48079-2092502,acou,1
2092502,48080,48080-2092502,torsin,1
2092502,48081,48081-2092502,zesdaagse,1
2092529,48082,48082-2092529,foto,1
2092529,48083,48083-2092529,foto vorst,2
2092555,48084,48084-2092555,rue du petit chateau,4
2092563,48085,48085-2092563,colard,1
2092574,48086,48086-2092574,achten,1
2092574,48087,48087-2092574,salentine,1
2092599,48088,48088-2092599,moenchengladbach,1
2092783,48089,48089-2092783,brutalités,1
2092904,48090,48090-2092904,eekhoud,1
2092964,48091,48091-2092964,retsin,1
2092982,48092,48092-2092982,dugauquier,1
2092982,48093,48093-2092982,esplechin,1
2093132,48095,48095-2093132,clovis olloy,2
2093132,48094,48094-2093132,clovis,1
2093162,48097,48097-2093162,dansaert mort,2
2093162,48098,48098-2093162,e dansaert,2
2093162,48099,48099-2093162,ernest dansaert,2
2093162,48100,48100-2093162,prospervan de walle,3
2093162,48101,48101-2093162,van de walle,3
2093162,48096,48096-2093162,dansaert,1
2093187,48102,48102-2093187,brutalités,1
2093302,48103,48103-2093302,torsin,1
2093310,48104,48104-2093310,au tir national,3
2093531,48105,48105-2093531,souppeau,1
2093541,48106,48106-2093541,conservateur canneel,2
2093541,48107,48107-2093541,conservateur engels,2
2093541,48109,48109-2093541,joos maes,2
2093541,48113,48113-2093541,poelaert vaast,2
2093541,48108,48108-2093541,conservateur storrer,2
2093541,48110,48110-2093541,poelaert defer,2
2093541,48111,48111-2093541,poelaert goffin,2
2093541,48112,48112-2093541,poelaert houdeng,2
2093541,48114,48114-2093541,robert puurs maes,3
2093620,48115,48115-2093620,calay,1
2093620,48116,48116-2093620,komatco,1
2093661,48117,48117-2093661,joseph emonts,2
2093661,48118,48118-2093661,"saint-saens, hotel oasis",3
2093904,48119,48119-2093904,retsin,1
2093977,48120,48120-2093977,kint,1
2094042,48121,48121-2094042,brutalités,1
2094104,48122,48122-2094104,deport*,1
2094104,48123,48123-2094104,fédération déportés,2
2094104,48124,48124-2094104,fédération nationale des déportés,4
2094263,48125,48125-2094263,au tir national,3
2094288,48126,48126-2094288,esprit frappeur,2
2094288,48127,48127-2094288,fantome,1
2094288,48128,48128-2094288,frappeur,1
2094288,48129,48129-2094288,poltergheist,1
2094288,48130,48130-2094288,polterghesit,1
2094339,48131,48131-2094339,consul van belgië barcelona,4
2094339,48132,48132-2094339,consulat de belgique à barcelone,5
