,Nom,Employeur,Poste,Rémunéré?,nombreRemuneres,NombreMandats,langue,début,fin,extract_lieux_be
20798,Fruytier Marc,,,,4.0,5.0,NL,,,
20799,,Moerbeke-Waas (Gemeente),Schepen,Rémunéré,,,NL,,,moerbeke-waas
20800,,IDM,Bestuurder,Rémunéré,,,NL,,,
20801,,,Bediende,Rémunéré,,,NL,,,
20802,,Wonen CVBA,Bestuurder,Rémunéré,,,NL,,,
20803,,Liberale en Sociale werken Moerbeke VZW,Bestuurder,Non rémunéré,,,NL,,,werken||moerbeke
20804,Fuchs Liselore,,,,3.0,3.0,NL,,,
20805,,Provincie Vlaams-Brabant,Provincieraadslid,Rémunéré,,,NL,,,
20806,,Hoegaarden (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,hoegaarden
20807,,INTERLEUVEN,Bestuurder,Rémunéré,,,NL,,,
20808,Furlan Christelle,,,,5.0,5.0,FR,,,
20809,,Héron (Commune d'),Echevine,Rémunéré,,,FR,,22/12/2016,heron
20810,,Héron (Commune de),Conseillère Communale,Rémunéré,,,FR,23/12/2016,,heron
20811,,BEP Environnement,Membre D'un Comité D'avis,Rémunéré,,,FR,,22/12/2016,
20812,,Zone de police Hesbaye Ouest,Membre Du Conseil De Police,Rémunéré,,,FR,,22/12/2016,
20813,,Haute Ecole Charlemagne,Maître Assistante,Rémunéré,,,FR,,,
20814,Furlan Paul,,,,2.0,3.0,FR,,,
20815,,Thuin (Ville de),Conseiller Communal,Rémunéré,,,FR,,,thuin
20816,,Gouvernement wallon,Ministre,Rémunéré,,,FR,,,
20817,,PS Fédération de Thuin asbl,Administrateur,Non rémunéré,,,FR,,,thuin
20818,Fyon Maurice,,,,3.0,5.0,FR,,,
20819,,Baelen (Commune de),Bourgmestre (titulaire Ou Ff),Rémunéré,,,FR,,,baelen
20820,,SWDE Conseil d'exploitation,Membre,Rémunéré,,,FR,,,
20821,,Association de gestion du complexe touristique de La Gileppe et Environs,Administrateur Et Trésorier,Non rémunéré,,,FR,,,
20822,,Centre sportif et culturel communal,Administrateur,Non rémunéré,,,FR,,,
20823,,,Fonctionnaire,Rémunéré,,,FR,,,
20824,Gabriël François,,,,2.0,2.0,FR,,,
20825,,Société Régionale Wallonne du Transport SRWT,Commissaire Du Gouvernement,Rémunéré,,,FR,,,
20826,,"Gouvernement wallon, Environnement, Aménagement du territoire, Mobilité et Transports, Aéroports et Bien-être animal",Chef/directeur De Cabinet Adjoint,Rémunéré,,,FR,,,
20827,Gabriëls Katja,,,,4.0,8.0,NL,,,
20828,,Kamer van volksvertegenwoordigers,Volksvertegenwoordiger,Rémunéré,,,NL,,,
20829,,Berlare (Gemeente),Burgemeester (titelvoerend Of Wnd.),Rémunéré,,,NL,,,berlare
20830,,Politiezone Berlare/Zele,Lid Van De Politieraad,Non rémunéré,,,NL,,,
20831,,Politiezone Berlare/Zele,Lid Van Het Politiecollege,Non rémunéré,,,NL,,,
20832,,VVSG,Bestuurder,Rémunéré,,,NL,,,
20833,,VVSG,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
20834,,Open VLD Afdeling Berlare,Bestuurder,Non rémunéré,,,NL,,,berlare
20835,,Open VLD Regio Dendermonde-Sint-Niklaas,Bestuurder,Non rémunéré,,,NL,,,dendermonde||sint-niklaas
20836,Gabriels Liesbet,,,,4.0,4.0,NL,,,
20837,,Provincie Limburg,Provincieraadslid,Rémunéré,,,NL,,,limburg
20838,,IGL,Bestuurder,Rémunéré,,,NL,,,
20839,,IGL,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
20840,,,Ambtenaar,Rémunéré,,,NL,,,
20841,Gabriëls Marleen,,,,3.0,3.0,NL,,,
20842,,Oud-Turnhout (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,oud-turnhout
20843,,IKA,Bestuurder,Rémunéré,,,NL,13/06/2016,,
20844,,De Ark Huisvestingsmaatschappij,Bestuurder,Rémunéré,,,NL,,,
20845,Gabriëls Roger,,,,4.0,5.0,NL,,,
20846,,Herenthout (Gemeente),Burgemeester (titelvoerend Of Wnd.),Rémunéré,,,NL,,,herenthout
20847,,IOK Afvalbeheer,Bestuurder,Rémunéré,,,NL,,,
20848,,IOK Dienstverlening,Bestuurder,Rémunéré,,,NL,,,
20849,,Kempens Landschap VZW,Bestuurder,Non rémunéré,,,NL,,,
20850,,Zonnige Kempen CVBA,Bestuurder,Rémunéré,,,NL,,,
20851,Gadaleta Annalisa,,,,1.0,3.0,NL,,,
20852,,Sint-Jans-Molenbeek (Gemeente),Schepen,Rémunéré,,,NL,,,sint-jans-molenbeek
20853,,Lutte contre l'exclusion sociale,Bestuurder,Non rémunéré,,,NL,,,
20854,,De Molenketjes VZW,Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,
20855,Gadenne Alfred,,,,1.0,12.0,FR,,,
20856,,Mouscron (commune de),Bourgmestre (titulaire Ou Ff),Rémunéré,,,FR,,,mouscron
20857,,Comité du bal Alfred Gadenne,Président,Non rémunéré,,,FR,,,
20858,,Ducasse de la Place de Luingne,Membre Du Comité,Non rémunéré,,,FR,,,luingne
20859,,Syndicat d'initiative SI de la Ville de Mouscron,Membre Du Comité,Non rémunéré,,,FR,,,mouscron
20860,,Syndicat d'Initiative SI de Luingne,Président,Non rémunéré,,,FR,,,luingne
20861,,CDH Section de Luingne,Membre Du Comité,Non rémunéré,,,FR,,,luingne
20862,,CDH Section de Mouscron,Membre Du Comité,Non rémunéré,,,FR,,,mouscron
20863,,Association des commerçants de Luingne,Président,Non rémunéré,,,FR,,,luingne
20864,,Union des Classes Moyennes UCM,Administrateur Et Membre Du Comité Directeur,Non rémunéré,,,FR,,,
20865,,Grand Prix Alfred Gadenne (course cycliste),Président,Non rémunéré,,,FR,,,
20866,,Comité de la Noël des Anciens de Luingne,Président,Non rémunéré,,,FR,,,luingne
20867,,Comité des donneurs de sang de Luingne,Président,Non rémunéré,,,FR,,,luingne
20868,Gahouchi Latifa,,,,5.0,7.0,FR,,,
20869,,Sénat,Sénatrice Des Entités Fédérées,Non rémunéré,,,FR,,,
20870,,Parlement de la Communauté française (Fédération Wallonie-Bruxelles),Députée,Rémunéré,,,FR,,,bruxelles
20871,,Parlement Wallon,Députée,Rémunéré,,,FR,,,
20872,,Charleroi (ville de),Conseillère Communale,Rémunéré,,,FR,,,charleroi
20873,,ORES Assets,Administratrice,Rémunéré,,,FR,,,
20874,,"Solidaris - Mutualité socialiste du Centre, Charleroi et Soignies",Administratrice,Rémunéré,,,FR,27/06/2016,,charleroi||soignies
20875,,Mutualité Socialiste - section de Gilly,Présidente Du Comité,Non rémunéré,,,FR,,12/12/2016,gilly
20876,Gaillard Bernard,,,,6.0,11.0,FR,,,
20877,,Association Intercommunale des Eaux de la Molignée,Président Du Conseil D'administration,Rémunéré,,,FR,,01/04/2016,
20878,,Association Intercommunale des Eaux de la Molignée,Vice-président Du Conseil D'administration,Rémunéré,,,FR,01/04/2016,,
20879,,Association Intercommunale des Services de Distribution d'Eau,Administrateur,Non rémunéré,,,FR,,,
20880,,INASEP,Membre Du (d'un) Comité Consultatif,Rémunéré,,,FR,,,
20881,,Comité de concertation commune-CPAS,Administrateur,Rémunéré,,,FR,,,
20882,,Agence de Développement Local ADL,Administrateur,Non rémunéré,,,FR,,,
20883,,Agence locale pour l'Emploi,Administrateur,Non rémunéré,,,FR,,,
20884,,La Dinantaise scrl,Administrateur,Rémunéré,,,FR,,,
20885,,Le Chérimont asbl,Administrateur,Non rémunéré,,,FR,,,
20886,,Anhée (Commune d'),Conseiller Communal Et Président Du Conseil,Rémunéré,,,FR,,,anhee
20887,,Maison de la Ruralité asbl,Administrateur,Non rémunéré,,,FR,,,
20888,Gailly Jean-Paul,,,,1.0,4.0,FR,,,
20889,,Service Public Régional de Bruxelles,Directeur Général,Rémunéré,,,FR,,,bruxelles
20890,,Centre de Recherches Routières,Membre De L'assemblée Générale,Non rémunéré,,,FR,,,
20891,,Association Belge de la Route ABR,Administrateur,Non rémunéré,,,FR,,,
20892,,Union belge pour l'agrément technique,Administrateur,Non rémunéré,,,FR,01/12/2016,,
20893,Galant Isabelle,,,,5.0,10.0,FR,,,
20894,,Province de Hainaut,Conseillère Provinciale,Rémunéré,,,FR,,,
20895,,Lens (Commune de),Conseillère Communale,Rémunéré,,,FR,,,lens
20896,,Centre Intercommunal de Santé Arthur Nazé,Administratrice,Non rémunéré,,,FR,,,
20897,,Entreprise de Travail Adapté (ETA) Moulin de la Hunelle,Administratrice,Non rémunéré,,,FR,,,
20898,,Logis Quaregnonnais sc,Administratrice,Rémunéré,,,FR,,,
20899,,Régie provinciale autonome Hainaut Sécurité,Administratrice,Non rémunéré,,,FR,,,
20900,,Zone de police Boraine,Membre Du Conseil De Police,Rémunéré,,,FR,,,
20901,,Atelier social Le Roseau Vert,Administratrice,Non rémunéré,,,FR,,,
20902,,Contacts,Administratrice,Non rémunéré,,,FR,,,
20903,,,Fonctionnaire,Rémunéré,,,FR,,,
20904,Parc naturel des Hauts-Pays,,Administratrice,Non rémunéré,0.0,,FR,,,
20905,Galant Jacqueline,,,,4.0,8.0,FR,,,
20906,,Parlement de la Fédération Wallonie-Bruxelles,Députée,Rémunéré,,,FR,15/04/2016,,bruxelles
20907,,Parlement Wallon,Députée,Rémunéré,,,FR,15/04/2016,,
20908,,Jurbise (commune de),Bourgmestre (titulaire Ou Ff),Rémunéré,,,FR,15/04/2016,,jurbise
20909,,"Gouvernement fédéral, Mobilité, Belgocontrol et SNCB",Ministre,Rémunéré,,,FR,,15/04/2016,
20910,,MR Arrondissement Mons-Borinage,Présidente,Non rémunéré,,,FR,,,mons
20911,,MR Fédération du Hainaut,Vice-présidente De La Fédération Provinciale,Non rémunéré,,,FR,,,
20912,,Jurbise (commune de),Conseillère Communale Et Présidente D'assemblée,Non rémunéré,,,FR,,15/04/2016,jurbise
20913,,Mons 2018,Administratrice,Non rémunéré,,,FR,,,mons
20914,Galle Bernard,,,,3.0,3.0,NL,,,
20915,,Wevelgem (Gemeente),Schepen,Rémunéré,,,NL,,,wevelgem
20916,,TMVW,Lid Van Het Directiecomité,Rémunéré,,,NL,22/11/2016,,
20917,,,Gepensioneerde,Rémunéré,,,NL,,,
20918,Gallez Brigitte,,,,5.0,14.0,FR,,,
20919,,Frameries (Commune de),Conseillère Communale,Rémunéré,,,FR,01/03/2016,,frameries
20920,,Frameries (Commune de),Echevine,Rémunéré,,,FR,,29/02/2016,frameries
20921,,Agence immobilière sociale Mons-Logement,Administratrice,Non rémunéré,,,FR,,,mons
20922,,Agence locale pour l'Emploi,Administratrice,Non rémunéré,,,FR,,,
20923,,Régie communale autonome RCA,Administratrice,Rémunéré,,,FR,,,
20924,,Maison de la Jeunesse et de la Solidarité asbl,Administratrice,Non rémunéré,,,FR,,,
20925,,Holding Communal sa,Administratrice,Non rémunéré,,,FR,,,
20926,,Lire et Ecrire asbl,Administratrice,Non rémunéré,,,FR,,,
20927,,UPE Coopérative,Présidente Du Conseil D'administration,Non rémunéré,,,FR,,,upe
20928,,,Professeur En Dppr,Rémunéré,,,FR,,29/02/2016,
20929,,,Retraitée,Rémunéré,,,FR,01/03/2016,,
20930,,IMIO,Administratrice,Non rémunéré,,,FR,,,
20931,,Régie de quartier Mons-Frameries,Administratrice,Non rémunéré,,,FR,,,frameries||mons
20932,,Société terrienne du Hainaut,Administratrice,Non rémunéré,,,FR,,,
20933,Gallez Christine,,,,1.0,2.0,FR,,,
20934,,Jette (Commune de),Echevine,Rémunéré,,,FR,,27/01/2016,jette
20935,,Fabrique d'église Notre-Dame de Lourdes,Administratrice,Non rémunéré,,,FR,,27/01/2016,dame
20936,Gallo Claire,,,,4.0,5.0,NL,,,
20937,,Kampenhout (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,kampenhout
20938,,INTERZA,Bestuurder,Rémunéré,,,NL,,,
20939,,Politiezone KASTZE,Lid Van De Politieraad,Rémunéré,,,NL,,,
20940,,N-VA (Plaatselijke afdeling),Bestuurder,Non rémunéré,,,NL,,,
20941,,,Leraar (deeltijds),Rémunéré,,,NL,,,
20942,Galluzzo Gianni,,,,3.0,6.0,FR,,,
20943,,Fontaine-l'Evêque (ville de),Echevin,Rémunéré,,,FR,,,
20944,,SWDE Conseil d'exploitation,Membre,Rémunéré,,,FR,,,
20945,,Agence immobilière sociale PROLOGER asbl,Président,Non rémunéré,,,FR,,,
20946,,,Fonctionnaire,Rémunéré,,,FR,,,
20947,,Comité des fêtes de Forchies asbl,Trésorier,Non rémunéré,,,FR,,,
20948,,"Société de Gilles ""Les vrais Amis""",Président,Non rémunéré,,,FR,,,
20949,Gantman André,,,,7.0,15.0,NL,,,
20950,,Antwerpen (Stad),Gemeenteraadslid,Rémunéré,,,NL,,,antwerpen
20951,,PIDPA,Bestuurder,Rémunéré,,,NL,,,
20952,,Water-Link,Bestuurder,Rémunéré,,,NL,,,
20953,,Water-Link,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
20954,,AMUZ (Festival van Vlaanderen-Antwerpen) VZW,Bestuurder,Non rémunéré,,,NL,,,antwerpen
20955,,Lokaal Cultuurbeleid VZW,Bestuurder,Non rémunéré,,,NL,,,
20956,,Vredescentrum Antwerpen,Bestuurder,Non rémunéré,,,NL,,,antwerpen
20957,,AquaFlanders VZW,Secretaris,Non rémunéré,,,NL,,,
20958,,Induss NV,Voorzitter Van De Raad Van Bestuur,Rémunéré,,,NL,,,
20959,,Port of Antwerp International NV,Bestuurder,Non rémunéré,,,NL,,,antwerp
20960,,Rio-Link NV,Voorzitter Van De Raad Van Bestuur,Rémunéré,,,NL,,,
20961,,Kunsthuis Opera Vlaanderen Ballet Vlaanderen VZW,Bestuurder,Non rémunéré,,,NL,,,
20962,,Prospekta VZW,Bestuurder,Rémunéré,,,NL,,,
20963,,Ecluse CVBA,Bestuurder,Non rémunéré,,,NL,,,ecluse
20964,,Museum Kazerne Dossin VZW,Bestuurder,Non rémunéré,,,NL,,,
20965,Gantois Rita,,,,2.0,3.0,NL,,,
20966,,Kamer van volksvertegenwoordigers,Volksvertegenwoordiger,Rémunéré,,,NL,,,
20967,,Koksijde (Gemeente),Schepen,Rémunéré,,,NL,01/01/2016,,koksijde
20968,,N-VA (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
20969,Gaquière Francis,,,,3.0,5.0,FR,,,
20970,,Comines-Wameton (Ville de),Echevin,Rémunéré,,,FR,01/03/2016,,comines
20971,,IEG,Expert,Rémunéré,,,FR,,,
20972,,Maison de la Culture,Trésorier,Non rémunéré,,,FR,01/03/2016,,
20973,,Office du Tourisme de Comines-Warneton,Président,Non rémunéré,,,FR,,,comines-warneton
20974,,,Indépendant,Rémunéré,,,FR,,,
20975,Garcia Soledad,,,,2.0,2.0,NL,,,
20976,,Heusden-Zolder (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,heusden-zolder
20977,,Limburg.net,Bestuurder,Rémunéré,,,NL,,,
20978,Gardier Charles,,,,4.0,10.0,FR,,,
20979,,Parlement de la Communauté française (Fédération Wallonie-Bruxelles),Député,Rémunéré,,,FR,,,bruxelles
20980,,Spa (commune de),Echevin,Rémunéré,,,FR,,,spa
20981,,AQUALIS,Administrateur,Rémunéré,,,FR,,,
20982,,Belgomania,Administrateur,Non rémunéré,,,FR,,,
20983,,Centre Jeunes de Spa,Administrateur,Non rémunéré,,,FR,,,spa
20984,,Maison du Tourisme du Pays des Sources,Président,Non rémunéré,,,FR,,,
20985,,Office du Tourisme de Spa asbl,Administrateur,Non rémunéré,,,FR,,,spa
20986,,Chahu Communication sprl,Gérant,Rémunéré,,,FR,,,
20987,,Piscine communale de Spa,Administrateur,Non rémunéré,,,FR,,,spa
20988,,Belzick asbl,Membre,Non rémunéré,,,FR,,,
20989,Gardier Pascale,,,,2.0,9.0,FR,,,
20990,,Dison (Commune de),Echevine,Rémunéré,,,FR,,,dison
20991,,Centre culturel de Dison,Administratrice,Non rémunéré,,,FR,,,dison
20992,,Régie communale autonome,Administratrice-directrice,Non rémunéré,,,FR,,,
20993,,Centre régional de la Petite Enfance,Administratrice,Non rémunéré,,,FR,,,
20994,,Jeunesse & Sport asbl,Présidente Du Conseil D'administration,Non rémunéré,,,FR,,,
20995,,Crèche Les Petits Loups,Présidente Du Conseil D'administration,Non rémunéré,,,FR,,,
20996,,,Employée,Rémunéré,,,FR,,,
20997,,Commission d'accompagnement du PCS,Présidente,Non rémunéré,,,FR,,,
20998,,Espace rencontre asbl,Présidente Du Conseil D'administration,Non rémunéré,,,FR,,,
20999,Garny Vincent,,,,2.0,2.0,FR,,,
21000,,Rixensart (Commune de),Echevin,Rémunéré,,,FR,,,rixensart
21001,,,Cadre Supérieur,Rémunéré,,,FR,,,
21002,Garsou Arnaud,,,,3.0,9.0,FR,,,
21003,,Blégny (Commune de),Echevin,Rémunéré,,,FR,,,blegny
21004,,Zone de police Basse Meuse,Membre Du Conseil De Police Et Président Du Ccb,Rémunéré,,,FR,,,
21005,,Académie de musique César Franck de Visé,Administrateur Et Commissaire Aux Comptes,Non rémunéré,,,FR,,,
21006,,Liaisons asbl,Administrateur,Non rémunéré,,,FR,,,
21007,,Enfanfare asbl,Administrateur,Non rémunéré,,,FR,,,
21008,,Les Amis de Rackham le Rouge PAC,Président,Non rémunéré,,,FR,,,
21009,,,Employé,Rémunéré,,,FR,,,
21010,,Blégny Energy asbl,Administrateur - Secrétaire,Non rémunéré,,,FR,,,blegny
21011,,Union des Anciens Élèves de l'Athénée Charles Rogier - Liège 1,Administrateur Et Secrétaire Général,Non rémunéré,,,FR,,,liege
21012,Gary Florence,,,,2.0,2.0,FR,,,
21013,,Estinnes (Commune d'),Echevine,Rémunéré,,,FR,,,estinnes
21014,,,Fonctionnaire,Rémunéré,,,FR,,,
21015,Gascard Pierre,,,,3.0,8.0,FR,,,
21016,,Léglise (commune de),Echevin,Rémunéré,,,FR,,,leglise
21017,,Commission communale de l'Aménagement du territoire et de la Mobilité CCATM,Membre,Non rémunéré,,,FR,,,
21018,,Commission Locale de Développement Rural CLDR,Membre,Non rémunéré,,,FR,,,
21019,,Agence locale pour l'Emploi,Représentant Communal,Non rémunéré,,,FR,,,
21020,,Régie communale autonome RCA,Administrateur,Non rémunéré,,,FR,,,
21021,,Zone de police Centre Ardenne,Membre Du Conseil De Police,Rémunéré,,,FR,,,
21022,,,Prépensionné,Rémunéré,,,FR,,,
21023,,Parc Logistique de Molinfaing,Représentant Communal Au Comité De Concertation,Non rémunéré,,,FR,,,
21024,Gaspart Jean-Michel,,,,2.0,7.0,FR,,,
21025,,Bastogne (ville de),Président De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,bastogne
21026,,Agence immobilière sociale communale AIS,Administrateur,Non rémunéré,,,FR,,,
21027,,La Terrienne du Luxembourg sc,Administrateur,Non rémunéré,,,FR,,,
21028,,Société de logements publics de la Haute Ardenne scrl,Vice-président Du Conseil D'administration,Non rémunéré,,,FR,,,
21029,,BCE asbl,Administrateur,Non rémunéré,,,FR,,,
21030,,,Cadre Bancaire,Rémunéré,,,FR,,,
21031,,Club des jeunes de Bourcy,Administrateur,Non rémunéré,,,FR,,,
21032,Gatelier Jean-François,,,,4.0,13.0,FR,,,
21033,,Sivry-Rance (Commune de),Bourgmestre (titulaire Ou Ff),Rémunéré,,,FR,,,sivry-rance
21034,,Concertation commune-CPAS,Membre,Non rémunéré,,,FR,,,
21035,,Bibliothèque communale,Administrateur,Non rémunéré,,,FR,,,
21036,,Centre culturel communal,Administrateur,Non rémunéré,,,FR,,,
21037,,COPALOC,Membre,Non rémunéré,,,FR,,,
21038,,Crèche communale asbl,Administrateur,Non rémunéré,,,FR,,,
21039,,Zone de police Botha,Membre Du Collège De Police,Non rémunéré,,,FR,,,
21040,,Développement de la Ruralité en Botte du Hainaut asbl,Administrateur,Non rémunéré,,,FR,,,
21041,,Centre André Focant,Médecin,Rémunéré,,,FR,,,focant
21042,,Centre André Focant asbl,Administrateur,Non rémunéré,,,FR,,,focant
21043,,Medicalgat sprl,Médecin,Rémunéré,,,FR,,,
21044,,ONE,Médecin,Rémunéré,,,FR,,,one
21045,,Vive Valeque asbl,Administrateur,Non rémunéré,,,FR,,,
21046,Gathy Jean,,,,2.0,3.0,FR,,,
21047,,Havelange (Commune d'),Echevin,Rémunéré,,,FR,,,havelange
21048,,Association Intercommunale des Services de Distribution d'Eau,Administrateur,Non rémunéré,,,FR,,,
21049,,INASEP,Membre Du Comité De Contrôle,Rémunéré,,,FR,,,
21050,Gathy Luc,,,,2.0,6.0,FR,,,
21051,,Beauvechain (Commune de),Président De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,beauvechain
21052,,Agence locale pour l'Emploi,Administrateur,Non rémunéré,,,FR,,,
21053,,CRIBw,Administrateur,Non rémunéré,,,FR,,,
21054,,PS Union socialiste communale USC,Trésorier,Non rémunéré,,,FR,,,
21055,,Centre culturel de la vallée de la Nethen,Administrateur,Non rémunéré,,,FR,,,nethen
21056,,SPF Chancellerie du Premier Ministre,Chargé De Mission,Rémunéré,,,FR,,,
21057,Gatz Sven,,,,1.0,2.0,NL,,,
21058,,"Vlaamse Regering. Cultuur, Media, Jeugd en Brussel",Minister,Rémunéré,,,NL,,,brussel
21059,,Brussels Beer Capital of the World,Bestuurder,Non rémunéré,,,NL,,,brussels
21060,Gaudaen Tom,,,,2.0,5.0,NL,,,
21061,,Grimbergen (Gemeente),Schepen,Rémunéré,,,NL,01/01/2016,,grimbergen
21062,,Open VLD Afdeling Grimbergen,Bestuurslid,Non rémunéré,,,NL,,,grimbergen
21063,,KSC Grimbergen,Bestuurslid,Non rémunéré,,,NL,,,grimbergen
21064,,,Bediende,Rémunéré,,,NL,,,
21065,,Autonoom Gemeentebedrijf (AGB) Grimbergen,Voorzitter,Non rémunéré,,,NL,,,grimbergen
21066,Gaudron Romain,,,,6.0,9.0,FR,,,
21067,,Arlon (ville de),Conseiller Communal,Rémunéré,,,FR,,,arlon
21068,,IDELUX Finances,Administrateur,Rémunéré,,,FR,10/11/2016,,
21069,,SOFILUX,Administrateur,Rémunéré,,,FR,,,
21070,,Habitations Sud-Luxembourg,Administrateur,Rémunéré,,,FR,,01/06/2016,
21071,,Zone de police Arlon/Attert/Habay/Martelange,Membre Du Conseil De Police,Rémunéré,,,FR,,,
21072,,Ecolo Section locale,Co-président,Non rémunéré,,,FR,,,
21073,,,Fonctionnaire,Rémunéré,,,FR,,,
21074,,Clack asbl,Administrateur,Non rémunéré,,,FR,,,
21075,,Maison des Jeunes d'Arlon,Administrateur,Non rémunéré,,,FR,,,
21076,Gauthier Jean,,,,3.0,5.0,FR,,,
21077,,Havelange (Commune de),Echevin,Rémunéré,,,FR,,,havelange
21078,,Association Intercommunale des Eaux du Condroz,Administrateur,Non rémunéré,,,FR,,,
21079,,Centre culturel,Administrateur,Non rémunéré,,,FR,,,
21080,,,Retraité,Rémunéré,,,FR,,,
21081,,INASEP,Mandataire,Rémunéré,,,FR,,,
21082,Gauthier Ludivine,,,,4.0,9.0,FR,,,
21083,,Ath (ville de),Conseillère Communale,Rémunéré,,,FR,,,ath
21084,,SOWAER,Administratrice,Rémunéré,,,FR,,,
21085,,"Gouvernement wallon, Vice-présidence, Economie, Industrie, Innovation et Numérique",Chef/directrice De Cabinet Adjointe,Rémunéré,,,FR,,,
21086,,Maison culturelle d'Ath,Administratrice,Non rémunéré,,,FR,,,
21087,,Caisse d'Investissement de Wallonie sa,Administratrice,Non rémunéré,,,FR,,,
21088,,Le Circuit de Spa-Francorchamps sa,Administratrice,Non rémunéré,,,FR,,,francorchamps||spa
21089,,Liège Airport sa,Observatrice Du Gouvernement,Non rémunéré,,,FR,,,liege
21090,,Soligest sa,Administratrice,Non rémunéré,,,FR,,,
21091,,SOWAFINAL sa,Commissaire Du Gouvernement,Rémunéré,,,FR,,,
21092,Gauthier Marc,,,,2.0,8.0,FR,,,
21093,,Tenneville (Commune de),Bourgmestre (titulaire Ou Ff),Rémunéré,,,FR,,,tenneville
21094,,Intercommunale Parc naturel des Deux Ourthes,Membre Du Comité De Direction,Non rémunéré,,,FR,,,
21095,,Intercommunale Parc naturel des Deux Ourthes,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
21096,,Commission Locale de Développement Rural CLDR,Membre,Non rémunéré,,,FR,,,
