,Nom,Employeur,Poste,Rémunéré?,nombreRemuneres,NombreMandats,langue,début,fin,extract_lieux_be
20463,,Maison du Tourisme de la Picardie,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
20464,,Syndicat d'initiative SI de la Ville de Mouscron,Président Du Conseil D'administration,Non rémunéré,,,FR,,,mouscron
20465,,Société de Crédit à l'Epargne Immobilière,Président,Rémunéré,,,FR,,,
20466,,Société des Guides de Mouscron asbl,Président Du Conseil D'administration,Non rémunéré,,,FR,,,mouscron
20467,,Centre Européen des Langues Parlées,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
20468,,Conseil des Beaux-Arts de la Ville de Mouscron,Président Du Conseil D'administration,Non rémunéré,,,FR,,,mouscron
20469,,Enfances asbl,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
20470,,La Frégate asbl,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
20471,,C3F,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
20472,,La Virgule (association Loi de 1901 - France),Président Du Conseil D'administration,Non rémunéré,,,FR,,,
20473,,Royal Mouscron Péruwelz scrl,Administrateur,Non rémunéré,,,FR,,,peruwelz||mouscron
20474,,WAPI 2025 asbl,Président,Non rémunéré,,,FR,,,
20475,Francken Matthias,,,,1.0,1.0,NL,,,
20476,,"Federale Regering, Asiel en Migratie, Administratieve Vereenvoudiging",Hoofd Van De Beleidscel/algemeen Beleidscel,Rémunéré,,,NL,01/01/2016,,
20477,Francken Theo,,,,2.0,9.0,NL,,,
20478,,Lubbeek (Gemeente),Burgemeester (titelvoerend Of Wnd.),Non rémunéré,,,NL,,,lubbeek
20479,,Lubbeek (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,lubbeek
20480,,"Federale Regering, Asiel en Migratie, Administratieve Vereenvoudiging",Staatssecretaris,Rémunéré,,,NL,,,
20481,,"Vlaams Pers-, Radio- en Televisie-Instituut VZW",Bestuurder,Non rémunéré,,,NL,,,
20482,,Nieuw-Vlaamse Alliantie VZW,Bestuurder,Non rémunéré,,,NL,,,
20483,,N-VA Afdeling Lubbeek,Bestuurder,Non rémunéré,,,NL,,,lubbeek
20484,,Vereniging van Vlaamse Mandatarissen VZW,Bestuurder,Non rémunéré,,,NL,,,
20485,,Vormingscentrum Lodewijk Dosfel VZW,Bestuurder,Non rémunéré,,,NL,,,
20486,,Nieuw-Vlaamse Alliantie VZW (regio Leuven),Bestuurder,Non rémunéré,,,NL,,,leuven
20487,Franco Jean-Marc,,,,4.0,5.0,FR,,,
20488,,Bertogne (Commune de),Echevin,Rémunéré,,,FR,,,bertogne
20489,,SWDE Conseil d'exploitation,Membre,Rémunéré,,,FR,,,
20490,,,Employé,Rémunéré,,,FR,,,
20491,,,Indépendant À Titre Complémentaire,Rémunéré,,,FR,,30/06/2016,
20492,,Les Piètris asbl,Président,Non rémunéré,,,FR,,,
20493,François Jean,,,,1.0,2.0,FR,,,
20494,,Donceel (Commune de),Echevin,Rémunéré,,,FR,,,donceel
20495,,CSCC Les Templiers asbl,Président,Non rémunéré,,,FR,,,
20496,François Pascal,,,,2.0,7.0,FR,,,
20497,,Meix-devant-Virton (commune de),Bourgmestre (titulaire Ou Ff),Rémunéré,,,FR,,,meix-devant-virton
20498,,AIVE,Administrateur,Rémunéré,,,FR,,,
20499,,Régie communale autonome sportive,Président Du Conseil D'administration,Non rémunéré,,,FR,17/12/2016,,
20500,,PS Section locale,Trésorier,Non rémunéré,,,FR,,,
20501,,Tennis de Table Meix-devant-Virton,Vice-président,Non rémunéré,,,FR,22/12/2016,,meix-devant-virton
20502,,Cercle musical asbl,Président,Non rémunéré,,,FR,,,
20503,,PC La Méchoise asbl,Secrétaire,Non rémunéré,,,FR,,,
20504,François Roger,,,,2.0,9.0,FR,,,
20505,,Bertrix (Commune de),Echevin,Rémunéré,,,FR,,,bertrix
20506,,Commission communale de l'accueil extrascolaire,Membre Du Comité,Non rémunéré,,,FR,,,
20507,,Commission communale de l'Aménagement du territoire et de la Mobilité CCATM,Membre,Non rémunéré,,,FR,,,
20508,,Commission Locale de Développement Rural CLDR,Membre,Non rémunéré,,,FR,,,
20509,,AIVE Secteur valorisation et propreté,Administrateur,Non rémunéré,,,FR,,,
20510,,Comité des fêtes de Bertrix,Membre Du Comité,Non rémunéré,,,FR,,26/05/2016,bertrix
20511,,Syndicat d'Initiative local,Administrateur,Non rémunéré,,,FR,,,
20512,,Mutualité Chrétienne de la Province de Luxembourg,Membre Du Comité,Non rémunéré,,,FR,16/06/2016,,
20513,,,Retraité,Rémunéré,,,FR,,,
20514,Francque Johan,,,,4.0,6.0,NL,,,
20515,,Sint-Laureins (Gemeente),Schepen,Rémunéré,,,NL,,,sint-laureins
20516,,IVM,Bestuurder,Rémunéré,,,NL,,,
20517,,IVM,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
20518,,Politiezone Meetjesland Centrum,Lid Van De Politieraad,Rémunéré,,,NL,,,
20519,,N-VA Afdeling Sint-Laureins,Bestuurslid,Non rémunéré,,,NL,,,sint-laureins
20520,,Woonwijzer Eeklo,Bestuurslid,Non rémunéré,,,NL,,,eeklo
20521,Françus Michel,,,,3.0,6.0,FR,,,
20522,,Saint-Nicolas (Commune de),Echevin,Rémunéré,,,FR,,,saint-nicolas
20523,,Académie musicale et artistique de Saint-Nicolas,Administrateur,Non rémunéré,,,FR,,,saint-nicolas
20524,,Agence immobilière sociale communale AIS,Administrateur,Non rémunéré,,,FR,,,
20525,,Habitations sociales de Saint-Nicolas et des communes environnantes sc,Vice-président Du Conseil D'administration,Rémunéré,,,FR,,,saint-nicolas
20526,,Sports et Loisirs asbl,Président,Non rémunéré,,,FR,,,
20527,,,Retraité,Rémunéré,,,FR,,,
20528,Frank Luc,,,,4.0,5.0,GER,,,
20529,,Parlament der Deutschsprachigen Gemeinschaft,Abgeordneter,Rémunéré,,,GER,,,
20530,,Kelmis (Gemeinde),Gemeinderatsmitglied,Rémunéré,,,GER,,,kelmis
20531,,Autonome Gemeinderegie,Mitglied,Rémunéré,,,GER,,,
20532,,Pensionskasse des Parlamentes der DG,Verwalter,Non rémunéré,,,GER,,,
20533,,,Leiter Des Juristischen Dienstes - Rbz Eupen Sankt Vith,Rémunéré,,,GER,,,
20534,Frans Henri,,,,9.0,13.0,NL,,,
20535,,Stabroek (Gemeente),Burgemeester (titelvoerend Of Wnd.),Rémunéré,,,NL,,,stabroek
20536,,IGEAN Dienstverlening,Bestuurder,Rémunéré,,,NL,21/12/2016,,
20537,,IGEAN Milieu & Veiligheid,Bestuurder,Rémunéré,,,NL,21/12/2016,,
20538,,Intercommunale voor Energie (IVEG),Bestuurder,Rémunéré,,,NL,,,
20539,,Intercommunale voor Energie (IVEG),Voorzitter Van Het Corporate Governance Comité,Rémunéré,,,NL,,,
20540,,Aquafin NV,Lid Van De Stuurgroep,Rémunéré,,,NL,,,
20541,,Belgisch-Nederlands Grensoverleg (BENEGO),Lid Van Het Dagelijks Bestuur,Non rémunéré,,,NL,,,
20542,,Kempens Landschap VZW,Bestuurder,Non rémunéré,,,NL,,,
20543,,Regionaal Landschap de Voorkempen VZW,Bestuurder,Non rémunéré,,,NL,,12/09/2016,
20544,,FINEG NV,Bestuurder,Rémunéré,,,NL,,,
20545,,Infrax CVBA,Lid Van Het Overlegcomité,Rémunéré,,,NL,,,
20546,,Inter-Regies CVBA,Bestuurder,Rémunéré,,,NL,,,
20547,,ERSV VZW,Bestuurder,Non rémunéré,,,NL,,,
20548,Fransaer Dirk,,,,2.0,8.0,NL,,,
20549,,VITO,Afgevaardigd Bestuurder,Rémunéré,,,NL,,,
20550,,Universiteit Antwerpen,Voorzitter Raad Opleidingsbeoordeling,Non rémunéré,,,NL,,,antwerpen
20551,,Universiteit Antwerpen,Voorzitter Van Het Auditcomite,Rémunéré,,,NL,,,antwerpen
20552,,I-Cleantech Vlaanderen VZW,Ondervoorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,i
20553,,LIBOVITO,Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,
20554,,SOV Balmatt,Bestuurder,Non rémunéré,,,NL,,,
20555,,VITO Asia Limited,Bestuurder,Non rémunéré,,,NL,,,
20556,,VITO ME (Qatar),Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,01/02/2016,,
20557,Fransen Gert,,,,2.0,7.0,NL,,,
20558,,Grobbendonk (Gemeente),Schepen,Rémunéré,,,NL,01/01/2016,,grobbendonk
20559,,SP.a Afdeling Grobbendonk,Bestuurslid,Non rémunéré,,,NL,,,grobbendonk||spa
20560,,Communication Matters,Zaakvoerder,Non rémunéré,,,NL,,,
20561,,Immo Matters,Zaakvoerder,Non rémunéré,,,NL,,,
20562,,Kempens Karakter,Bestuurder,Non rémunéré,,,NL,,,
20563,,Ki Koen VZW,Bestuurder,Non rémunéré,,,NL,,,
20564,,Oil On Canvas Comm V,Zaakvoerder,Rémunéré,,,NL,,,
20565,Fransen Jaak,,,,6.0,10.0,NL,,,
20566,,Overpelt (Gemeente),Burgemeester (titelvoerend Of Wnd.),Rémunéré,,,NL,,,overpelt
20567,,Overpelt (Gemeente),Gemeenteraadslid,Non rémunéré,,,NL,,,overpelt
20568,,DV Pelt,Bestuurder,Rémunéré,,,NL,,,pelt
20569,,Nolimpark DV,Bestuurder,Rémunéré,,,NL,,,
20570,,Nolimpark DV,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
20571,,Autonoom Gemeentebedrijf Gemeente Overpelt,Afgevaardigd Bestuurder,Non rémunéré,,,NL,,,overpelt
20572,,Kempisch Tehuis CVBA,Bestuurder,Rémunéré,,,NL,,,
20573,,BVBA Advocaat Jaak Fransen,Bestuurder,Non rémunéré,,,NL,,,
20574,,De Linde VZW,Bestuurder,Non rémunéré,,,NL,,,
20575,,Landwaarts CVBA,Bestuurder,Rémunéré,,,NL,,,
20576,Fransen Josiane,,,,2.0,2.0,FR,,,
20577,,La Hulpe (commune de),Echevine,Rémunéré,,,FR,,,la hulpe
20578,,Haute Ecole Louvain en Hainaut,Enseignante,Rémunéré,,,FR,,,louvain
20579,Fransen Liesbeth,,,,3.0,3.0,NL,,,
20580,,Neerpelt (Gemeente),Schepen,Rémunéré,,,NL,,,neerpelt
20581,,Limburg.net,Bestuurder,Rémunéré,,,NL,22/06/2016,,
20582,,,Bediende,Rémunéré,,,NL,,,
20583,Fransolet Michel,,,,5.0,9.0,FR,,,
20584,,Jalhay (Commune de),Bourgmestre (titulaire Ou Ff),Rémunéré,,,FR,,,jalhay
20585,,Agence Immobilière Sociale Haute-Ardenne,Administrateur,Rémunéré,,,FR,,,
20586,,Comité de Jumelage,Président,Non rémunéré,,,FR,,,
20587,,COPALOC,Président,Non rémunéré,,,FR,,,
20588,,Crédit Social Logement scrl,Administrateur,Rémunéré,,,FR,,,
20589,,Logivesdre sc,Administrateur,Rémunéré,,,FR,,,
20590,,Maison communale d'accueil de l'enfance MCAE,Administrateur,Non rémunéré,,,FR,,,
20591,,Zone de police des Fagnes,Membre Du Collège De Police,Non rémunéré,,,FR,,,
20592,,,Vétérinaire,Rémunéré,,,FR,,,
20593,Franssen Cindy,,,,2.0,12.0,NL,,,
20594,,Senaat,Deelstaatsenator,Non rémunéré,,,NL,,,
20595,,Vlaams Parlement,Parlementslid,Rémunéré,,,NL,,,
20596,,Raad van Europa,Lid Van De Parlementaire Vergade-ring,Non rémunéré,,,NL,,,
20597,,Beweging.net (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
20598,,CD&V (Nationale afdeling),Ondervoorzitter,Non rémunéré,,,NL,,,
20599,,CD&V (Provinciale afdeling),Bestuurslid,Non rémunéré,,,NL,,,
20600,,CD&V (Regionale afdeling),Bestuurslid,Non rémunéré,,,NL,,,
20601,,Vrouw & Maatschappij (Nationale afdeling),Bestuurslid,Non rémunéré,,,NL,,,
20602,,Vrouw & Maatschappij (Provinciale afdeling),Bestuurslid,Non rémunéré,,,NL,,,
20603,,Vrouw & Maatschappij (Regionale Afdeling),Bestuurslid,Non rémunéré,,,NL,,,
20604,,ACV Eine-Mullem,Bestuurslid,Non rémunéré,,,NL,,,eine||mullem
20605,,CM-Midden Vlaanderen,Bestuurder Met Raadgevende Stem,Rémunéré,,,NL,26/06/2016,,
20606,Franssen Eddy,,,,4.0,6.0,NL,,,
20607,,Limburg.net,Bestuurder,Rémunéré,,,NL,,,
20608,,Limburg.net,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
20609,,Open VLD (Plaatselijke afdeling),Bestuurder,Non rémunéré,,,NL,,,
20610,,,Kwaliteitsmanager,Rémunéré,,,NL,,,
20611,,Automaterialen RSM,Bestuurder,Non rémunéré,,,NL,,,
20612,,Bionerga NV,Bestuurder,Rémunéré,,,NL,,,
20613,Franssen Roger,,,,4.0,13.0,FR,,,
20614,,Lontzen (commune de),Echevin,Rémunéré,,,FR,,,lontzen
20615,,INTRADEL,Administrateur,Rémunéré,,,FR,,,
20616,,ADL Lontzen-Plombières-Welkenraedt,Secrétaire-trésorier,Non rémunéré,,,FR,,,lontzen||welkenraedt||plombieres
20617,,NOSBAU,Administrateur,Rémunéré,,,FR,,,
20618,,Pays de Herve Futur asbl,Administrateur,Non rémunéré,,,FR,,,herve
20619,,Syndicat d'initiative SI de Lontzen,Président,Non rémunéré,,,FR,,,lontzen
20620,,Syndicat d'initiative SI des Trois Frontières,Vice-président,Non rémunéré,,,FR,,,
20621,,Haus Harna VoG,Administrateur,Non rémunéré,,,FR,,,
20622,,,Directeur De Société,Rémunéré,,,FR,,,
20623,,ABAM-BVT vzw-asbl,Administrateur,Non rémunéré,,,FR,,,
20624,,Agence Immobilière Sociale (AIS) Tri-Landum,Administrateur,Non rémunéré,,,FR,,,
20625,,CC Natura 2000 Malmedy,Membre Représentant L'uvcw,Non rémunéré,,,FR,,,malmedy
20626,,Contrat de Rivière Meuse Aval,Administrateur,Non rémunéré,,,FR,,,riviere
20627,Frantzen Dominique,,,,4.0,7.0,FR,,,
20628,,Charleroi (ville de),Conseillère De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,charleroi
20629,,IMIO,Administratrice,Rémunéré,,,FR,,,
20630,,ISPPC,Administratrice,Rémunéré,,,FR,,,
20631,,Les Amis du Château de Monceau-sur-Sambre,Administratrice,Non rémunéré,,,FR,,,monceau-sur-sambre
20632,,ACGHP,Administratrice,Rémunéré,,,FR,,,
20633,,Comité mutuelle Solidaris de La Docherie,Présidente,Non rémunéré,,,FR,,,
20634,,PS Section locale de Marchienne,Membre Du Comité Central,Non rémunéré,,,FR,,,
20635,Franzen Daniel,,,,5.0,8.0,GER,,,
20636,,Parlament der Deutschsprachigen Gemeinschaft,Abgeordneter,Rémunéré,,,GER,,,
20637,,Bütgenbach (Gemeinde),Schöffe,Rémunéré,,,GER,,,butgenbach
20638,,Musikakademie der Deutschsprachigen Gemeinschaft,Verwalter,Rémunéré,,,GER,,,
20639,,Offene Jugendarbeit (OJA),Verwalter,Non rémunéré,,,GER,,,
20640,,,Sekundarschullehrer,Rémunéré,,,GER,,,
20641,,CSP Fraktion im PDG,Fraktionsvorsitzender,Rémunéré,,,GER,,,
20642,,Nidrum GoE,Verwalter,Non rémunéré,,,GER,,,goe
20643,,Rock'n'Roll Club Hot Shoes,Präsident,Non rémunéré,,,GER,,,
20644,Franzen Erwin,,,,6.0,7.0,GER,,,
20645,,Bütgenbach (Gemeinde),Gemeinderatsmitglied,Rémunéré,,,GER,,,butgenbach
20646,,Bütgenbach (Gemeinde),Präsident Eines Öshz,Rémunéré,,,GER,,,butgenbach
20647,,Vivias - Interkommunale Eifel,Verwalter,Rémunéré,,,GER,,,
20648,,Sport- und Kulturgemeinschaft Nidrum,Vorsitzender,Non rémunéré,,,GER,,,
20649,,,Angestellter,Rémunéré,,,GER,,,
20650,,ORES Sektorenausschuss Ost,Beobachter,Rémunéré,,,GER,,,
20651,,Wirtschafts- und Förder-Gesellschaft Ostbelgien GoE,Verwalter,Rémunéré,,,GER,,,goe
20652,Franzen Franziska,,,,2.0,6.0,GER,,,
20653,,Parlament der Deutschsprachigen Gemeinschaft,Abgeordneter,Rémunéré,,,GER,,,
20654,,Ecolo,"Mitglied Des ""bureau Politique""",Non rémunéré,,,GER,,,
20655,,Ecolo-Fraktion im PDG VoG,Verwalter,Non rémunéré,,,GER,,,
20656,,,Sozialassistentin -19 Stunden/woch,Rémunéré,,,GER,,,
20657,,Telefonhilfe 108 - Anonyme Lebenshilfe in der DG,Präsidentin,Non rémunéré,,,GER,22/06/2016,,
20658,,Telefonhilfe 108 - Anonyme Lebenshilfe in der DG,Verwalter,Non rémunéré,,,GER,,,
20659,Frebutte Isabelle,,,,4.0,4.0,FR,,,
20660,,Lens (Commune de),Conseillère Communale,Rémunéré,,,FR,,,lens
20661,,Lens (Commune de),Présidente De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,lens
20662,,L'Habitat du Pays Vert sc,Administratrice,Rémunéré,,,FR,,,
20663,,,Stewart,Rémunéré,,,FR,15/03/2016,15/11/2016,
20664,Freches Gregor,,,,3.0,7.0,GER,,,
20665,,Parlament der Deutschsprachigen Gemeinschaft,Abgeordneter,Rémunéré,,,GER,,,
20666,,PFF - Fraktion,Vorsitzender,Rémunéré,,,GER,,,
20667,,PFF (MR) Regionalvorstand,Mitglied,Non rémunéré,,,GER,,,
20668,,Mittelstandsvereinigung St. Vith,Vorstandsmitglied,Non rémunéré,,,GER,,,
20669,,Isosystems AG,Verwalter,Rémunéré,,,GER,,,
20670,,Matecom AG,Verwalter,Non rémunéré,,,GER,,,
20671,,SPI Gebietskomitee,Mitglied,Non rémunéré,,,GER,,,
20672,Frédéric André,,,,3.0,14.0,FR,,,
20673,,Chambre des Représentants,Représentant,Rémunéré,,,FR,,,
20674,,Chambre des Représentants,Vice-président,Rémunéré,,,FR,,,
20675,,Theux (Commune de),Echevin,Rémunéré,,,FR,,,theux
20676,,Région de Verviers asbl,Administrateur,Non rémunéré,,,FR,,,verviers
20677,,AVISO asbl,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
20678,,Centre de coopération éducative asbl,Administrateur,Non rémunéré,,,FR,,,
20679,,Présence et Action culturelles PAC Régionale de Ver-viers,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
20680,,PS Arrondissement de Verviers asbl,Administrateur,Non rémunéré,,,FR,,,verviers
20681,,PS Parti socialiste,Membre Du Bureau National,Non rémunéré,,,FR,,,
20682,,Belgomania asbl,Administrateur,Non rémunéré,,,FR,,,
20683,,"Juslenville Attractions, Culture et Loisirs asbl",Membre Du Comité,Non rémunéré,,,FR,,,
20684,,Notre Maison asbl,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
20685,,Court-Circuit asbl,Administrateur,Non rémunéré,,,FR,01/02/2016,,
20686,,Les Amis du Home Franchimontois asbl,Administrateur,Non rémunéré,,,FR,,,
20687,Frederickx Koen,,,,5.0,8.0,NL,,,
20688,,Duffel (Gemeente),Fractievoorzitter In De Gemeenteraad,Non rémunéré,,,NL,,,duffel
20689,,Duffel (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,duffel
20690,,FINEA,Bestuurder,Rémunéré,,,NL,,,
20691,,Intercommunale Vereniging Hooge Maey,Bestuurder,Rémunéré,,,NL,,,
20692,,Autonoom Gemeentebedrijf Duffel,Bestuurder,Non rémunéré,,,NL,,,duffel
20693,,Politiezone BODUKAP,Lid Van De Politieraad,Rémunéré,,,NL,,,
20694,,N-VA Afdeling Duffel,Bestuurslid,Non rémunéré,,,NL,,,duffel
20695,,,Bediende,Rémunéré,,,NL,,,
20696,Fredrick Caroline,,,,2.0,5.0,NL,,,
20697,,Lovendegem (Gemeente),Ocmw-voorzitter,Rémunéré,,,NL,,,lovendegem
20698,,Lovendegem (Gemeente),Schepen,Non rémunéré,,,NL,,,lovendegem
20699,,Goethals & De Smet,Zaakvoerder,Rémunéré,,,NL,,,
20700,,Meetjesman,Bestuurder,Non rémunéré,,,NL,,,
20701,,Meetjesman,Lid Van Het Dagelijks Bestuur,Non rémunéré,,,NL,,,
20702,Frémal Luc,,,,6.0,10.0,FR,,,
20703,,Saint-Josse-ten-Noode (Commune de),Conseiller Communal,Rémunéré,,,FR,,,
20704,,Saint-Josse-ten-Noode (Commune de),Président De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,
20705,,Agence immobilière sociale de Saint-Josse AISSJ,Administrateur,Non rémunéré,,,FR,,,
20706,,ERAP,Administrateur,Rémunéré,,,FR,01/06/2016,,
20707,,HBM sisp de Saint-Josse-ten-Noode,Administrateur,Rémunéré,,,FR,,,
20708,,Mission locale de Saint-Josse-ten-Noode,Administrateur,Non rémunéré,,,FR,,,
20709,,PS Section locale,Président,Non rémunéré,,,FR,,,
20710,,Conférence des présidents et secrétaires des 19 CPAS,Membre,Rémunéré,,,FR,,,
20711,,ISPAT asbl,Directeur,Rémunéré,,,FR,,,
20712,,Maison de Quartier d'Helmet asbl,Président,Non rémunéré,,,FR,,31/05/2016,
20713,Fremault Céline,,,,3.0,3.0,FR,,,
20714,,Uccle (Commune d'),Conseillère Communale,Rémunéré,,,FR,,,uccle
20715,,"Gouvernement de la Région de Bruxelles-Capitale, Logement, Qualité de Vie, Environnement et Énergie",Ministre,Rémunéré,,,FR,,,bruxelles
20716,,Haute Ecole Louvain en Hainaut HELHa,Maître Assistante (24h/an),Rémunéré,,,FR,,,louvain
20717,Frère Gérald,,,,12.0,20.0,FR,,,
20718,,Banque nationale de Belgique,Membre De La Commission Du Budget,Rémunéré,,,FR,,,
20719,,Banque nationale de Belgique,Membre Du Conseil De Régence,Rémunéré,,,FR,,,
20720,,AGRIGER sprl,Gérant,Non rémunéré,,,FR,,,
20721,,Corporation financière Power,Administrateur,Rémunéré,,,FR,,,
20722,,Corporation financière Power,Membre Du Comité De Rémunération,Rémunéré,,,FR,,,
20723,,Corporation financière Power,Membre Du Comité Des Opérations Entre Personnes Reliées Et De Révision,Rémunéré,,,FR,,12/05/2016,
20724,,Domaines Frère-Bourgeois sa,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
20725,,ERBE sa,Administrateur,Rémunéré,,,FR,,,
20726,,Financière de la Sambre sa,Administrateur-délégué,Non rémunéré,,,FR,,,
20727,,Frère-Bourgeois sa,Administrateur-délégué,Non rémunéré,,,FR,,,
20728,,Groupe Bruxelles Lambert SA,Membre Du Comité Permanent,Rémunéré,,,FR,,,bruxelles
20729,,Groupe Bruxelles Lambert SA,Président Du Conseil D'administration,Rémunéré,,,FR,,,bruxelles
20730,,Haras de la Bierlaire sa,Administrateur,Non rémunéré,,,FR,,,
20731,,Loverval Finance sa,Président Du Conseil D'administration,Rémunéré,,,FR,,,loverval
20732,,Pargesa Holding sa,Administrateur-délégué,Rémunéré,,,FR,,,
20733,,Pargesa Holding sa,Vice-président Du Conseil D'administration,Rémunéré,,,FR,,,
20734,,PARJOINTCO nv,Commissaire,Rémunéré,,,FR,,,
20735,,Fonds Charles-Albert Frère asbl,Administrateur-trésorier,Non rémunéré,,,FR,,,
20736,,Stichting Administratie Kantoor Bierlaire,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
20737,,Stichting Administratie Kantoor Frère-Bourgeois,Administrateur,Non rémunéré,,,FR,,,
20738,Frère Luc,,,,4.0,6.0,FR,,,
20739,,La Bruyère (commune de),Conseiller Communal,Rémunéré,,,FR,,,
20740,,Bureau Economique de la Province de Namur,Administrateur,Rémunéré,,,FR,,,namur
20741,,Commission communale de l'Aménagement du territoire et de la Mobilité CCATM,Membre,Non rémunéré,,,FR,,,
20742,,SWDE Conseil d'exploitation,Membre,Rémunéré,,,FR,,,
20743,,,Collaborateur D'un Ministre,Rémunéré,,,FR,,,
20744,,D et B (anciennement LB 2.0),Président,Non rémunéré,,,FR,,,
20745,Fréson Philippe,,,,5.0,7.0,FR,,,
20746,,Flémalle (Commune de),Conseiller De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,flemalle
20747,,Flémalle (Commune de),Membre Du Bureau Permanent Du Cpas,Rémunéré,,,FR,,,flemalle
20748,,AISH,Administrateur,Rémunéré,,,FR,,,
20749,,CRIPEL,Administrateur,Non rémunéré,,,FR,,,
20750,,,Employé,Rémunéré,,,FR,,,
20751,,Inser'net scrl,Administrateur,Non rémunéré,,,FR,,,
20752,,SPMT-ARISTA,Membre De L'assemblée Générale,Rémunéré,,,FR,,,
20753,Friart Benoît,,,,3.0,9.0,FR,,,
20754,,Chambre des Représentants,Représentant,Rémunéré,,,FR,,,
20755,,Le Roeulx (ville de),Bourgmestre (titulaire Ou Ff),Rémunéré,,,FR,,,le roeulx
20756,,Régie communale autonome RCA,Président,Non rémunéré,,,FR,,,
20757,,Zone de police Haute Senne,Membre Du Collège De Police,Non rémunéré,,,FR,,,
20758,,Brasserie Saint-Feuillien sa,Administrateur,Rémunéré,,,FR,,,
20759,,Royal Football Club Houdinois,Président,Non rémunéré,,,FR,,,
20760,,Immo CORRIB sa,Gérant,Non rémunéré,,,FR,,,
20761,,Immo Le Roeulx sa,Administrateur,Non rémunéré,,,FR,,,le roeulx
20762,,L'Entrepôt sa,Administrateur,Non rémunéré,,,FR,,,
20763,Frippiat Arnaud,,,,1.0,9.0,FR,,,
20764,,SRIB,Administrateur,Non rémunéré,,,FR,,,
20765,,IDELUX,Administrateur,Non rémunéré,,,FR,,,
20766,,IDELUX Finances,Administrateur,Non rémunéré,,,FR,,,
20767,,IDELUX Projets Publics,Observateur,Non rémunéré,,,FR,,,
20768,,Publipart sa,Administrateur,Non rémunéré,,,FR,29/04/2016,,
20769,,SOCOFE sa,Administrateur,Non rémunéré,,,FR,,,
20770,,,Employé (directeur),Rémunéré,,,FR,,,
20771,,Sofibru,Administrateur,Non rémunéré,,,FR,,31/12/2016,
20772,,Wayves,Administrateur,Non rémunéré,,,FR,,,
20773,Frisée Nathalie,,,,5.0,8.0,FR,,,
20774,,Liège (Ville),Conseillère Communale,Rémunéré,,,FR,,,liege
20775,,IILE-SRI,Administratrice,Rémunéré,,,FR,,,
20776,,ISoSL,Administratrice,Rémunéré,,,FR,,,
20777,,ISoSL,Membre Du Comité De Gestion,Rémunéré,,,FR,,,
20778,,Liège Propreté asbl,Administratrice,Non rémunéré,,,FR,,,liege
20779,,Maison Liégeoise (la),Administratrice,Rémunéré,,,FR,,,
20780,,Autour de l'Ecole asbl,Administratrice,Non rémunéré,,,FR,,,
20781,,Écoute-Voir asbl,Administratrice,Non rémunéré,,,FR,,,
20782,Frits David,,,,2.0,2.0,FR,,,
20783,,Chaumont-Gistoux (Commune de),Echevin,Rémunéré,,,FR,,,chaumont-gistoux
20784,,,Ouvrier Agricole,Rémunéré,,,FR,,,
20785,Frix Alice,,,,4.0,4.0,FR,,,
20786,,Beauvechain (Commune de),Conseillère Communale,Rémunéré,,,FR,,,beauvechain
20787,,BRUTELE,Administratrice,Rémunéré,,,FR,,,
20788,,Commission communale de l'Aménagement du territoire et de la Mobilité CCATM,Membre,Rémunéré,,,FR,,,
20789,,Zone de police Ardennes brabançonnes,Membre Du Conseil De Police,Rémunéré,,,FR,,,
20790,Froidbise Francis,,,,1.0,2.0,FR,,,
20791,,Ouffet (Commune d'),Echevin,Rémunéré,,,FR,,,ouffet
20792,,Centre culturel de Huy,Administrateur,Non rémunéré,,,FR,,,huy
20793,Froidmont Michel,,,,2.0,4.0,NL,,,
20794,,Hasselt (Stad),Schepen,Rémunéré,,,NL,,,hasselt
20795,,HeLics (Intercommunale),Bestuurder,Rémunéré,,,NL,,,
20796,,Rederijkerskamer De Roode Roos,Bestuurslid,Non rémunéré,,,NL,,,
20797,,Visclub Recht voor Allen,Bestuurslid,Non rémunéré,,,NL,,,recht
